idgruplac,verificado,tipo,nombre,lugar,revista,issn,fecha,volumen,fasciculo,paginas,doi,autores
00000000008160,True,Publicado en revista especializada,Smart User Consumption Profiling: Incremental Learning-Based OTT Service Degradation,Estados Unidos,IEEE Access,2169-3536,2020,8,N/A,207426 - 207442,10.1109/ACCESS.2020.3037971,"JUAN CARLOS CORRALES MUNOZ, JUAN SEBASTIAN ROJAS MELENDEZ, ALVARO RENDON GALLON"
00000000008160,False,Publicado en revista especializada,Smart User Consumption Profiling: Incremental Learning-Based OTT Service Degradation,Estados Unidos,IEEE Access,2169-3536,2020,8,N/A,207426 - 207442,10.1109/ACCESS.2020.3037971,"JUAN SEBASTIAN ROJAS MELENDEZ, ALVARO RENDON GALLON, JUAN CARLOS CORRALES MUNOZ"
00000000008160,True,Publicado en revista especializada,Identifying and characterizing students suspected of academic dishonesty in SPOCs for credit through learning analytics,Países Bajos,International Journal of Educational Technology in Higher Education,2365-9440,2020,2020,1,1 - 18,10.1186/s41239-020-00221-2,"DANIEL ALBERTO JARAMILLO MORILLO, JOSE RUIPEREZ VALIENTE, MARIO FERNANDO SOLARTE SARASTY, GUSTAVO ADOLFO RAMIREZ GONZALEZ"
00000000008160,True,Publicado en revista especializada,Identifying and characterizing students suspected of academic dishonesty in SPOCs for credit through learning analytics,España,International Journal of Educational Technology in Higher Education,2365-9440,2020,17,N/A,1 - 18,10.1186/s41239-020-00221-2,"GUSTAVO ADOLFO RAMIREZ GONZALEZ, MARIO FERNANDO SOLARTE SARASTY, DANIEL ALBERTO JARAMILLO MORILLO"
00000000008160,True,Publicado en revista especializada,Towards Classifying Cognitive Performance by Sensing Electrodermal Activity in Children With Specific Learning Disorders,Estados Unidos,IEEE Access,2169-3536,2020,8,N/A,196187 - 196196,10.1109/ACCESS.2020.3033769,"CAROLINA RICO OLARTE, LINDA BECKER, BJOERN ESKOFIER, DIEGO MAURICIO LOPEZ GUTIERREZ"
00000000008160,True,Publicado en revista especializada,A Conceptual Data Model and Its Automatic Implementation for IoT-Based Business Intelligence Applications,Estados Unidos,IEEE Internet of Things Journal,2327-4662,2020,7,10,10719 - 10732,10.1109/JIOT.2020.3016608,"JULIAN EDUARDO PLAZAS PEMBERTHY, JUAN CARLOS CORRALES MUNOZ"
00000000008160,True,Publicado en revista especializada,Discovering weather periods and crop properties favorable for coffee rust incidence from feature selection approaches,Países Bajos,Computers and Electronics in Agriculture,0168-1699,2020,176,N/A,1 - 11,10.1016/j.compag.2020.105640,"JUAN CARLOS CORRALES MUNOZ, EMMANUEL GERARDO LASSO SAMBONY, DAVID CAMILO CORRALES MUNOZ"
00000000008160,True,Publicado en revista especializada,Scalability and Performance Analysis in 5G Core Network Slicing,Estados Unidos,IEEE Access,2169-3536,2020,8,N/A,142086 - 142100,10.1109/ACCESS.2020.3013597,"CARLOS HERNAN TOBAR ARTEAGA, OSCAR MAURICIO CAICEDO RENDON, JOSE ARMANDO ORDONEZ CORDOBA"
00000000008160,True,Publicado en revista especializada,Personalized Tracking of Physical Activity in Children Using a Wearable Heart Rate Monitor,Suiza,International Journal of Environmental Research and Public Health,1660-4601,2020,17,16,1 - 16,10.3390/ijerph17165895,"ANA MARIA DIAZ VILLAQUIRAN, SANTIAGO ALBERTO PEREZ ALVARADO, DIEGO MAURICIO LOPEZ GUTIERREZ"
00000000008160,True,Publicado en revista especializada,Fleet Management and Control System for Medium-Sized Cities Based in Intelligent Transportation Systems: From Review to Proposal in a City,,Electronics,2079-9292,2020,9,9,1 - 25,10.3390/electronics9091383,"RICARDO SALAZAR CABRERA, JUAN MANUEL MADRID MOLINA, ALVARO PACHON DE LA CRUZ, GUSTAVO ADOLFO RAMIREZ GONZALEZ"
00000000008160,True,Publicado en revista especializada,Simultaneous Indoor Pedestrian Localization and House Mapping Based on Inertial Measurement Unit and Bluetooth Low-Energy Beacon Data,Suiza,Sensors,1424-8220,2020,20,17,1 - 20,10.3390/s20174742,"JESUS DAVID CERON BRAVO, ARNE KUDERLE, DIEGO MAURICIO LOPEZ GUTIERREZ, FELIX KLUGE, BJOERN ESKOFIER"
00000000008160,True,Publicado en revista especializada,A computer vision system for automatic cherry beans detection on coffee trees,,Pattern Recognition Letters,0167-8655,2020,136,N/A,142 - 153,10.1016/j.patrec.2020.05.034,"JUAN CARLOS CORRALES MUNOZ, DAVID CAMILO CORRALES MUNOZ, JHONN PABLO RODRIGUEZ MUNOZ"
00000000008160,True,Publicado en revista especializada,Fleet Management and Control System for Medium-Sized Cities Based in Intelligent Transportation Systems: From Review to Proposal in a City,Suiza,Electronics,2079-9292,2020,9,9,1 - 25,10.3390/electronics9091383,"RICARDO SALAZAR CABRERA, GUSTAVO ADOLFO RAMIREZ GONZALEZ"
00000000008160,True,Publicado en revista especializada,Coffee crop science metric: A review,Brasil,Coffee Science,1984-3909,2020,15,N/A,1 - 11,10.25186/.v15i.1693,"GUSTAVO ADOLFO RAMIREZ GONZALEZ, JUAN PABLO RUIZ ROSERO, CARLOS DAVID RODRIGUEZ PABON"
00000000008160,True,Publicado en revista especializada,Optimization of coverage mission for lightweight unmanned aerial vehicles applied in crop data acquisition,Reino Unido,Expert Systems with Applications,0957-4174,2020,149,N/A,1 - 17,10.1016/j.eswa.2020.113227,"LISETH VIVIANA CAMPO ARCOS, JUAN CARLOS CORRALES MUNOZ"
00000000008160,False,Publicado en revista especializada,Status quo of software-defined networking: a science mapping analysis based on CiteSpace,Venezuela,Espacios,0798-1015,2020,41,22,410 - 426,,"EDWIN FERNEY CASTILLO QUINTERO, OSCAR MAURICIO CAICEDO RENDON, GUSTAVO ADOLFO RAMIREZ GONZALEZ"
00000000008160,True,Publicado en revista especializada,Systematic review of Energy Efficiency (E.E.). Basis for an alternative vision of E.E. in Colombia,Colombia,Scientia Et Technica,0122-1701,2020,25,2,329 - 336,10.22517/23447214.24449,"JUAN CARLOS CORRALES MUNOZ, APOLINAR FIGUEROA, CARLOS FELIPE RENGIFO RODAS, CRISTIAN MENDEZ RODRIGUEZ"
00000000008160,True,Publicado en revista especializada,NetSel-RF: A Model for Network Selection Based on Multi-Criteria and Supervised Learning,Suiza,Applied Sciences (Switzerland),2076-3417,2020,10,12,1 - 15,10.3390/app10124382,"DANIELA ALEXANDRA EMBUS GAVIRIA, ANDRES JULIAN CASTILLO MORALES, FULVIO YESID VIVAS CANTERO, OSCAR MAURICIO CAICEDO RENDON, JOSE ARMANDO ORDONEZ CORDOBA"
00000000008160,True,Publicado en revista especializada,Bibliographic review of the flipped classroom model in high school: A look from the technological tools.,Estados Unidos,Journal of Information Technology Education:Research,1547-9714,2020,19,,451 - 474,10.28945/4605,"LINA PASTES URBANO, FABINTON SOTELO GOMEZ, MARIO FERNANDO SOLARTE SARASTY"
00000000008160,True,Publicado en revista especializada,Multi-Dimensional Data Preparation: A Process to Support Vulnerability Analysis and Climate Change Adaptation,Estados Unidos,IEEE Access,2169-3536,2020,8,N/A,87228 - 87242,10.1109/ACCESS.2020.2992255,"JUAN CARLOS CORRALES MUNOZ, APOLINAR FIGUEROA, IVAN DARIO LOPEZ GOMEZ"
00000000008160,True,Publicado en revista especializada,Intelligent Telehealth System To Support Epilepsy Diagnosis,Nueva Zelanda,Journal of Multidisciplinary Healthcare,1178-2390,2020,13,N/A,433 - 445,10.2147/JMDH.S247878,"EDWARD ALEXIS MOLINA RIVERA, CAMILO ERNESTO SARMIENTO TORRES, RICARDO SALAZAR CABRERA, RUBIEL VARGAS CANAS, DIEGO MAURICIO LOPEZ GUTIERREZ"
00000000008160,True,Publicado en revista especializada,IPro: An Approach for Intelligent SDN Monitoring,Países Bajos,Computer Networks,1389-1286,2020,170,N/A,1 - 18,10.1016/j.comnet.2020.107108,"EDWIN FERNEY CASTILLO QUINTERO, OSCAR MAURICIO CAICEDO RENDON, JOSE ARMANDO ORDONEZ CORDOBA, LISANDRO ZAMBENEDETTI GRANVILLE"
00000000008160,True,Corto (Resumen),Preface on special section on cognitive computing for emerging internet of things,Suiza,Journal of Supercomputing,1573-0484,2020,76,N/A,1082 - 1085,10.1007/s11227-019-02944-0,GUSTAVO ADOLFO RAMIREZ GONZALEZ
00000000008160,True,Publicado en revista especializada,NELLY: Flow Detection Using Incremental Learning at the Server-Side of SDN-based Data Centers,Estados Unidos,IEEE Transactions on Industrial Informatics,1551-3203,2020,16,2,1362 - 1372,10.1109/TII.2019.2947291,"CARLOS FELIPE ESTRADA SOLANO, OSCAR MAURICIO CAICEDO RENDON, NELSON FONSECA"
00000000008160,True,Publicado en revista especializada,ICT and Educational Innovation: Demands and Expectations,Colombia,Revista Ingenierías Universidad de Medellín,2248-4094,2020,20,N/A,214 - 242,10.22395/rium,EMIGDIO ANDRES LARA SILVA
00000000008160,True,Publicado en revista especializada,A case-based reasoning system for recommendation of data cleaning algorithms in classification and regression tasks,Países Bajos,Applied Soft Computing,1568-4946,2020,90,N/A,1 - 12,10.1016/j.asoc.2020.106180,"DAVID CAMILO CORRALES MUNOZ, JUAN CARLOS CORRALES MUNOZ"
00000000008160,True,Publicado en revista especializada,Analysis of relevant features from photoplethysmographic signals for atrial fibrillation classification,Suiza,International Journal of Environmental Research and Public Health,1660-4601,2020,17,2,1 - 15,10.3390/ijerph17020498,"CESAR ALEJANDRO MILLAN GONZALEZ, NATALIA GIRON, DIEGO MAURICIO LOPEZ GUTIERREZ"
00000000008160,True,Publicado en revista especializada,Masivo: Parallel Simulation Model Based on OpenCL for Massive Public Transportation Systems¿ Routes,Suiza,Electronics,2079-9292,2019,8,12,1 - 34,10.3390/electronics8121501,"JUAN PABLO RUIZ ROSERO, GUSTAVO ADOLFO RAMIREZ GONZALEZ"
00000000008160,True,Publicado en revista especializada,"Proof of Concept of an IoT-based public vehicle tracking system, using LoRa (Long Range) and Intelligent Transportation System (ITS) services",Egipto,Journal of Computer Networks and Communications,2090-7141,2019,2019,,1 - 10,10.1155/2019/9198157,"RICARDO SALAZAR CABRERA, ALVARO PACHON DE LA CRUZ, JUAN MANUEL MADRID MOLINA"
00000000008160,True,Publicado en revista especializada,A Scaling Mechanism for an Evolved Packet Core based on Network Functions Virtualization,,IEEE Transactions on Network and Service Management,1932-4537,2019,17,2,779 - 792,10.1109/TNSM.2019.2961988,"CARLOS HERNAN TOBAR ARTEAGA, FAIBER BOTINA, KELLY TOBAR, OSCAR MAURICIO CAICEDO RENDON"
00000000008160,True,Publicado en revista especializada,Field Programmable Gate Array Applications¿A Scientometric Review,Suiza,Computation,2079-3197,2019,7,4,1 - 111,10.3390/computation7040063,"JUAN PABLO RUIZ ROSERO, GUSTAVO ADOLFO RAMIREZ GONZALEZ"
00000000008160,True,Publicado en revista especializada,An Approach Based on Knowledge-Defined Networking for Identifying Heavy-Hitter Flows in Data Center Networks,Suiza,Applied Sciences (Switzerland),2076-3417,2019,9,22,1 - 19,10.3390/app9224808,"ALEJANDRA DUQUE TORRES, FELIPE AMEZQUITA SUAREZ, OSCAR MAURICIO CAICEDO RENDON, JOSE ARMANDO ORDONEZ CORDOBA, WILMAR YESID CAMPO MUNOZ"
00000000008160,True,Publicado en revista especializada,K-Means clustering and neural network for object detecting and identifying abnormality of brain tumor,Suiza,Soft Computing,1432-7643,2019,23,N/A,9083 - 9096,10.1007/s00500-018-3618-7,GUSTAVO ADOLFO RAMIREZ GONZALEZ
00000000008160,False,Publicado en revista especializada,Consumption Behavior Analysis of Over The Top Services: Incremental Learning or Traditional Methods?,Estados Unidos,IEEE Access,2169-3536,2019,7,N/A,136581 - 136591,10.1109/ACCESS.2019.2942782,"JUAN SEBASTIAN ROJAS MELENDEZ, ALVARO RENDON GALLON, JUAN CARLOS CORRALES MUNOZ"
00000000008160,True,Publicado en revista especializada,Consumption Behavior Analysis of Over the Top Services: Incremental Learning or Traditional Methods?,Estados Unidos,IEEE Access,2169-3536,2019,7,N/A,136581 - 136591,10.1109/ACCESS.2019.2942782,"JUAN CARLOS CORRALES MUNOZ, ALVARO RENDON GALLON, JUAN SEBASTIAN ROJAS MELENDEZ"
00000000008160,True,Publicado en revista especializada,A multi-criteria approach for comparison of environmental assessment methods in the analysis of the energy efficiency in agricultural production systems,Reino Unido,Journal of Cleaner Production,0959-6526,2019,228,N/A,1464 - 1471,10.1016/j.jclepro.2019.04.388,"JUAN CARLOS CORRALES MUNOZ, APOLINAR FIGUEROA, CARLOS FELIPE RENGIFO RODAS, CRISTIAN MENDEZ RODRIGUEZ"
00000000008160,True,Publicado en revista especializada,Science Mapping of Tourist Mobility 1980¿2019. Technological Advancements in the Collection of the Data for Tourist Traceability,Suiza,Sustainability,2071-1050,2019,11,17,1 - 32,10.3390/su11174738,"ANGELA ROCIO CHANTRE ASTAIZA, GUSTAVO ADOLFO RAMIREZ GONZALEZ"
00000000008160,True,Publicado en revista especializada,"Software survey: ScientoPy, a scientometric tool for topics trend analysis in scientific publications",Hungría,Scientometrics,1588-2861,2019,121,N/A,1165 - 1188,10.1007/s11192-019-03213-w,"JUAN PABLO RUIZ ROSERO, GUSTAVO ADOLFO RAMIREZ GONZALEZ"
00000000008160,True,Publicado en revista especializada,Rule-based expert system for detection of coffee rust warnings in colombian crops,Estados Unidos,Journal Of Intelligent '&amp;' Fuzzy Systems,1064-1246,2019,36,5,4765 - 4775,10.3233/JIFS-179025,"JUAN CARLOS CORRALES MUNOZ, DAVID CAMILO CORRALES MUNOZ, EDWAR JAVIER GIRON BUITRON"
00000000008160,True,Publicado en revista especializada,Metaheuristic FIR filter with game theory based compression technique- A reliable medical image compression technique for online applications,Países Bajos,Pattern Recognition Letters,0167-8655,2019,125,N/A,7 - 12,10.1016/j.patrec.2019.03.023,GUSTAVO ADOLFO RAMIREZ GONZALEZ
00000000008160,True,Publicado en revista especializada,An effect of big data technology with ant colony optimization based routing in vehicular ad hoc networks: Towards smart cities,Reino Unido,Journal of Cleaner Production,0959-6526,2019,217,N/A,584 - 593,10.1016/j.jclepro.2019.01.115,GUSTAVO ADOLFO RAMIREZ GONZALEZ
00000000008160,True,Publicado en revista especializada,Spectral and SNR improvement analysis of normal and abnormal heart sound signals using different windows,Países Bajos,Future Generation Computer Systems,0167-739X,2019,92,N/A,438 - 443,10.1016/j.future.2018.09.047,"GUSTAVO ADOLFO RAMIREZ GONZALEZ, MARLON FELIPE BURBANO FERNANDEZ"
00000000008160,True,Publicado en revista especializada,Optimal Deep Learning Model for Classification of Lung Cancer on CT Images,Países Bajos,Future Generation Computer Systems,0167-739X,2019,92,N/A,374 - 382,10.1016/j.future.2018.10.009,GUSTAVO ADOLFO RAMIREZ GONZALEZ
00000000008160,True,Publicado en revista especializada,A Novel Algorithm for Breast Lesion Detection Using Textons and Local Configuration Pattern Features With Ultrasound Imagery,Estados Unidos,IEEE Access,2169-3536,2019,7,N/A,22829 - 22842,10.1109/ACCESS.2019.2898121,"ANGELA ROCIO CHANTRE ASTAIZA, GUSTAVO ADOLFO RAMIREZ GONZALEZ"
00000000008160,False,Publicado en revista especializada,Characterization of information systems for primary health care,Colombia,Revista Ingenierías Universidad de Medellín,2248-4094,2019,18,34,141 - 164,10.22395/rium.v18n34a9,"HELDER YESID CASTRILLON COBO, ALVARO RENDON GALLON, NORMAN GIOVANNI APRAEZ IPPOLITO"
00000000008160,True,Publicado en revista especializada,Sistema de Recuperación de Información para Apoyar la Revitalización del Nasa Yuwe,Portugal,RISTI - Revista Iberica de Sistemas e Tecnologias de Informacao,1646-9895,2019,17,N/A,407 - 422,,"JUAN CARLOS CORRALES MUNOZ, CARLOS ALBERTO COBOS LOZADA, LUZ MARINA SIERRA MARTINEZ"
00000000008160,True,Publicado en revista especializada,Data-Centric UML Profile for Wireless Sensors: Application to Smart Farming,Estados Unidos,International Journal of Agricultural and Environmental Information Systems,1947-3192,2019,10,2,21 - 48,10.4018/IJAEIS.2019040102,"JULIAN EDUARDO PLAZAS PEMBERTHY, JUAN CARLOS CORRALES MUNOZ"
00000000008160,True,Publicado en revista especializada,Network Vulnerability Analysis on Brain Signal/Image Databases Using Nmap and Wireshark Tools,,IEEE Access,2169-3536,2018,6,1,57144 - 57151,10.1109/ACCESS.2018.2872775,"GUSTAVO ADOLFO RAMIREZ GONZALEZ, MARIO FERNANDO SOLARTE SARASTY"
00000000008160,True,Publicado en revista especializada,A Medical Records Managing and Securing Blockchain Based System Supported by a Genetic Algorithm and Discrete Wavelet Transform,Estados Unidos,Cognitive Systems Research,1389-0417,2018,52,N/A,1 - 11,10.1016/j.cogsys.2018.05.004,GUSTAVO ADOLFO RAMIREZ GONZALEZ
00000000008160,True,Publicado en revista especializada,Wearable technology and health: A bibliometric analysis using SciMAT,Inglaterra,F1000Research,2046-1402,2018,7,1893,1 - 8,10.12688/f1000research.15622.1,"MARLON FELIPE BURBANO FERNANDEZ, GUSTAVO ADOLFO RAMIREZ GONZALEZ"
00000000008160,True,Publicado en revista especializada,Automatic Detection of Epileptic Spike in EEGs of Children Using Matched Filter,Alemania,Lecture Notes in Computer Science,0302-9743,2018,11309,N/A,392 - 402,10.1007/978-3-030-05587-5_37,DIEGO MAURICIO LOPEZ GUTIERREZ
00000000008160,True,Publicado en revista especializada,Using Deep Convolutional Neural Network for Emotion Detection on a Physiological Signals Dataset (AMIGOS),Estados Unidos,IEEE Access,2169-3536,2018,7,N/A,57 - 67,10.1109/ACCESS.2018.2883213,"GUSTAVO ADOLFO RAMIREZ GONZALEZ, LUZ HERMENCIA SANTAMARIA GRANADOS, JUAN FRANCISCO MENDOZA MORENO"
00000000008160,True,Publicado en revista especializada,An IoT-Based Traceability System for Greenhouse Seedling Crops,Estados Unidos,IEEE Access,2169-3536,2018,6,N/A,67528 - 67535,10.1109/ACCESS.2018.2877293,"JUAN CARLOS CORRALES MUNOZ, GUSTAVO ADOLFO RAMIREZ GONZALEZ, CARLOS ANDRES GONZALEZ AMARILLO"
00000000008160,True,Publicado en revista especializada,"NeuroEHR: open source telehealth system for the management of clinical data, EEG and remote diagnosis of epilepsy",Alemania,Communications in Computer and Information Science,1865-0929,2018,915,N/A,418 - 430,10.1007/978-3-030-00350-0_35,"RICARDO SALAZAR CABRERA, DIEGO MAURICIO LOPEZ GUTIERREZ"
00000000008160,True,Publicado en revista especializada,"Design of Urban Mobility Services for an Intermediate City in a Developing Country, Based on an Intelligent Transportation System Architecture",Colombia,Communications in Computer and Information Science,1865-0929,2018,916,,183 - 195,,RICARDO SALAZAR CABRERA
00000000008160,True,Publicado en revista especializada,"A Traceability System To Crop Of Seedlings In Greenhouse, Based IoT",Estados Unidos,IEEE Access,2169-3536,2018,6,N/A,67528 - 67535,10.1109/ACCESS.2018.2877293,"GUSTAVO ADOLFO RAMIREZ GONZALEZ, JUAN CARLOS CORRALES MUNOZ, MIGUEL ANGEL MENDOZA MORENO, CARLOS ANDRES GONZALEZ AMARILLO"
00000000008160,True,Publicado en revista especializada,Spectral Fault Recovery Analysis Revisited with Normal and Abnormal Heart Sound Signals,Estados Unidos,IEEE Access,2169-3536,2018,6,N/A,62874 - 62879,10.1109/ACCESS.2018.2876119,"MARIO FERNANDO SOLARTE SARASTY, GUSTAVO ADOLFO RAMIREZ GONZALEZ"
00000000008160,True,Publicado en revista especializada,Clinical Decision Support System for Alcoholism Detection Using the analysis of EEG Signals,Estados Unidos,IEEE Access,2169-3536,2018,6,N/A,61457 - 61461,10.1109/ACCESS.2018.2876135,"MARIO FERNANDO SOLARTE SARASTY, GUSTAVO ADOLFO RAMIREZ GONZALEZ"
00000000008160,True,Publicado en revista especializada,Network Vulnerability Analysis on Brain Signal/Image Databases using Nmap and Wireshark Tools,Estados Unidos,IEEE Access,2169-3536,2018,6,N/A,57144 - 57151,10.1109/ACCESS.2018.2872775,"MARIO FERNANDO SOLARTE SARASTY, GUSTAVO ADOLFO RAMIREZ GONZALEZ, IVAN EDUARDO HERNANDEZ DELGADO"
00000000008160,True,Publicado en revista especializada,Clinical Decision Support System for Alcoholism Detection Using the analysis of EEG Signals,,IEEE Access,2169-3536,2018,6,NA,61457 - 61461,10.1109/ACCESS.2018.2876135,"GUSTAVO ADOLFO RAMIREZ GONZALEZ, MARIO FERNANDO SOLARTE SARASTY"
00000000008160,True,Publicado en revista especializada,Spectral Fault Recovery Analysis Revisited With Normal and Abnormal Heart Sound Signals,,IEEE Access,2169-3536,2018,6,NA,62874 - 62879,10.1109/ACCESS.2018.2876119,"GUSTAVO ADOLFO RAMIREZ GONZALEZ, MARIO FERNANDO SOLARTE SARASTY"
00000000008160,True,Publicado en revista especializada,Estimating Avocado Sales Using Machine Learning Algorithms and Weather Data,Suiza,Sustainability,2071-1050,2018,10,10,1 - 12,10.3390/su10103498,"JUAN CARLOS CORRALES MUNOZ, EMMANUEL GERARDO LASSO SAMBONY, JUAN DAVID RINCON PATINO"
00000000008160,True,Publicado en revista especializada,"Exploring DNS, HTTP, and ICMP Response Time Computations on Brain Signal/Image Databases using a Packet Sniffer Tool",Estados Unidos,IEEE Access,2169-3536,2018,6,N/A,59672 - 59678,10.1109/ACCESS.2018.2870557,"JORGE GOMEZ GOMEZ, GUSTAVO ADOLFO RAMIREZ GONZALEZ, CRISTHIAN NICOLAS FIGUEROA MARTINEZ"
00000000008160,True,Publicado en revista especializada,QoS-Classifier for VPN and Non-VPN traffic based on time-related features,Países Bajos,Computer Networks,1389-1286,2018,144,N/A,271 - 279,10.1016/j.comnet.2018.08.008,"ALVARO RENDON GALLON, JUAN CARLOS CORRALES MUNOZ, JULIAN ANDRES CAICEDO MUNOZ"
00000000008160,True,Publicado en revista especializada,Exploring machine learning: A bibliometric general approach using Citespace,Inglaterra,F1000Research,2046-1402,2018,7,1240,1 - 16,10.12688/f1000research.15619.1,"JUAN CARLOS CORRALES MUNOZ, GUSTAVO ADOLFO RAMIREZ GONZALEZ, JUAN DAVID RINCON PATINO"
00000000008160,True,Publicado en revista especializada,Exploring machine learning: A bibliometric general approach using SciMAT,Inglaterra,F1000Research,2046-1402,2018,7,1210,1 - 16,10.12688/f1000research.15620.1,"JUAN CARLOS CORRALES MUNOZ, GUSTAVO ADOLFO RAMIREZ GONZALEZ, JUAN DAVID RINCON PATINO"
00000000008160,True,Publicado en revista especializada,Convolutional neural network for bio-medical image segmentation with hardware acceleration,Estados Unidos,Cognitive Systems Research,1389-0417,2018,50,N/A,10 - 14,10.1016/j.cogsys.2018.03.005,GUSTAVO ADOLFO RAMIREZ GONZALEZ
00000000008160,True,Publicado en revista especializada,From Theory to Practice: A Data Quality Framework for Classification Tasks,Suiza,Symmetry,2073-8994,2018,10,248,1 - 29,10.3390/sym10070248,"JUAN CARLOS CORRALES MUNOZ, DAVID CAMILO CORRALES MUNOZ"
00000000008160,True,Publicado en revista especializada,On the feasibility of using Hierarchical Task Networks and Network Functions Virtualization for managing Software-Defined Networks,Estados Unidos,IEEE Access,2169-3536,2018,6,N/A,38026 - 38040,10.1109/ACCESS.2018.2852649,"WILLIAM FERNANDO VILLOTA JACOME, MARIO GIRONZA, JOSE ARMANDO ORDONEZ CORDOBA, OSCAR MAURICIO CAICEDO RENDON"
00000000008160,True,Publicado en revista especializada,Building a Nasa Yuwe Language Corpus and Tagging with a Metaheuristic Approach,México,Computacion y Sistemas,1405-5546,2018,22,3,881 - 894,10.13053/CyS-22-3-3018,"JUAN CARLOS CORRALES MUNOZ, CARLOS ALBERTO COBOS LOZADA, LUZ MARINA SIERRA MARTINEZ"
00000000008160,True,Publicado en revista especializada,Human Activity Recognition Supported on Indoor Localization: A Systematic Review,No Aplica,Studies in Health Technology and Informatics,0926-9630,2018,249,N/A,93 - 101,10.3233/978-1-61499-868-6-93,DIEGO MAURICIO LOPEZ GUTIERREZ
00000000008160,True,Publicado en revista especializada,"A Comprehensive Survey on Machine Learning for Networking: Evolution, Applications and Research Opportunities",Inglaterra,Journal of Internet Services and Applications,1869-0238,2018,9,1,1 - 99,10.1186/s13174-018-0087-2,"RAOUF BOUTABA, MOHAMMAD ALI SALAHUDDIN, NOURA LIMAM, SARA AYOUBI, NASHID SHAHRIAR, FELIPE ESTRADA, OSCAR MAURICIO CAICEDO RENDON"
00000000008160,True,Publicado en revista especializada,An Automated Remote Cloud-Based Heart Rate Variability Monitoring System,Estados Unidos,IEEE Access,2169-3536,2018,6,N/A,77055 - 77064,10.1109/ACCESS.2018.2831209,"MARLON FELIPE BURBANO FERNANDEZ, GUSTAVO ADOLFO RAMIREZ GONZALEZ"
00000000008160,True,Publicado en revista especializada,How to Address the Data Quality Issues in Regression Models: A Guided Process for Data Cleaning,Suiza,Symmetry,2073-8994,2018,10,99,1 - 20,10.3390/sym10040099,"DAVID CAMILO CORRALES MUNOZ, JUAN CARLOS CORRALES MUNOZ"
00000000008160,True,Publicado en revista especializada,Feature selection for classification tasks: Expert knowledge or traditional methods?,Países Bajos,Journal Of Intelligent '&amp;' Fuzzy Systems,1064-1246,2018,34,N/A,2825 - 2835,10.3233/JIFS-169470,"EMMANUEL GERARDO LASSO SAMBONY, JUAN CARLOS CORRALES MUNOZ, DAVID CAMILO CORRALES MUNOZ"
00000000008160,True,Publicado en revista especializada,Estimation of coffee rust infection and growth through two-level classifier ensembles based on expert knowledge,Inglaterra,International Journal of Business Intelligence and Data Mining,1743-8187,2018,13,4,369 - 387,10.1504/IJBIDM.2018.094984,"JUAN CARLOS CORRALES MUNOZ, APOLINAR FIGUEROA, EMMANUEL GERARDO LASSO SAMBONY, DAVID CAMILO CORRALES MUNOZ"
00000000008160,True,Publicado en revista especializada,A Process for Increasing the Samples of Coffee Rust Through Machine Learning Methods,Estados Unidos,International Journal of Agricultural and Environmental Information Systems,1947-3192,2018,9,2,32 - 52,10.4018/IJAEIS.2018040103,"JUAN CARLOS CORRALES MUNOZ, JHONN PABLO RODRIGUEZ MUNOZ, DAVID CAMILO CORRALES MUNOZ"
00000000008160,True,Publicado en revista especializada,Secure Medical Data Transmission Model for IoT-Based Healthcare Systems,Estados Unidos,IEEE Access,2169-3536,2018,6,N/A,20596 - 20608,10.1109/ACCESS.2018.2817615,GUSTAVO ADOLFO RAMIREZ GONZALEZ
00000000008160,True,Publicado en revista especializada,Estrategias basadas en tecnologías de la información y la comunicación para la reducción de factores de riesgo cardiovascular en personas laboralmente activas,Colombia,Revista Colombiana de Cardiologia,0120-5633,2018,25,1,92 - 100,10.1016/j.rccar.2017.08.018,DIEGO MAURICIO LOPEZ GUTIERREZ
00000000008160,True,Publicado en revista especializada,Focal and non-Focal Epilepsy Localisation: A Review,Estados Unidos,IEEE Access,2169-3536,2018,6,N/A,49306 - 49324,10.1109/ACCESS.2018.2867078,"GUSTAVO ADOLFO RAMIREZ GONZALEZ, JUAN FRANCISCO MENDOZA MORENO, LUZ HERMENCIA SANTAMARIA GRANADOS"
00000000008160,True,Publicado en revista especializada,A new environmental monitoring system for silkworm incubators,Reino Unido,F1000Research,2046-1402,2018,7,248,1 - 7,10.12688/f1000research.13633.1,"ALEJANDRA DUQUE TORRES, CARLOS DAVID RODRIGUEZ PABON, JUAN PABLO RUIZ ROSERO, GISELLE ZAMBRANO GONZALEZ, OSCAR MAURICIO CAICEDO RENDON, MARTHA ISABEL ALMANZA PINZON, GUSTAVO ADOLFO RAMIREZ GONZALEZ"
00000000008160,True,Publicado en revista especializada,A new environmental monitoring system for silkworm incubators,Inglaterra,F1000Research,2046-1402,2018,7,248,1 - 10,10.12688/f1000research.13633.1,"ALEJANDRA DUQUE TORRES, CARLOS DAVID RODRIGUEZ PABON, JUAN PABLO RUIZ ROSERO, GISELLE ZAMBRANO GONZALEZ, MARTHA ISABEL ALMANZA PINZON, OSCAR MAURICIO CAICEDO RENDON, GUSTAVO ADOLFO RAMIREZ"
