idgruplac,verificado,tipo,nombre,lugar,revista,issn,fecha,volumen,fasciculo,paginas,doi,autores
00000000008160,True,Publicado en revista especializada,Machine Learning for Cognitive Network Management,Estados Unidos,IEEE Communications Magazine,0163-6804,2018,56,1,158 - 165,10.1109/MCOM.2018.1700560,"SARA AYOUBI, NOURA LIMAM, MOHAMMAD ALI SALAHUDDIN, NASHID SHAHRIAR, RAOUF BOUTABA, FELIPE ESTRADA, OSCAR MAURICIO CAICEDO RENDON"
00000000008160,True,Publicado en revista especializada,Human-centered design of a personal health record system for metabolic syndrome management based on the ISO 9241-210: 2010 standard,Nueva Zelanda,Journal of Multidisciplinary Healthcare,1178-2390,2018,11,N/A,21 - 37,10.2147/JMDH.S150976,DIEGO MAURICIO LOPEZ GUTIERREZ
00000000008160,True,Publicado en revista especializada,Test Bed of Semantic Interaction of Smart Objects in the Web of Things,Suiza,Future Internet,1999-5903,2018,10,5,1 - 20,10.3390/fi10050042,"GUSTAVO ADOLFO RAMIREZ GONZALEZ, MIGUEL ANGEL NINO ZAMBRANO, SANTIAGO GUERRERO NARVAEZ"
00000000008160,True,Publicado en revista especializada,Allied: A Framework for Executing Linked Data- Based Recommendation Algorithms,Estados Unidos,International Journal on Semantic Web and Information Systems,1552-6283,2017,13,4,134 - 154,10.4018/IJSWIS.2017100107,"CRISTHIAN FIGUEROA, JUAN CARLOS CORRALES MUNOZ"
00000000008160,True,Publicado en revista especializada,Internet of Things: A Scientometric Review,Suiza,Symmetry,2073-8994,2017,9,12,1 - 32,10.3390/sym9120301,"JUAN PABLO RUIZ ROSERO, GUSTAVO ADOLFO RAMIREZ GONZALEZ"
00000000008160,True,Publicado en revista especializada,Hash Based Encryption for Keyframes of Diagnostic Hysteroscopy,Estados Unidos,IEEE Access,2169-3536,2017,6,N/A,60160 - 60170,10.1109/ACCESS.2017.2762405,GUSTAVO ADOLFO RAMIREZ GONZALEZ
00000000008160,True,Publicado en revista especializada,A mobile system for sedentary behaviors classification based on accelerometer and location data,No Aplica,Computers in Industry,0166-3615,2017,9293,N/A,25 - 31,10.1016/j.compind.2017.06.005,"DIEGO MAURICIO LOPEZ GUTIERREZ, GUSTAVO ADOLFO RAMIREZ"
00000000008160,True,Publicado en revista especializada,Memetic Algorithm Based on Global-Best Harmony Search and Hill Climbing for Part of Speech Tagging,Alemania,Lecture Notes in Computer Science,0302-9743,2017,10682,N/A,198 - 211,10.1007/978-3-319-71928-3_20,"JUAN CARLOS CORRALES MUNOZ, CARLOS ALBERTO COBOS LOZADA, LUZ MARINA SIERRA MARTINEZ"
00000000008160,True,Publicado en revista especializada,The evolution of knowledge in sericultural research as observed through a science mapping approach,Reino Unido,F1000Research,2046-1402,2017,6,2075,1 - 19,10.12688/f1000research.12649.1,"GISELLE ZAMBRANO GONZALEZ, GUSTAVO ADOLFO RAMIREZ GONZALEZ, MARTHA ISABEL ALMANZA PINZON"
00000000008160,True,Publicado en revista especializada,Bases for the construction of a QoS model for a video-calls service in a virtualized IMS network,Colombia,Sistemas &amp; Telemática,1692-5238,2017,15,42,31 - 46,10.18046/syt.v15i42.2538,EDUARDO ROJAS PINEDA
00000000008160,True,Publicado en revista especializada,NFC Evaluation in the Development of Mobile Applications for MICE in Tourism,Suiza,Sustainability,2071-1050,2017,9,11,1 - 20,10.3390/su9111937,"DAVID ALEJANDRO SILVA PEDROZA, RICARDO MARIN CALERO, GUSTAVO ADOLFO RAMIREZ GONZALEZ"
00000000008160,True,Publicado en revista especializada,Water quality detection based on a data mining process on the California estuary,Inglaterra,International Journal of Business Intelligence and Data Mining,1743-8187,2017,12,4,406 - 424,10.1504/IJBIDM.2017.086987,"JUAN CARLOS CORRALES MUNOZ, EMMANUEL GERARDO LASSO SAMBONY, DAVID CAMILO CORRALES MUNOZ"
00000000008160,True,Publicado en revista especializada,"Weaving the Wireless Web: Toward a Low-Power, Dense Wireless Sensor Network for the Industrial IoT",Estados Unidos,IEEE Microwave Magazine,1527-3342,2017,18,7,40 - 63,10.1109/MMM.2017.2740738,"JUAN PABLO RUIZ ROSERO, GUSTAVO ADOLFO RAMIREZ GONZALEZ"
00000000008160,True,Publicado en revista especializada,User Experience Evaluations in Rehabilitation Video Games for Children: A Systematic Mapping of the Literature,No Aplica,Studies in Health Technology and Informatics,0926-9630,2017,243,N/A,13 - 17,10.3233/978-1-61499-808-2-13,DIEGO MAURICIO LOPEZ GUTIERREZ
00000000008160,True,Publicado en revista especializada,Factors affecting the adoption of information and communication technologies in teaching,Estados Unidos,Education and Information Technologies,1360-2357,2017,22,5,2175 - 2196,10.1007/s1063,"ALVARO SALINAS, MIGUEL NUSSBAUM VOEHL, ORIEL HERRERA, MARIO FERNANDO SOLARTE SARASTY, ROBERTO ALDUNATE"
00000000008160,True,Publicado en revista especializada,A benchmarking of the efficiency of supervised ML algorithms in the NFV traffic classification,Colombia,Sistemas &amp; Telemática,1692-5238,2017,15,42,47 - 67,A benchmarking of the efficiency of supervised ML algorithms in the NFV traffic classification,"JULIANA ALEJANDRA VERGARA REYES, CAMILA MARTINEZ, OSCAR MAURICIO CAICEDO RENDON"
00000000008160,True,Publicado en revista especializada,A Tool for Classification of Cacao Production in Colombia Based on Multiple Classifier Systems,Alemania,Lecture Notes in Computer Science,0302-9743,2017,10405,N/A,60 - 69,10.1007/978-3-319-62395-5_5,"IVAN DARIO LOPEZ GOMEZ, JUAN CARLOS CORRALES MUNOZ, JULIAN EDUARDO PLAZAS PEMBERTHY"
00000000008160,True,Publicado en revista especializada,ADAPTIVE PREDICTION OF WATER QUALITY USING COMPUTATIONAL INTELLIGENCE TECHNIQUES,Alemania,Lecture Notes in Computer Science,0302-9743,2017,10405,N/A,45 - 59,10.1007/978-3-319-62395-5_4,"JUAN CARLOS CORRALES MUNOZ, APOLINAR FIGUEROA, IVAN DARIO LOPEZ GOMEZ"
00000000008160,True,Publicado en revista especializada,Decision Support System for Coffee Rust Control Based on Expert Knowledge and Value-Added Services,Alemania,Lecture Notes in Computer Science,0302-9743,2017,10405,N/A,70 - 83,10.1007/978-3-319-62395-5_6,"EMMANUEL GERARDO LASSO SAMBONY, JUAN CARLOS CORRALES MUNOZ"
00000000008160,True,Publicado en revista especializada,Lack of Data: Is It Enough Estimating the Coffee Rust with Meteorological TimeSeries?,Alemania,Lecture Notes in Computer Science,0302-9743,2017,10405,N/A,3 - 16,10.1007/978-3-319-62395-5_1,"JUAN CARLOS CORRALES MUNOZ, DAVID CAMILO CORRALES MUNOZ, JHONN PABLO RODRIGUEZ MUNOZ"
00000000008160,True,Publicado en revista especializada,Research Capacities of Universities: Estimation of parameters and modeling of the dynamics of the research systems,Colombia,Biotecnología En El Sector Agropecuario Y Agroindustrial,1692-3561,2017,15,2,121 - 133,10.18684/BSAA(15)121-133,"EDUARDO ROJAS PINEDA, CAROLINA DELGADO HURTADO, CARLOS FELIPE RENGIFO RODAS, OSCAR RUBIANO OVALLE"
00000000008160,True,Publicado en revista especializada,Propuesta de integración del modelo para construcción de soluciones y el modelo de negocio Canvas para el desarrollo de sistemas telemáticos,Perú,Revista Ingenierías Universidad De Medellín,1692-3324,2017,16,31,173 - 197,10.22395/rium.v16n31a9,"DIEGO FERNANDO BURBANO SANTACRUZ, EDUARDO ROJAS PINEDA"
00000000008160,True,Publicado en revista especializada,HapHop-Physio: a computer game to support cognitive therapies in children,Nueva Zelanda,Psychology Research and Behavior Management,1179-1578,2017,10,N/A,209 - 217,10.2147/PRBM.S130998,DIEGO MAURICIO LOPEZ GUTIERREZ
00000000008160,True,Publicado en revista especializada,Architecture and User-Context Models of CoCare: A Context-Aware Mobile Recommender System for Health Promotion,No Aplica,Studies in Health Technology and Informatics,0926-9630,2017,237,N/A,140 - 147,10.3233/978-1-61499-761-0-140,DIEGO MAURICIO LOPEZ GUTIERREZ
00000000008160,True,Publicado en revista especializada,A Two-Layer Method for Sedentary Behaviors Classification Using Smartphone and Bluetooth Beacons,No Aplica,Studies in Health Technology and Informatics,0926-9630,2017,237,N/A,115 - 122,10.3233/978-1-61499-761-0-115,DIEGO MAURICIO LOPEZ GUTIERREZ
00000000008160,True,Publicado en revista especializada,Open Dataset for the Automatic Recognition of Sedentary Behaviors,No Aplica,Studies in Health Technology and Informatics,0926-9630,2017,237,N/A,107 - 114,10.3233/978-1-61499-761-0-107,DIEGO MAURICIO LOPEZ GUTIERREZ
00000000008160,True,Publicado en revista especializada,Requirements and Solutions for Personalized Health Systems,No Aplica,Studies in Health Technology and Informatics,0926-9630,2017,237,N/A,3 - 21,10.3233/978-1-61499-761-0-3,DIEGO MAURICIO LOPEZ GUTIERREZ
00000000008160,True,Publicado en revista especializada,Architecture and User-Context Models of CoCare: A Context-Aware Mobile Recommender System for Health Promotion,No Aplica,Studies in Health Technology and Informatics,0926-9630,2017,237,N/A,115 - 122,10.3233/978-1-61499-761-0-140,DIEGO MAURICIO LOPEZ GUTIERREZ
00000000008160,True,Publicado en revista especializada,Expert system for coffee rust detection based on supervised learning and graph pattern matching,Suiza,"International Journal of Metadata, Semantics and Ontologies",1744-2621,2017,12,1,19 - 27,10.1504/IJMSO.2017.10008638,"EMMANUEL GERARDO LASSO SAMBONY, JUAN CARLOS CORRALES MUNOZ"
00000000008160,True,Publicado en revista especializada,A mobile system for sedentary behaviors classification based on accelerometer and location data,Estados Unidos,Computers in Industry,0166-3615,2017,92,N/A,25 - 31,10.1016/j.compind.2017.06.005,"JESUS DAVID CERON BRAVO, DIEGO MAURICIO LOPEZ GUTIERREZ, GUSTAVO ADOLFO RAMIREZ GONZALEZ"
00000000008160,True,Publicado en revista especializada,Improving Rural Early Warning Systems through the Integration of OpenBTS and jain slee,Colombia,Revista Ingenierías Universidad De Medellín,1692-3324,2017,16,30,195 - 207,10.22395/rium.v16n30a10,"JUAN CARLOS CORRALES MUNOZ, JULIAN EDUARDO PLAZAS PEMBERTHY"
00000000008160,True,Publicado en revista especializada,Follow-Up of Learning Activities in Open edX: A Case Study at the University of Cauca,,Lecture Notes in Computer Science,0302-9743,2017,10254,N/A,217 - 222,,"DANIEL ALBERTO JARAMILLO MORILLO, MARIO FERNANDO SOLARTE SARASTY, GUSTAVO ADOLFO RAMIREZ GONZALEZ"
00000000008160,True,Publicado en revista especializada,Follow-Up of Learning Activities in Open edX: A Case Study at the University of Cauca,Alemania,Lecture Notes in Computer Science,0302-9743,2017,10254,N/A,217 - 222,10.1007/978-3-319-59044-8_26,"DANIEL ALBERTO JARAMILLO MORILLO, MARIO FERNANDO SOLARTE SARASTY, GUSTAVO ADOLFO RAMIREZ GONZALEZ"
00000000008160,True,Publicado en revista especializada,A framework for SDN integrated management based on a CIM model and a vertical management plane,Países Bajos,Computer Communications,0140-3664,2017,102,N/A,150 - 164,10.1016/j.comcom.2016.08.006,"FELIPE ESTRADA, OSCAR MAURICIO CAICEDO RENDON, JOSE ARMANDO ORDONEZ CORDOBA, LISANDRO ZAMBENEDETTI GRANVILLE"
00000000008160,True,Publicado en revista especializada,Grouping of business processes models based on an incremental clustering algorithm using fuzzy similarity and multimodal search,Reino Unido,Expert Systems with Applications,0957-4174,2017,67,N/A,163 - 177,10.1016/j.eswa.2016.08.061,"JUAN CARLOS CORRALES MUNOZ, JOSE ARMANDO ORDONEZ CORDOBA, CARLOS ALBERTO COBOS LOZADA"
00000000008160,True,Publicado en revista especializada,A Semi-Supervised Hybrid Approach for Multitemporal Multi-Region Multisensor Landsat Data Classification,Estados Unidos,IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,1939-1404,2016,9,12,5424 - 5435,10.1109/JSTARS.2016.2623567,JUAN CARLOS CORRALES MUNOZ
00000000008160,True,Publicado en revista especializada,Aproximación a un modelo contextual para calidad de datos en agricultura de precisión,Colombia,Revista Ingenierías Universidad De Medellín,1692-3324,2016,15,29,99 - 112,10.22395/rium.v15n29a6,"JUAN CARLOS CORRALES MUNOZ, GUSTAVO ADOLFO RAMIREZ GONZALEZ"
00000000008160,True,Publicado en revista especializada,Adaptación de una metaheurística evolutiva para generar árboles enrutadores en una red de sensores inalámbricos del contexto de la agricultura de precisión,Colombia,Revista Ingenierías Universidad De Medellín,1692-3324,2016,15,29,63 - 79,10.22395/rium.v15n29a4,JUAN CARLOS CORRALES MUNOZ
00000000008160,True,Publicado en revista especializada,Estado del arte de los métodos de evaluación de QoE y entornos de emulación para el servicio de video en redes LTE,Colombia,Entre Ciencia E Ingenieria,1909-8367,2016,10,20,66 - 75,10.31908/19098367.3026,"JOSE LUIS ARCINIEGAS HERRERA, HECTOR FABIO BERMUDEZ OROZCO"
00000000008160,True,Publicado en revista especializada,Improving business process retrieval using categorization and multimodal search,Países Bajos,Knowledge-Based Systems,0950-7051,2016,110,N/A,49 - 59,10.1016/j.knosys.2016.07.014,JUAN CARLOS CORRALES MUNOZ
00000000008160,True,Publicado en revista especializada,Análisis de Esquemas de Metadatos para la Marcación de Contenidos Educativos,Chile,Formacion Universitaria,0718-5006,2016,9,5,85 - 96,10.4067/S0718-50062016000500009,"JOSE LUIS ARCINIEGAS HERRERA, ANGELA MARIA VARGAS"
00000000008160,True,Publicado en revista especializada,Recuperación de Arquitecturas de Software: Un Mapeo Sistemático de la Literatura,Chile,Informacion Tecnologica,0718-0764,2016,27,5,201 - 220,10.4067/S0718 - 076420160005000 2 2,"JOSE LUIS ARCINIEGAS HERRERA, JULIO RODRIGUEZ RIBON, MARTIN MONROY RIOS"
00000000008160,True,Publicado en revista especializada,R.B. Repository: Reference Bibliographies Repository for Drupal 7,Colombia,Sistemas &amp; Telemática,1692-5238,2016,14,38,49 - 64,10.18046/syt.v14i38.2288,EDUARDO ROJAS PINEDA
00000000008160,True,Publicado en revista especializada,The hackathon model to spur innovation around global mHealth,Reino Unido,Journal of Medical Engineering and Technology,0309-1902,2016,40,7-8,392 - 399,10.1080/03091902.2016.1213903,"PANTELIS ANGELIDIS, LEO CELI, DIEGO MAURICIO LOPEZ GUTIERREZ"
00000000008160,True,Publicado en revista especializada,Towards a Personal Health Record System for the Assesment and Monitoring of Sedentary Behavior in Indoor Locations,No Aplica,Studies in Health Technology and Informatics,0926-9630,2016,228,N/A,804 - 806,10.3233/978-1-61499-678-1-804,DIEGO MAURICIO LOPEZ GUTIERREZ
00000000008160,True,Publicado en revista especializada,Tokenizer Adapted for Nasa Yuwe Language,México,Computacion y Sistemas,1405-5546,2016,20,3,355 - 364,10.13053/CyS-20-3-2455,JUAN CARLOS CORRALES MUNOZ
00000000008160,True,Publicado en revista especializada,Modelo Ontológico para Contextos de uso de Herramientas de Ingeniería Inversa,Chile,Informacion Tecnologica,0718-0764,2016,27,4,165 - 174,10.4067/S0718 - 076420160004000 18,"JOSE LUIS ARCINIEGAS HERRERA, MARTIN MONROY RIOS, JULIO RODRIGUEZ RIBON"
00000000008160,True,Publicado en revista especializada,A Mobile ECG System for the Evaluation of Cardiovascular Risk,No Aplica,Studies in Health Technology and Informatics,0926-9630,2016,228,N/A,210 - 214,10.3233/978-1-61499-678-1-210,DIEGO MAURICIO LOPEZ GUTIERREZ
00000000008160,True,Publicado en revista especializada,Human-Centered Development of an Online Social Network for Metabolic Syndrome Management,Países Bajos,Studies in Health Technology and Informatics,0926-9630,2016,228,N/A,100 - 104,10.3233/978-1-61499-678-1-100,DIEGO MAURICIO LOPEZ GUTIERREZ
00000000008160,True,Publicado en revista especializada,Towards a Selection Mechanism of Relevant Features for Automatic Epileptic Seizures Detection,No Aplica,Studies in Health Technology and Informatics,0926-9630,2016,228,N/A,722 - 726,10.3233/978-1-61499-678-1-722,DIEGO MAURICIO LOPEZ GUTIERREZ
00000000008160,True,Publicado en revista especializada,Human-Centered Design of an mHealth App for the Prevention of Burnout Syndrome,No Aplica,Studies in Health Technology and Informatics,0926-9630,2016,228,N/A,215 - 219,10.3233/978-1-61499-678-1-215,DIEGO MAURICIO LOPEZ GUTIERREZ
00000000008160,True,Publicado en revista especializada,Validation of Coffee Rust Warnings Based on Complex Event Processing,Suiza,Lecture Notes in Computer Science,0302-9743,2016,9789,N/A,684 - 699,10.1007/978-3-319-42089-9_48,JUAN CARLOS CORRALES MUNOZ
00000000008160,True,Publicado en revista especializada,Two-Level Classifier Ensembles for Coffee Rust Estimation in Colombian Crops,Estados Unidos,International Journal of Agricultural and Environmental Information Systems,1947-3192,2016,7,3,41 - 59,10.4018/IJAEIS.2016070103,"JUAN CARLOS CORRALES MUNOZ, DAVID CAMILO CORRALES MUNOZ"
00000000008160,True,Publicado en revista especializada,Data Processing for a Water Quality Detection System on Colombian Rio Piedras Basin,Suiza,Lecture Notes in Computer Science,0302-9743,2016,9789,N/A,665 - 683,10.1007/978-3-319-42089-9_47,"JUAN CARLOS CORRALES MUNOZ, DAVID CAMILO CORRALES MUNOZ, EMMANUEL GERARDO LASSO SAMBONY"
00000000008160,True,Publicado en revista especializada,Aproximación a un modelo contextual para calidad de datos en agricultura de precisión,Colombia,Revista Ingenierías Universidad De Medellín,1692-3324,2016,15,29,99 - 112,10.22395/rium.v15n29a6,"FULVIO YESID VIVAS CANTERO, JUAN CARLOS CORRALES MUNOZ, GUSTAVO ADOLFO RAMIREZ GONZALEZ"
00000000008160,True,Publicado en revista especializada,The TUCAN3G project: wireless technologies for isolated rural communities in developing countries based on 3G small cell deployments,Estados Unidos,IEEE Communications Magazine,0163-6804,2016,54,7,36 - 43,10.1109/MCOM.2016.7509376,"ANDRES MARTINEZ FERNANDEZ, JOSEP VIDAL MANZANO, JAVIER SIMO, ADRIAN AGUSTIN, JUAN ANTONIO PACO FERNANDEZ, ALVARO RENDON GALLON"
00000000008160,True,Publicado en revista especializada,"Dataset de contenidos musicales de video, basado en emociones",Colombia,Ingenierías USBMed,2027-5846,2016,7,1,37 - 43,10.21500/20275846.2460,"JOSE LUIS ARCINIEGAS HERRERA, DIEGO DURAN DORADO, GABRIEL ELIAS CHANCHI GOLONDRINO"
00000000008160,True,Publicado en revista especializada,Architectural approach for automatic follow up of learning activities in massive open online courses,Colombia,Sistemas &amp; Telemática,1692-5238,2016,14,37,57 - 72,10.18046/syt.v14i37.2242,"DANIEL ALBERTO JARAMILLO MORILLO, MARIO FERNANDO SOLARTE SARASTY"
00000000008160,True,Publicado en revista especializada,A systematic review of data quality issues in knowledge discovery tasks,Colombia,Revista Ingenierías Universidad De Medellín,1692-3324,2016,15,28,125 - 150,10.22395/rium.v15n28a7,"JUAN CARLOS CORRALES MUNOZ, DAVID CAMILO CORRALES MUNOZ"
00000000008160,True,Publicado en revista especializada,Information quality in healthcare social media - an architectural approach,No Aplica,Health and Technology,2190-7188,2016,6,1,17 - 25,10.1007/s12553-016-0131-9,"DIEGO MAURICIO LOPEZ GUTIERREZ, BERND BLOBEL, CAROLINA GONZALEZ SERRANO"
00000000008160,True,Publicado en revista especializada,Recommending Ads from Trustworthy Relationships in Pervasive Environments,Inglaterra,Mobile Information Systems,1875-905X,2016,2016,N/A,1 - 18,10.1155/2016/8593173,"FRANCISCO ORLANDO MARTINEZ PABON, JUAN CAMILO OSPINA QUINTERO, VICTOR GARZON MARIN, GUSTAVO ADOLFO RAMIREZ GONZALEZ, MARIO MUNOZ ORGANERO"
00000000008160,True,Publicado en revista especializada,Patient privacy and security concerns on big data for personalized medicine,No Aplica,Health and Technology,2190-7188,2016,6,1,75 - 81,10.1007/s12553-016-0127-5,"DIEGO MAURICIO LOPEZ GUTIERREZ, BERND BLOBEL, CAROLINA GONZALEZ"
00000000008160,True,Publicado en revista especializada,Un mapeo sistemático sobre predicción de calidad del agua mediante técnicas de inteligencia computacional,Colombia,Revista Ingenierías Universidad De Medellín,1692-3324,2016,15,28,35 - 52,10.22395/rium.v15n28a2,"JUAN CARLOS CORRALES MUNOZ, IVAN DARIO LOPEZ GOMEZ"
00000000008160,True,Publicado en revista especializada,Rich dynamic mashments: An approach for network management based on mashups and situation management,Estados Unidos,Computer Networks,1389-1286,2016,94,N/A,285 - 306,10.1016/j.comnet.2015.10.024,"OSCAR MAURICIO CAICEDO RENDON, FELIPE ESTRADA, LISANDRO ZAMBENEDETTI GRANVILLE"
00000000008160,True,Publicado en revista especializada,Expert system for crop disease based on graph pattern matching: a proposal,Colombia,Revista Ingenierías Universidad De Medellín,1692-3324,2016,15,29,81 - 98,10.22395/rium.v15n29a5,"JUAN CARLOS CORRALES MUNOZ, EMMANUEL GERARDO LASSO SAMBONY"
00000000008160,True,Publicado en revista especializada,Construcción de servicios interactivos en entornos de Televisión Digital.,Colombia,Ingeniería,0121-750X,2016,21,1,63 - 82,10.14483/udistrital.jour.reving.2016.1.a05,"JOSE LUIS ARCINIEGAS HERRERA, GABRIEL ELIAS CHANCHI GOLONDRINO, WILMAR YESID CAMPO MUNOZ"
00000000008160,True,Publicado en revista especializada,NFC como alternativa para mejorar el desarrollo de videojuegos en dispositivos móviles,Colombia,Revista Ingenierías Universidad De Medellín,1692-3324,2016,15,28,151 - 172,10.22395/rium.v15n28a8,"JUAN DAVID RINCON PATINO, STIVEN ANTONIO MUNOZ QUINTERO, GUSTAVO ADOLFO RAMIREZ GONZALEZ"
00000000008160,True,Publicado en revista especializada,An information search model for online social Networks-MOBIRSE,Colombia,Ingenieria e Investigacion,0120-5609,2015,35,3,76 - 83,10.15446/ing.investig.v35n3.43991,"JHON ALBERTO ASTAIZA PERAFAN, IVAN DARIO CERON MORENO, MIGUEL ANGEL NINO ZAMBRANO, GUSTAVO ADOLFO RAMIREZ GONZALEZ"
00000000008160,True,Publicado en revista especializada,OpenUP/MMU-ISO 9241-210. Process for the Human Centered Development of Software Solutions,Brasil,IEEE Latin America Transactions,1548-0992,2015,13,11,3668 - 3675,10.1109/TLA.2015.7387947,"CHARIC FARINANGO, DIEGO MAURICIO LOPEZ GUTIERREZ, JUAN SEBASTIAN BENAVIDES"
00000000008160,False,Publicado en revista especializada,A Conceptual Framework for Data Quality in Knowledge Discovery Tasks (FDQ-KDT): A Proposal,Colombia,Journal of Computers,1796-203X,2015,10,6,396 - 405,10.17706/jcp.10.6.396-405,"JUAN CARLOS CORRALES MUNOZ, DAVID CAMILO CORRALES MUNOZ"
00000000008160,True,Publicado en revista especializada,Marco de referencia para la integración de recursos web como servicios de e-learning en .LRN,Colombia,Tecnura,0123-921X,2015,19,46,79 - 92,10.14483/udistrital.jour.tecnura.2015.4.a03,"FABINTON SOTELO GOMEZ, MARIO FERNANDO SOLARTE SARASTY"
00000000008160,True,Publicado en revista especializada,Automatic orchestration of converged services on JSLEE environment,Colombia,Tecnura,0123-921X,2015,19,46,15 - 25,10.14483/udistrital.jour.tecnura.2015.4.a01,JUAN CARLOS CORRALES MUNOZ
00000000008160,True,Publicado en revista especializada,Towards automated composition of convergent services: A survey,Estados Unidos,Computer Communications,0140-3664,2015,69,N/A,1 - 21,10.1016/j.comcom.2015.07.025,JUAN CARLOS CORRALES MUNOZ
00000000008160,True,Publicado en revista especializada,Collaborative Learning Orchestration Using Smart Displays and Personal Devices,Suiza,Lecture Notes in Computer Science,0302-9743,2015,9307,N/A,596 - 600,10.1007/978-3-319-24258-3_67,"KALPANI MANATHUNGA, DAVINIA HERNANDEZ-LEO, JAIME CAICEDO GUERRERO, JHON JAIRO IBARRA SAMBONI, FRANCISO ORLANDO MARTINEZ PABON, GUSTAVO ADOLFO RAMIREZ GONZALEZ"
00000000008160,True,Publicado en revista especializada,Towards automated composition of convergent services: A survey,Estados Unidos,Computer Communications,0140-3664,2015,69,N/A,1 - 21,10.1016/j.comcom.2015.07.025,"JOSE ARMANDO ORDONEZ CORDOBA, OSCAR MAURICIO CAICEDO RENDON, JUAN CARLOS CORRALES MUNOZ, LISANDRO ZAMBENEDETTI GRANVILLE"
00000000008160,True,Publicado en revista especializada,Automatic Monitoring of Converged Services on a Telco 2.0 Environment based on QoS Constraints,Colombia,Ingenieria y Universidad,0123-2126,2015,19,2,369 - 389,10.11144/Javeriana.iyu19-2.amoc,JUAN CARLOS CORRALES MUNOZ
00000000008160,True,Publicado en revista especializada,VISIGNET: a wireless body area network with cloud data storage for the telemonitoring of vital signs,No Aplica,Health and Technology,2190-7188,2015,5,2,115 - 126,10.1007/s12553-015-0108-0,"JOSE HIDALGO, ALEJANDRO CAJIAO, CLAUDIA MILENA HERNANDEZ BONILLA, DIEGO MAURICIO LOPEZ GUTIERREZ, VICTOR MANUEL QUINTERO FLOREZ"
00000000008160,True,Publicado en revista especializada,Mobile payments system employing NFC technology under the Android operating system,Colombia,Sistemas &amp; Telemática,1692-5238,2015,13,33,77 - 87,10.18046/syt.v13i33.2082,"JOSE LUIS CERON IMBACHI, DARIO LEONARDO NARVAEZ JACOME, GUSTAVO ADOLFO RAMIREZ GONZALEZ"
00000000008160,True,Publicado en revista especializada,"Gamification techniques in tourism, application test, Casa Mosquera Museum",Colombia,Sistemas &amp; Telemática,1692-5238,2015,13,33,63 - 76,10.18046/syt.v13i33.2081,"ANDRES FELIPE BORRERO DAVID, PABLO CESAR SANJUAN MUNOZ, GUSTAVO ADOLFO RAMIREZ GONZALEZ"
00000000008160,True,Publicado en revista especializada,Remote Sensing for Agricultural Crops Based on a Low Cost Quadcopter,Colombia,Sistemas &amp; Telemática,1692-5238,2015,13,34,49 - 63,10.18046/syt.v13i34.2092,JUAN CARLOS CORRALES MUNOZ
00000000008160,True,Publicado en revista especializada,Towards a Standardized User Model for Personalized Systems in Health,Colombia,Sistemas &amp; Telemática,1692-5238,2015,13,34,9 - 29,10.18046/syt.v13i34.2090,"CAROLINA RICO OLARTE, EDWAR GIRON, GINETH MAGALY CERON RIOS, DIEGO MAURICIO LOPEZ GUTIERREZ"
00000000008160,True,Publicado en revista especializada,Development of a metabolic syndrome personal health record system.,Países Bajos,Studies in Health Technology and Informatics,0926-9630,2015,211,N/A,302 - 304,10.3233/978-1-61499-516-6-302,"DIEGO MAURICIO LOPEZ GUTIERREZ, ROSA ELVIRA ALVAREZ, CARLOS HERNAN SIERRA TORRES"
00000000008160,True,Publicado en revista especializada,Mobile ECG Systems and Cardiovascular Risk: A Systematic Review.,Países Bajos,Studies in Health Technology and Informatics,0926-9630,2015,211,N/A,175 - 184,10.3233/978-1-61499-516-6-175,"SEBASTIAN FELIPE LANDINEZ GARCIA, CESAR AUGUSTO VILLAMIL PERAFAN, DIEGO MAURICIO LOPEZ GUTIERREZ, BERND BLOBEL"
00000000008160,True,Publicado en revista especializada,Why do we need and how can we realize a multi-disciplinary approach to health informatics?,Países Bajos,Studies in Health Technology and Informatics,0926-9630,2015,210,N/A,100 - 104,10.3233/978-1-61499-512-8-100,"BERND BLOBEL, FRANK OEMIG, DIEGO MAURICIO LOPEZ GUTIERREZ"
00000000008160,True,Publicado en revista especializada,EmoBurnout: An Approach for Supporting Burnout Syndrome Diagnosis.,Países Bajos,Studies in Health Technology and Informatics,0926-9630,2015,211,N/A,111 - 118,10.3233/978-1-61499-516-6-111,"ESTEBAN MARTINEZ, GIOVANI MERA, CAROLINA GONZALEZ SERRANO, DIEGO MAURICIO LOPEZ GUTIERREZ, BERND BLOBEL"
00000000008160,True,Publicado en revista especializada,Specializing architectures for the type 2 diabetes mellitus care use cases with a focus on process management.,Países Bajos,Studies in Health Technology and Informatics,0926-9630,2015,211,N/A,132 - 142,10.3233/978-1-61499-516-6-132,"GUSTAVO ANDRES URIBE GOMEZ, BERND BLOBEL, DIEGO MAURICIO LOPEZ GUTIERREZ, ALFONSO RUIZ PEREA"
00000000008160,True,Publicado en revista especializada,"A generic architecture for an adaptive, interoperable and intelligent type 2 diabetes mellitus care system.",Países Bajos,Studies in Health Technology and Informatics,0926-9630,2015,211,N/A,121 - 131,10.3233/978-1-61499-516-6-121,"GUSTAVO ANDRES URIBE GOMEZ, BERND BLOBEL, DIEGO MAURICIO LOPEZ GUTIERREZ, STEFAN SCHULZ"
