idcvlac,autor,nombre,tipo,verificado,nombre_comercial,contrato_registro,lugar,fecha,palabras,areas,sectores
0000639893,SONIA DEL CONSUELO GAVIRIA ARMERO,PROTOCOLO DE CERTIFICACION EN COMERCIO JUSTO PARA LA ASOCIACION DE PRODUCTORES AGROPECURARIOS DEL ROSARIO CAJIBIO - NUEVA INTEGRACION - ASPROANIN,Otro,False,PROTOCOLO DE CERTIFICACION,10-11-2007 - No aplica. Restricción de no patentamiento ni registro,Colombia,2007,No Aplica,No Aplica,No Aplica
0000639893,SONIA DEL CONSUELO GAVIRIA ARMERO,MODELO DE GESTIÓN PARTICIPATIVA PARA LA ASOCIACION DE MUJERES CAFICULTORAS DEL CAUCA - AMUCC,Otro,False,MODELO DE GESTION PARTICIPATIVA AMUCC,No aplica. ,Colombia,2008,No Aplica,No Aplica,No Aplica
0000639893,SONIA DEL CONSUELO GAVIRIA ARMERO,PROTOCOLO DE CERTIFICACION EN COMERCIO JUSTO PARA LA ASOCIACIÓN DE MUJERES CAFICULTORAS DEL CAUCA AMUCC,Otro,False,PROTOCOLO DE CERTIFICACION,No aplica. Convenio de no registro,Colombia,2007,No Aplica,No Aplica,No Aplica
0000247243,MARIA ELENA SOLARTE CRUZ,ssss,Gen Clonado,False,fasdf,,Colombia,2014,No Aplica,No Aplica,No Aplica
0000734438,"PAOLA ANDREA TOVAR TOVAR, GILLERMO MAMBAGUE PINIMUE, PATRICIA VILLAMARIN, ELIZABETH TABARES TRUJILLO",Analisis e identificacion de los restos oseos de Franciaso Jose de Caldas,Otro,False,,,Colombia,2007,antropologia forense;antropologia biologica;bioarqueologia,"Humanidades;Historia y Arqueología;Arqueología, Ciencias Sociales;Sociología;Antropología",Educación
0000272140,"CAROLINA DEL CAIRO SILVA, ASTRID LORENA PERAFAN LEDEZMA",Cartilla: Recorriendo los caminos de la Bota Caucana y el Macizo Colombiano.,Otro,False,,,Colombia,2001,Memoria Social Agrícola;colonización;grupos indígenas;territorio;Proyectos productivos;Producción y comercialización,Ciencias Sociales;Sociología;Antropología,No Aplica
0000011347,MARIO FRANCISCO DELGADO NOGUERA,Conferencia Seminario Taller de Investigación Biomédica,Otro,False,,,Colombia,2009,No Aplica,No Aplica,No Aplica
0000816620,"HECTOR EMILIO RAMIREZ CHAVES, INGRITH YULIANI MEJIA FONTECHA, DANIELA VELASQUEZ GUARIN, NESTOR DANIEL CASTANO RAMIREZ","Colección de Mamíferos (Mammalia) del Museo de Historia Natural de la Universidad de Caldas, Colombia",Coleccion biologica de referencia con informacion sistematizada,False,,,Colombia,2017,No Aplica,"Ciencias Naturales;Ciencias Biológicas;Zoología, Ornitología, Entomología, Ciencias Biológicas del Comportamiento",No Aplica
0000816620,"JOSE JAIME HENAO OSORIO, HECTOR EMILIO RAMIREZ CHAVES","Colección Ictiológica del Museo de Historia Natural, Universidad de Caldas",Coleccion biologica de referencia con informacion sistematizada,False,,,Colombia,2019,No Aplica,"Ciencias Naturales;Ciencias Biológicas;Zoología, Ornitología, Entomología, Ciencias Biológicas del Comportamiento",No Aplica
0000816620,"MATEO ORTIZ GIRALDO, HECTOR EMILIO RAMIREZ CHAVES, WILLIAM DAVID TOBON ESCOBAR, DANIELA VELASQUEZ GUARIN, INGRITH YULIANI MEJIA FONTECHA, FREDY ARVEY RIVERA PAEZ, PAULA ANDREA OSSA LOPEZ","Museo de Historia Natural, Colección de Vertebrados e Invertebrados - Colección de Ectoparásitos, Universidad de Caldas",Coleccion biologica de referencia con informacion sistematizada,False,,,Colombia,2019,No Aplica,No Aplica,No Aplica
0001004654,DANIEL RODRIGO ORTEGA ALEGRIA,Ultracavitación,Otro,False,Ultracavitación,,Colombia,2011,Cavitacion;cavitation;Piezoelectrico;ultrasonic;ultrasound,Ciencias Médicas y de la Salud;Otras Ciencias Médicas;Otras Ciencias Médicas,Fabricación de equipos de instrumentación médico
0001004654,DANIEL RODRIGO ORTEGA ALEGRIA,Scrubber Prismatec,Otro,False,Scrubber Prismatec,,Colombia,2013,Cavitacion;cavitation;Piezoelectrico;ultrasonic;ultrasound,No Aplica,No Aplica
0001004654,DANIEL RODRIGO ORTEGA ALEGRIA,Ultrasonido de 1 Mhz,Otro,False,Ultrasonido de 1 Mhz,,Colombia,2011,Cavitacion;ultrasound;Piezoelectrico;cavitation;ultrasonic,No Aplica,No Aplica
0001004654,DANIEL RODRIGO ORTEGA ALEGRIA,Sistema SW HW TMP Versión 3.4,Otro,False,Sistema SW HW TMP Versión 3.4,,Colombia,2017,No Aplica,No Aplica,Fabricación de material electrónico y de aparatos y equipos de comunicación
0001004654,DANIEL RODRIGO ORTEGA ALEGRIA,Ultrasonido Dual,Otro,False,Ultrasonido Dual,,Colombia,2010,Cavitacion;ultrasound,Ciencias Médicas y de la Salud;Biotecnología en Salud;Biotecnología Relacionada con la Salud,No Aplica
0001004654,DANIEL RODRIGO ORTEGA ALEGRIA,Láser No Invasivo,Otro,False,Láser No Invasivo,,Colombia,2012,No Aplica,"Ciencias Médicas y de la Salud;Biotecnología en Salud;Biomateriales (Relacionados con Implantes, Dispositivos, Sensores)",No Aplica
0000035637,MARTHA LUCIA OROZCO GUTIERREZ,CONTROL AUTOMÁTICO DE DESVIACIÓN DE ENERGÍA DESDE EL CENTRO DE SUPERVISIÓN Y MANIOBRA DE EPSA,Otro,False,No es un producto comercial aun- fue realizado para EPSA,00008881201,Colombia,2009,No Aplica,No Aplica,No Aplica
0000394718,"IVAN DARIO LOPEZ GOMEZ, ALBERTO NARANJO CARVAJAL, JUAN FERNANDO ROJAS RODRIGUEZ",Piso plástico para la industria porcícola mediante la tecnología de inyección con agente espumante,Otro,False,,,Colombia,2010,Inyección de termoplásticos;Agente espumante,Ingeniería y Tecnología;Ingeniería Mecánica;Ingeniería Mecánica,Fabricación de productos químicos
0000394718,"IVAN DARIO LOPEZ GOMEZ, ALBERTO NARANJO CARVAJAL, JUAN FERNANDO CAMPUZANO VALLEJO",Autoparte Guarnecido de Cofre H79: Pieza y su molde,Otro,False,,,Colombia,2015,Autoparte;Inyección de termoplásticos,Ingeniería y Tecnología;Ingeniería Mecánica;Ingeniería Mecánica,Fabricación de productos químicos
0000394718,IVAN DARIO LOPEZ GOMEZ,Autoparte Absorbedor de choque delantero: Pieza y su molde,Otro,False,Absorbedor de choque delantero,,Colombia,2015,No Aplica,No Aplica,No Aplica
0000394718,"IVAN DARIO LOPEZ GOMEZ, ALBERTO NARANJO CARVAJAL, JUAN CARLOS ORTIZ PIMIENTA, DIANA MARIA ANGEL MONTOYA",Dosificador para dispensar sustancias en líquidos,Otro,False,,,Colombia,2015,Dosificador;Liberación prolongada;Sustancias en líquidos,Ciencias Médicas y de la Salud;Ciencias de la Salud;Salud Pública,Fabricación de productos químicos
0000394718,"IVAN DARIO LOPEZ GOMEZ, ALBERTO NARANJO CARVAJAL, JUAN FERNANDO CAMPUZANO VALLEJO",Autoparte absorbedor de choque delantero y trasero: Pieza y su molde,Otro,False,,,Colombia,2015,Autoparte,Ingeniería y Tecnología;Ingeniería Mecánica;Ingeniería Mecánica,Fabricación de productos químicos
0000394718,IVAN DARIO LOPEZ GOMEZ,Autoparte Absorbedor de choque trasero: Pieza y su molde,Otro,False,Absorbedor de choque trasero,,Colombia,2015,No Aplica,No Aplica,No Aplica
0000394718,"IVAN DARIO LOPEZ GOMEZ, ALBERTO NARANJO CARVAJAL, SERGIO ANDRES SUAREZ VELEZ, ALBERTO NARANJO CARVAJAL",Autoparte Refuerzo de gaveta: pieza y su molde,Otro,False,Refuerzo de gaveta para H79,,Colombia,2013,Autoparte;Diseño de moldes;Diseño de piezas,Ingeniería y Tecnología;Ingeniería Mecánica;Ingeniería Mecánica,Fabricación de productos químicos
0000394718,"IVAN DARIO LOPEZ GOMEZ, ALBERTO NARANJO CARVAJAL, SERGIO ANDRES SUAREZ VELEZ, ALBERTO NARANJO CARVAJAL",Autoparte Brazo de gaveta: pieza y su molde,Otro,False,Brazo de gaveta para H79,,Colombia,2013,No Aplica,Ingeniería y Tecnología;Ingeniería Mecánica;Ingeniería Mecánica,Fabricación de productos químicos
0000394718,"IVAN DARIO LOPEZ GOMEZ, ALBERTO NARANJO CARVAJAL, SERGIO ANDRES SUAREZ VELEZ, ALBERTO NARANJO CARVAJAL",Autoparte Manija de gaveta: pieza y su molde,Otro,False,Manija de gaveta para H79,,Colombia,2013,No Aplica,Ingeniería y Tecnología;Ingeniería Mecánica;Ingeniería Mecánica,Fabricación de productos químicos
0000394718,"IVAN DARIO LOPEZ GOMEZ, ALBERTO NARANJO CARVAJAL, SERGIO ANDRES SUAREZ VELEZ, ALBERTO NARANJO CARVAJAL",Autoparte Cubierta de gaveta: pieza y su molde,Otro,False,Cubierta de gaveta para H79,,Colombia,2013,Autoparte;Diseño de moldes;Diseño de piezas,Ingeniería y Tecnología;Ingeniería Mecánica;Ingeniería Mecánica,Fabricación de productos químicos
0000394718,"IVAN DARIO LOPEZ GOMEZ, ALBERTO NARANJO CARVAJAL, SERGIO ANDRES SUAREZ VELEZ, ALBERTO NARANJO CARVAJAL",Autoparte Gancho de gaveta: pieza y su molde,Otro,False,Gancho de gaveta para H79,,Colombia,2013,Autoparte;Diseño de moldes;Diseño de piezas,Ingeniería y Tecnología;Ingeniería Mecánica;Ingeniería Mecánica,Fabricación de productos químicos
0000394718,"IVAN DARIO LOPEZ GOMEZ, ALBERTO NARANJO CARVAJAL, ALBERTO NARANJO CARVAJAL",Tapa roscada. Pieza y molde rediseñados,Otro,False,Tapa roscada,,Colombia,2014,Diseño de moldes;Diseño de piezas,Ingeniería y Tecnología;Ingeniería Mecánica;Ingeniería Mecánica,Fabricación de productos químicos
0000394718,"IVAN DARIO LOPEZ GOMEZ, ALBERTO NARANJO CARVAJAL, JUAN CARLOS ORTIZ PIMIENTA",Dispositivo dosificador prolongado y controlado,Otro,False,Dispositivo dosificador prolongado y controlado,,Colombia,2017,No Aplica,Ciencias Médicas y de la Salud;Ciencias de la Salud;Salud Pública,Salud humana
0000394718,"ALEXANDER HERNANDEZ MUNOZ, IVAN DARIO LOPEZ GOMEZ, MARIA DEL PILAR NORIEGA ESCOBAR",Superficie para intercambio de sustancias en estado gaseoso,Otro,False,Superficie para intercambio de sustancias en estado gaseoso,,Colombia,2017,Conservación;Preservación;Contenedor;Intercambio de gases;Gaseous substance;Surface for exchanging,Ingeniería y Tecnología;Otras Ingenierías y Tecnologías;Alimentos y Bebidas,Fabricación de productos químicos
0000394718,"ALEXANDER HERNANDEZ MUNOZ, IVAN DARIO LOPEZ GOMEZ",Sello de sostenibilidad LOOP,Otro,False,Sello de sostenibilidad LOOP,,Colombia,2020,No Aplica,No Aplica,No Aplica
0000394718,"JUAN CAMILO ESTEFAN ANGEL, IVAN DARIO LOPEZ GOMEZ, ALEJANDRO SERNA ESCOBAR, GABRIEL JAIME OSORIO HERNANDEZ",Sistema para el monitoreo remoto de gases al interior de contenedores,Otro,False,Sistema para el monitoreo remoto de gases al interior de contenedores,,Colombia,2018,Gases;Contenedor;Monitoreo remoto,"Ingeniería y Tecnología;Ingeniería Ambiental;Sensores Remotos, Ingeniería y Tecnología;Otras Ingenierías y Tecnologías;Otras Ingenierías y Tecnologías",Fabricación de material electrónico y de aparatos y equipos de comunicación
0000394718,"JUAN CAMILO ESTEFAN ANGEL, IVAN DARIO LOPEZ GOMEZ",Dispositivo sensor que permite la medición de concentración de gases al interior de contenedores,Otro,False,Dispositivo sensor que permite la medición de concentración de gases al interior de contenedores,,Colombia,2018,Concentración de gases;Contenedor;Sensor,"Ingeniería y Tecnología;Ingeniería Ambiental;Sensores Remotos, Ingeniería y Tecnología;Otras Ingenierías y Tecnologías;Alimentos y Bebidas, Ingeniería y Tecnología;Otras Ingenierías y Tecnologías;Otras Ingenierías y Tecnologías",Fabricación de material electrónico y de aparatos y equipos de comunicación
0000232610,LUIS ERNESTO GARRETA UNIGARRO,Desarrollo de un predictor gráfico altamente configurable para genes de diversos organismos,Otro,False,Genezilla-Graphics,,Colombia,2011,Predicción de genes;Bioinformática,Ciencias Naturales;Computación y Ciencias de la Información;Ciencias de la Información y Bioinformática,Salud humana
0000232610,LUIS ERNESTO GARRETA UNIGARRO,Computational folding pathway analysis for proteins containing beta barrels,Otro,False,GeoFold,,Estados Unidos,2013,Diseño de Proteínas;Bioinformática,Ciencias Naturales;Computación y Ciencias de la Información;Ciencias de la Información y Bioinformática,Salud humana
0000232610,LUIS ERNESTO GARRETA UNIGARRO,"Optimización de la la predicción de genes de organismos eucariotas, aplicando árboles de decisión y redes bayesianas",Otro,False,Optimizador de Genezilla-Graphics,,Colombia,2011,Bioinformática;Predicción de genes;Aprendizaje de Máquina,Ciencias Naturales;Computación y Ciencias de la Información;Ciencias de la Información y Bioinformática,Salud humana
0001420545,MARITZA FERNANDA MERA GAONA,ALGORITMO DE CLASIFICACIÓN DE SEÑALES DE ELECTROENCEFALOGRAFIA Y DATOS CLINICOS PARA SOPORTAR EL DIAGNOSTICO DE LA EPILEPSIA,Otro,False,ALGORITMO DE CLASIFICACIÓN DE SEÑALES DE ELECTROENCEFALOGRAFÍA (EEG) Y DATOS CLÍNICOS RELEVANTES PARA SOPORTAR EL DIAGNÓSTICO DE LA EPILEPSIA,,No Aplica,2019,No Aplica,No Aplica,No Aplica
0000283860,PABLO MAGE IMBACHI,"Módulos de Abonado de Prueba, MAP NEAX 61S",Otro,False,,,Colombia,1994,No Aplica,No Aplica,No Aplica
0000283860,PABLO MAGE IMBACHI,Sistema de Desarrollo Integrado SDI 85,Otro,False,,,Colombia,1993,No Aplica,No Aplica,No Aplica
0000283860,PABLO MAGE IMBACHI,Actualización de la Telegrafía Nacional ATN,Otro,False,,,Colombia,1995,No Aplica,No Aplica,No Aplica
0000040363,CONSUELO MONTES ROJAS,Acervo,Base de datos de referencia para investigacion,False,,,Colombia,2000,Biotecnología;Ciencia y tecnologia,"Ciencias Naturales;Ciencias Biológicas;Botánica y Ciencias de las Plantas, Ciencias Agrícolas;Agricultura, Silvicultura y Pesca;Agronomía",Desarrollo de programas (software) y prestación de servicios en informática
0001131001,"SOCORRO ANAYA FLOREZ, MARGARITA CHAGUENDO, DORA ENITH TOBAR TOSSE",PLANTULAS DE ORQUIDEAS IN VITRO,Otro,False,,,Colombia,2006,BIOTECNOLOGIA;CULTIVO IN VITRO;ORUIDEAS,Ciencias Naturales;Ciencias Biológicas;Otras Biologías,No Aplica
0001131001,DORA ENITH TOBAR TOSSE,PROGRAMA DE RECICLAJE DE RESIDUOS SOLIDOS,Otro,False,,,Colombia,2005,MEDIO AMBIENTE;RECICLAJE,"Ciencias Sociales;Sociología;Temas Especiales (Estudios de Género, Temas Sociales, Estudios de la Familia), Ciencias Sociales;Ciencias de la Educación;Educación General (Incluye Capacitación, Pedagogía)",No Aplica
0000245968,ROMAN OSPINA MONTEALEGRE,especies forestales asociadas a los guaduales: Guia de campo para la identificación taxonómica,Otro,False,,,Colombia,2006,No Aplica,No Aplica,No Aplica
0001008269,ALEXANDER ZUNIGA COLLAZOS,"Sinteis de un fertilizante foliar a partir de un residuo industrial, La Vinaza.",Otro,False,,,Colombia,2000,No Aplica,"Ciencias Naturales;Ciencias Químicas;Química Orgánica, Ciencias Sociales;Economía y Negocios;Negocios y Management",No Aplica
0000170585,ISABEL DEL SOCORRO BRAVO REALPE,"100 fichas técnicas sobre evaluación física, química y biológica de suelos con su respectiva recomendación",Otro,False,,,Colombia,2004,chontaduro;Suelos;Análisis de suelos;Análisis físicos;químicos y biológicos,"Ciencias Naturales;Ciencias Químicas;Química Orgánica, Ciencias Naturales;Ciencias Biológicas;Biología Celular y Microbiología","Productos y servicios para la defensa y protección del medio ambiente, incluyendo el desarrollo sostenible."
0000170585,ISABEL DEL SOCORRO BRAVO REALPE,Aprendiendo de nuestro recurso suelo,Otro,False,,,Colombia,2004,Microroganismos Solubilizadores de fósforo;Suelos;CARACTERIZACION;caldos microbianos,"Ciencias Naturales;Ciencias Biológicas;Biología Celular y Microbiología, Ciencias Naturales;Ciencias Químicas;Química Orgánica","Productos y servicios para la defensa y protección del medio ambiente, incluyendo el desarrollo sostenible."
0000170585,ISABEL DEL SOCORRO BRAVO REALPE,Guía practica para el cultivo de peces con sustitución parcial de concentrado comercial por lombriz roja californiana,Otro,False,,,Colombia,2001,Lombriz Roja Californiana;Pellet;Peces;Concentrado para peces,Ciencias Naturales;Ciencias Químicas;Química Orgánica,"Productos y servicios para la defensa y protección del medio ambiente, incluyendo el desarrollo sostenible."
0000170585,ISABEL DEL SOCORRO BRAVO REALPE,Guía practica para la elaboración de Abonos a partir de desechos agropecuarios,Otro,False,,,Colombia,2001,Lombriz Roja Californiana;Lombricompuesto;Bioabonos;ABONOS ORGANICOS,Ciencias Naturales;Ciencias Químicas;Química Orgánica,"Productos y servicios para la defensa y protección del medio ambiente, incluyendo el desarrollo sostenible."
0000642452,"SORY ALEXANDER MORALES FERNANDEZ, CARLOS HERNAN PARDO ROA, GUSTAVO ADOLFO RODRIGUEZ DUQUE",Intervención Colegio Antonio Garcia Paredes. Popayán,Otro,False,,,Colombia,2010,DESARROLLO ESCOLAR;REVITALIZACION ARQUITECTONICA;HABITAT ESCOLAR,Humanidades;Arte;Arquitectura y Urbanismo,"Planeamiento y gestión de las ciudades, incluso política y planeamiento de vivienda"
0000642452,"SORY ALEXANDER MORALES FERNANDEZ, INGRID ALEJANDRA BOLANOS, DIANA MILENA RAMIREZ, PABLO ANDRES MURCIA",Diseño Paisajístico Parque No 2 de la ciudadela Futuro Las Guacas,Otro,False,Parque No 2 Ciudad Futuro Las Guacas,sin numero Octubre 31 de 2007,Colombia,2008,PAISAJISMO;PARQUE,Humanidades;Arte;Arquitectura y Urbanismo,"Desarrollo Urbano, Productos y servicios para la defensa y protección del medio ambiente, incluyendo el desarrollo sostenible."
0000642452,"SORY ALEXANDER MORALES FERNANDEZ, GUSTAVO ADOLFO RODRIGUEZ DUQUE, CARLOS HERNAN PARDO ROA","Diagnóstico Sector Educativo de Popayán. Comunas 6,7 y 9.",Otro,False,,,Colombia,2010,HABITAT ESCOLAR;REVITALIZACION ARQUITECTONICA;DESARROLLO ESCOLAR,Humanidades;Arte;Arquitectura y Urbanismo,"Planeamiento y gestión de las ciudades, incluso política y planeamiento de vivienda"
0000642452,"SORY ALEXANDER MORALES FERNANDEZ, CARLOS HERNAN PARDO ROA, GUSTAVO ADOLFO RODRIGUEZ DUQUE","Consideraciones para estudio y aplicación de futuras intervenciones. Instituciones Educativas:Antonio Garcia Paredes, El Mirador,Jose Eusebio Caro y Metropolitano Maria Occidente. Popayán",Otro,False,Consideraciones para estudio y aplicación de futuras intervenciones Instituciones Educativas-Popayán.,,Colombia,2010,DESARROLLO ESCOLAR;HABITAT ESCOLAR;REVITALIZACION ARQUITECTONICA,Humanidades;Arte;Arquitectura y Urbanismo,"Planeamiento y gestión de las ciudades, incluso política y planeamiento de vivienda"
0000642452,"SORY ALEXANDER MORALES FERNANDEZ, CLAUDIA LORENA PAREDES, ARTEMIO DOMINGUEZ, MARIO GAVIRIA",Diseño paisajístico del Parque No 1. Ciudad Futuro Las Guacas.,Otro,False,Parque No 1 Ciudad Futuro Las Guacas,sin numero Octubre 31 de 2007,Colombia,2008,PARQUE;PAISAJISMO,Humanidades;Arte;Arquitectura y Urbanismo,"Desarrollo Urbano, Productos y servicios para la defensa y protección del medio ambiente, incluyendo el desarrollo sostenible."
0000642452,SORY ALEXANDER MORALES FERNANDEZ,Creación banco de Datos de la Secretaria de Planeación,Otro,False,Creación banco de datos y proyectos de vivienda de interes social Funes,27-11-2009,Colombia,2009,NORMATIVIDAD URBANA;POLITICA PUBLICA;VIVIENDA SOCIAL,Ciencias Sociales;Geografía Social y Económica;Estudios Urbanos (Planificación y Desarrollo),"Desarrollo Urbano, Planeamiento y gestión de las ciudades, incluso política y planeamiento de vivienda"
0000642452,SORY ALEXANDER MORALES FERNANDEZ,Diagnóstico del estado actual de la Vivienda en el Municipio de Funes.,Otro,False,Diagnostico vivienda urbana Funes Nariño,27-11-2009,Colombia,2009,VIVIENDA SOCIAL;VIVIENDA UNIFAMILIAR,Ciencias Sociales;Geografía Social y Económica;Estudios Urbanos (Planificación y Desarrollo),"Desarrollo Urbano, Planeamiento y gestión de las ciudades, incluso política y planeamiento de vivienda"
0000642452,"SORY ALEXANDER MORALES FERNANDEZ, CLAUDIA LORENA PAREDES, CARLOS ALBERTO GOMEZ",Diseño Parque de la Expresión. Popayán.,Otro,False,,,Colombia,2009,DISEÑO;PARQUE;BIBLIOTECA;LUDOTECA;VEGETACION,Humanidades;Arte;Arquitectura y Urbanismo,Desarrollo Urbano
