idgruplac,verificado,tipo,nombre,lugar,revista,issn,fecha,volumen,fasciculo,paginas,doi,autores
00000000004257,True,Publicado en revista especializada,"Historia del Bocio endémico, desde Sheng-Nung hasta los programas de yodación universal de la sal en latinoamérica",Colombia,Revista Ces Medicina,2215-9177,2018,2,32,167 - 177,10.21615/ cesmedicina.32.2.10,"HERNANDO VARGAS URICOCHEA, BEATRIZ EUGENIA BASTIDAS SANCHEZ, MARIA VIRGINIA PINZON FERNANDEZ"
00000000004257,True,Caso clínico,Gliosarcoma in a young patient with neurofibromatosis type 1. Case report,Colombia,Case Reports,2462-8522,2018,4,2,91 - 98,,"LUISA FERNANDA ZUNIGA CERON, JHAN SEBASTIAN SAAVEDRA TORRES"
00000000004257,True,Revisión (Survey),"Infección del tracto urinario en niños, una de las enfermedades infecciosas más prevalentes",Colombia,Revista De La Facultad De Medicina,0120-0011,2018,66,3,393 - 398,,"LUISA FERNANDA ZUNIGA CERON, JHAN SEBASTIAN SAAVEDRA TORRES"
00000000004257,True,Caso clínico,Pos-Polio Syndrome Report of Two cases,Colombia,Case Reports,2462-8522,2018,4,2,145 - 154,10.15446/cr.v4n2.68235,"MARIA VIRGINIA PINZON FERNANDEZ, JHAN SEBASTIAN SAAVEDRA TORRES, LUISA FERNANDA ZUNIGA CERON, TOMAS OMAR ZAMORA BASTIDAS"
00000000004257,True,Caso clínico,Gliosarcoma in a young patient with neurofibromatosis type 1.Case report,Colombia,Case Reports,2462-8522,2018,4,2,92 - 98,10.15446/cr.v4n2.68234,"MARIA VIRGINIA PINZON FERNANDEZ, JHAN SEBASTIAN SAAVEDRA TORRES, TOMAS OMAR ZAMORA BASTIDAS, LUISA FERNANDA ZUNIGA CERON"
00000000004257,True,Publicado en revista especializada,Control of blood pressure and cardiovascular outcomes in type 2 diabetes,Estados Unidos,Revista Med,0121-5256,2018,2018,13,303 - 323,10.1515/med-2018-0048,"MANUEL FELIPE CACERES ACOSTA, HERNANDO VARGAS URICOCHEA"
00000000004257,True,Caso clínico,Nodular Pulmonary Amyloidosis: A Manifestation of Sjögren's Syndrome,Inglaterra,CASE REPORTS IN PULMONOLOGY,2090-6854,2018,2018,,1 - 4,10.1155/2018/9745935,"GUSTAVO ADOLFO GOMEZ CORREA, JOVANI OSORNO SERNA, MANUEL FELIPE CACERES ACOSTA, JUAN DAVID CACERES GONZALEZ, JAIME ANDRES CALLE RAMIREZ, JUAN PAULO SANDOVAL MESA, MIGUEL IGNACIO ROLDAN PEREZ"
00000000004257,True,Revisión (Survey),Efficacy and Safety of Insulin Glargine 300U/mL versus 100 U/mL in diabetes mellitus: a comprehensive review of the literature,Estados Unidos,Journal of Diabetes Research,2314-6753,2018,2018,,1 - 28,10.1155/2018/2052101,HERNANDO VARGAS URICOCHEA
00000000004257,True,Publicado en revista especializada,Iodine Status in the Colombian Population and The Impact Universal Salt Iodization: a Double - Edged Sword?,Colombia,Journal of Nutrition and Metabolism,2090-0724,2019,2019,,1 - 10,10.1155/2019/6239243,"HERNANDO VARGAS URICOCHEA, MARIA VIRGINIA PINZON FERNANDEZ"
00000000004257,True,Revisión (Survey),Leucocitosis con Neutrofilia mas allá de la infección,Colombia,Revista Medicina,0120-5498,2018,40,3,323 - 331,,"DIEGO FERNANDO DORADO DAZA, TOMAS OMAR ZAMORA BASTIDAS"
00000000004257,True,Publicado en revista especializada,Lower levels Vitamin D are associated with disease activity and low complement in Colombian patients with Systemic Lupus Erithematosus,Colombia,Current Rheumatology Reviews,1573-3971,2018,2018,,,10.2174/1573397114666181015161547,"JUAN MANUEL BELLO GUALTERO, ANA ISABEL OSPINA CAICEDO, ALEX DARIO CARDONA RINCON, RAFAEL RAUL VALLE ONATE, MARIA CONSUELO ROMERO SANCHEZ, PHILIPPE CHALEM CHOUEKA"
00000000004257,True,Publicado en revista especializada,HIV -1 Tat iterations whit cellular 7SK and viral TAR RNAs identifies dual structural mimicry,Colombia,Nature Communications,2041-1723,2018,9,4266,1 - 12,10.1038/s41467-018-06591-6,CAROLINA SALGUERO BERMUDEZ
00000000004257,True,Corto (Resumen),Ateriosclerosis incursionando en el campo de un nuevo método diagnostico,Colombia,Logos Ciencia & Tecnología,2422-4200,2018,11,1,197 - 200,10.22335/rlct.v11i1.714,NELSON ADOLFO LOPEZ GARZON
00000000004257,True,Publicado en revista especializada,Porfiria intermitente como desencadenante del síndrome de Guillain Barre,Colombia,Revista De La Facultad De Medicina,2357-3848,2019,67,2,349 - 355,10.15446/revfacmed.v67n2.68373,TOMAS OMAR ZAMORA BASTIDAS
