idgruplac,verificado,tipo,nombre,lugar,revista,issn,fecha,volumen,fasciculo,paginas,doi,autores
00000000008153,True,Publicado en revista especializada,Obtencion de alcalonamidas utilizando aceite de palma por medio de la catalisis heterogenea,Colombia,Palmas,0121-2923,2004,25,1,376 - 382,,"LUIS ALFONSO VARGAS JIMENEZ, JULIAN DIEL URRESTA, ALFONSO RAMIREZ SANABRIA, EMILCE LUCIA QUINONEZ"
00000000008153,True,Publicado en revista especializada,Alcohólisis del aceite de palma para la obtención de ésteres,Colombia,Palmas,0121-2923,2004,25,Especial,365 - 369,,"JULIAN URRESTA ARAGON, ALFONSO ENRIQUE RAMIREZ SANABRIA, CAROLINA MARTINEZ CERON"
00000000008153,True,Revisión (Survey),"USO DE METODOS QUIMICOS PARA OBTENER POLVOS CERAMICOS DEL SISTEMA (Sn,Ti)O2",España,Boletin de la Sociedad Espanola de Ceramica y Vidrio,0366-3175,2005,44,4,215 - 222,,"CARLOS EDUARDO ARARAT IBARGUEN, JORGE ENRIQUE RODRIGUEZ, JOSE ARANA VARELA, JORGE ENRIQUE RODRIGUEZ PAEZ"
00000000008153,True,Publicado en revista especializada,EFECTO DEL METODO DE SINTESIS SOBRE LA SINTERABILIDAD DE LOS POLVOS CERAMICOS DE (SnTi)O2,Colombia,"Revista de la Academia Colombiana de Ciencias Exactas, Fisicas y Naturales",0370-3908,2005,29,111,271 - 281,,"CARLOS EDUARDO ARARAT IBARGUEN, JORGE ENRIQUE RODRIGUEZ, JOSE ARANA VARELA, JORGE ENRIQUE RODRIGUEZ PAEZ"
00000000008153,True,Publicado en revista especializada,Epoxidacion Catalitica del 1-hexeno con Alumina y Peroxido de hidrogeno como agente oxidante,Colombia,Unicauca Ciencia,0122-6037,2006,10,,7 - 10,,"JOHNNY VILARD GUTIERREZ PORTILLA, ALFONSO ENRIQUE RAMIREZ SANABRIA, LUIS ALFONSO VARGAS, PENA WILQUIN FARID"
00000000008153,True,Publicado en revista especializada,Obtención de Hidrogeno y monoxido de carbono por medio del reformado catalitico en seco del metano,Colombia,Revista Biotecnología En El Sector Agropecuario Y Agroindustrial,1692-3561,2006,4,1,43 - 50,,"MANUEL JOSE AMEZQUITA VALENCIA, LUIS ALFONSO VARGAS"
00000000008153,True,Publicado en revista especializada,Obtencion de hidrogeno y monoxido de carbono por medio de reformado catalitico en seco del metano,Colombia,Revista Biotecnología En El Sector Agropecuario Y Agroindustrial,1692-3561,2006,4,1,43 - 50,,"LUIS ALFONSO VARGAS JIMENEZ, MANUEL AMEZQUITA"
00000000008153,True,Publicado en revista especializada,Electrooxidación catalítica de metanol en agua,Colombia,Revista Biotecnología En El Sector Agropecuario Y Agroindustrial,1692-3561,2006,4,1,87 - 94,,JOHNNY VILARD GUTIERREZ PORTILLA
00000000008153,True,Publicado en revista especializada,"Synthesis and Properties of pH- and Temperature-Sensitive Poly[(N-isopropylacrylamide)-co-(2-methylenebutane-1,4-dioic acid)] Hydrogels",Estados Unidos,Macromolecular Chemistry and Physics,1521-3935,2006,207,22,2121 - 2127,10.1002/macp.200600234,"JOSE RAMON QUINTANA, ISSA ANTONIO KATIME AMASHTA, NORA ELENA VALDERRUTEN POSSO, LUIS CARLOS CESTEROS"
00000000008153,True,Publicado en revista especializada,Estudio de la Hidrogenacion en Fase Homogenea de Oleato de Metilo con catalizadores de Rutenio y Paladio,Colombia,"Revista de la Academia Colombiana de Ciencias Exactas, Fisicas y Naturales",0370-3908,2010,34,132,357 - 364,,"ALFONSO ENRIQUE RAMIREZ SANABRIA, LUIS ALFONSO VARGAS JIMENEZ, MARIA PATRICIA ZULUAGA MORENO"
00000000008153,True,Publicado en revista especializada,Síntesis y estudio de hidrogeles de acrilamida/ácido metacrílico y su aplicación en la liberación de fármacos,Colombia,El Hombre Y La Máquina,0121-0777,2006,27,,100 - 107,,"HECTOR FABIO ZULUAGA CORRALES, NORA ELENA VALDERRUTEN POSSO, FRANKLIN MUNOZ"
00000000008153,True,Publicado en revista especializada,ESTUDIO DEL EQUILIBRIO DE FASES Y CONDUCTIVIDAD IONICA DEL SISTEMA (1-x) CsHSeO4-xAl2O3,Colombia,Revista Colombiana De Fisica,0120-2650,2007,39,2,483 - 486,,JOHNNY VILARD GUTIERREZ PORTILLA
00000000008153,True,Publicado en revista especializada,Hidrogenación catalítica del aceite de Palma con sistemas bimetálicos tipo Cu-Ni Soportados en ZnO,Colombia,Revista Biotecnología En El Sector Agropecuario Y Agroindustrial,1909-9959,2007,5,,42 - 46,,MARIA PATRICIA ZULUAGA MORENO
00000000008153,True,Publicado en revista especializada,"Catálisis, Una ciencia para una mejor calidad de vida",Colombia,Boletin De La Vicerrectoria De Investigaciones - Universidad Del Cauca,1657-3951,2008,16,,9 - 11,,MARIA PATRICIA ZULUAGA MORENO
00000000008153,True,Publicado en revista especializada,Degradacion electroquimica de un herbicida tipico,Rusia,Kondensirovannye Sredy Mezhfaznye Granitsy,1606-867X,2009,11,,111 - 113,,JOHNNY VILARD GUTIERREZ PORTILLA
00000000008153,True,Publicado en revista especializada,Comportamiento Catalítico de una Bentonita modificada con Manganeso en la Oxidación en Fase Humedad de Naranja de Metilo con peróxido de Hidrógeno,España,Revista Tecnica De Medio Ambiente,1130-9881,2009,2009,05,62 - 69,,ALFONSO ENRIQUE RAMIREZ SANABRIA
00000000008153,True,Publicado en revista especializada,Sintesis y caracterizacion de Polvos Ceramicos Sr0.5Ba0.5Nb2O6 por el Metodo de Coprecipitacion controlada,Venezuela,Revista Latinoamericana De Metalurgia Y Materiales,0255-6952,2009,S1,1,435 - 439,,ALFONSO ENRIQUE RAMIREZ SANABRIA
00000000008153,True,Publicado en revista especializada,Oxidacion anodica de los compuestos organoclorados toxicos en electrocatalizadores platinizados,Rusia,Izvestiia Kurskogo Gosudarstvennogo Tekhnicheskogo Universiteta,1991-0754,2010,2,,35 - 42,,JOHNNY VILARD GUTIERREZ PORTILLA
00000000008153,True,Publicado en revista especializada,"Oxidacion electrocatalitica del acido 2,4-diclorofenoxiacetico y su sal de sodio en titanio platinizado en un medio acuoso acido",Rusia,Estestvennye I Tekhnicheskie Nauki,1684-2626,2010,2,1,120 - 126,,JOHNNY VILARD GUTIERREZ PORTILLA
00000000008153,True,Publicado en revista especializada,"Electrochemical degradation of herbicide 2,4-dichlorophenoxyacetic acid (2,4-d) in acidic water solutions on the platinized platinum anode",Rusia,Vestnik Rossijskogo Universiteta Druzhby Narodov,0869-8732,2010,2,,69 - 74,,JOHNNY VILARD GUTIERREZ PORTILLA
00000000008153,True,Publicado en revista especializada,"Electrooxidation of herbicides 2,4-dichlorophenoxyacetic acid (2,4-D) and the sodium salt of 2,4 - dichlorophenoxyacetic acid on platinized electrodes of different composition",Rusia,Estestvennye I Tekhnicheskie Nauki,1684-2626,2010,4,,46 - 53,,JOHNNY VILARD GUTIERREZ PORTILLA
00000000008153,True,Publicado en revista especializada,"Interactions between Zn2+ or ZnO with TiO2 to produce an efficient photocatalytic, superhydrophilic and aesthetic glass",Estados Unidos,Journal Of Photochemistry And Photobiology A: Chemistry,1873-2666,2018,350,,32 - 43,10.1016/j.jphotochem.2017.09.036,ALFONSO ENRIQUE RAMIREZ SANABRIA
00000000008153,True,Publicado en revista especializada,Exploring the impact of zeolite porous voids in liquid phase reactions: The case of glycerol etheriﬁcation by tert -butyl alcohol,Estados Unidos,Journal of Catalysis,0021-9517,2018,365,,249 - 260,10.1016/j.jcat.2018.07.009,"CRISTIAN DAVID MIRANDA MUNOZ, ALFONSO ENRIQUE RAMIREZ SANABRIA"
00000000004257,True,Publicado en revista especializada,insuficiencia cardíaca con fracción de eyección conservada: ¿ Cómo podemos abordarla?,Colombia,Revista De La Facultad Ciencias De La Salud,0124-308X,2020,22,2,26 - 33,10.47373/rfcs.2020.v22.1489,NELSON ADOLFO LOPEZ GARZON
00000000008153,True,Publicado en revista especializada,SYNTHESIS AND CHARACTERIZATION OF Pr2S3 BINARY COMPOUND,Colombia,Ciencia En Desarrollo,0121-7488,2018,9,2,1 - 5,10.19053/01217488.v9.n2.2018.5974,ALFONSO ENRIQUE RAMIREZ SANABRIA
00000000015758,True,Publicado en revista especializada,"Hacia un itinerario en contabilidad ecológica: Actores, racionalidades y sistemas de valoración ecológica",Colombia,Contaduría Universidad De Antioquia,0120-4203,2021,78,,129 - 154,10.17533/udea.rc.n78a05,WILLIAM BERNARDO MACIAS OROZCO
00000000016547,True,Publicado en revista especializada,"reseña de ""la contracultura juvenil. de la emancipación a los indignados""",Colombia,Guillermo de Ockham,1794-192X,2013,11,,191 - 245,,EDWARD JAVIER ORDONEZ
00000000016547,True,Publicado en revista especializada,"la desobediencia civil en tanto disidencia. Thoreau, Arendt, Rawls",Colombia,Revista Filosofía Uis,1692-2484,2014,13,1,123 - 137,,EDWARD JAVIER ORDONEZ
00000000016547,True,Publicado en revista especializada,rasgos de la ontología fundamental,Colombia,Guillermo de Ockham,1794-192X,2014,12,1,95 - 102,,EDWARD JAVIER ORDONEZ
00000000016547,True,Publicado en revista especializada,APRECIACIONES DE LA OBRA TARDÍA DE LUIS VILLORO: PROLEGÓMENOS DE UN HOMENAJE,Colombia,Revista Filosofía Uis,1692-2484,2014,1,N.A,133 - 145,N.A,EDWARD JAVIER ORDONEZ
00000000016547,True,Publicado en revista especializada,"La Verdad subjetiva, la Interioridad",República Checa,"ACTA HUMANITAS ČASOPIS PRO SPOLEČENSKÉ VĚDY ROČNÍK III, 2013, Č. 1",1805-2142,2015,1,N.A,28 - 45,N.A,JUAN MANUEL HERNANDEZ AGUILAR
00000000016547,True,Publicado en revista especializada,"construyendo territorios, construyendo geografías. Una mirada a la construcción de territorio en el corregimiento de Pance, Cali ¿ Colombia",Colombia,Entorno Geogràfico,2382-3518,2015,11,,46 - 67,10.25100/eg.v0i11,"LINA JULIANA ROBAYO CORAL, WILSON NOE GARCES AGUILAR"
00000000016547,True,Revisión (Survey),Exploración del Trabajo Social: El Estado del arte como tarea pendiente,Colombia,Revista Virtual [Con] Textos No 4,2145-3985,2016,5,18,61 - 68,10.21774/ctx.v5i18.645,"EDWARD JAVIER ORDONEZ, ALEXANDER LUNA NIETO, LUZ ADRIANA ROJAS MONTOYA"
00000000016547,True,Publicado en revista especializada,Las diversas miradas entorno a la problematica de tierra en los indigenas en el Cauca,No Aplica,Antipoda,1900-5407,2016,36,,20 - 30,,PAOLA ANDREA TOVAR TOVAR
00000000016547,True,Publicado en revista especializada,Pre-textos para la teoría de la justicia rawlsiana,Colombia,Revista Filosofía Uis,1692-2484,2016,15,1,47 - 60,10.18273/revfil.v15n1-2016002,"EDWARD JAVIER ORDONEZ, ARISTIDES OBANDO CABEZAS, ARTURO HERNAN ARENAS FERNANDEZ"
00000000016547,True,Publicado en revista especializada,"Ciudadanía, poder político y movimientos sociales en la Universidad : un camino hacia la paz",Colombia,Revista Virtual [Con] Textos No 4,2145-3985,2017,56,221,38 - 45,,WILLIAN FREDY PALTA VELASCO
00000000016547,True,Publicado en revista especializada,La Historia y Martin Heidegger,Colombia,Revista Nova Et Vetera,2422-2216,2017,3,32,1 - 7,N.A,ALEXANDER LUNA NIETO
00000000016547,True,Publicado en revista especializada,Igualdad en las acciones afirmativas en Latinoamérica. Aproximación comparativa,Venezuela,Revista Venezolana de Gerencia,1315-9984,2019,24,2,308 - 326,10.37960/revista.v24i2.31495,"EDWARD JAVIER ORDONEZ, YURANI MARCELA MARTINEZ ASPRILLA"
00000000016547,True,Publicado en revista especializada,Tejidos Metodológicos en Trabajo Social,Colombia,Sabia. Revista Científica,2323-0576,2020,6,1,129 - 139,10.47366/sabia.v6n1a8,ALEXANDER LUNA NIETO
00000000016547,True,Publicado en revista especializada,"Memoria histórica de cinco mujeres afrodescendientes victimas indirectas del conflicto social y armado en el barrio Tumaquillo, municipio de Tumaco, departamento de Nariño",Colombia,Sabia. Revista Científica,2323-0576,2020,6,1,40 - 52,10.47366/sabia.v6n1a3,ALEXANDER LUNA NIETO
00000000016547,True,Publicado en revista especializada,Aproximación fenomenológica de los efectos secundarios de medicamentos en la deglución en población adulta mayor,Venezuela,Archivos Venezolanos de Farmacologia y Terapeutica,0798-0264,2020,39,4,341 - 345,10.5281/4062628,"EDWARD JAVIER ORDONEZ, ALEXANDER LUNA NIETO"
00000000012484,True,Publicado en revista especializada,Los docentes como actores claves en la contribución del emprendimiento universitario,Brasil,Brazilian Journal of Development,2525-8761,2020,6,7,1 - 5,10.34117/639,DIANA XIMENA SANCHEZ TROCHEZ
00000000012484,True,Publicado en revista especializada,"Emprendimiento en Popayán, Cauca, Colombia: estrategias de acompañamiento institucional",Venezuela,Revista Venezolana de Gerencia,1315-9984,2020,25,,1 - 18,10.37960/rvg.v25i92.34284,"DIANA XIMENA SANCHEZ TROCHEZ, GINETH MAGALY CERON RIOS"
00000000012484,True,Publicado en revista especializada,El intraemprendimiento en las pequeñas organizaciones: estudios de caso en pequeñas empresas,España,Esicmarket,0212-1867,2020,52,n.º 1,1 - 26,10.7200/esicm.168.0521.3,"DIANA XIMENA SANCHEZ TROCHEZ, WILFRED FABIAN RIVERA MARTINEZ, GINETH MAGALY CERON RIOS"
00000000012484,True,Publicado en revista especializada,Determinantes del desempeño gerencial: Instituciones de Educación Superior del departamento Atlántico-Colombia frente al Covid-19,Venezuela,Revista de Ciencias Sociales,1315-9518,2021,27,,296 - 308,,FELIPE ACOSTA ORTEGA
00000000010563,True,Publicado en revista especializada,La Bioestadística y su aplicación a la investigación en Salud,Colombia,Revista De La Facultad Ciencias De La Salud,0124-308X,2006,8,3,56 - 59,,"JOSE ANDRES CALVACHE ESPANA, RICHARD SHOEMAKER, FRANCISCO BARON"
00000000010563,True,Publicado en revista especializada,Evidence Based Medicine EBM,Inglaterra,Student Bmj,0966-6494,2006,4,1,307 - 307,,JOSE ANDRES CALVACHE ESPANA
00000000010563,True,Publicado en revista especializada,El resumen y las palabras clave en la literatura médica. Articulo editorial,Colombia,Revista De La Facultad Ciencias De La Salud,0124-308X,2006,8,1,7 - 11,,"JOSE ANDRES CALVACHE ESPANA, MARIO DELGADO"
00000000015758,True,Publicado en revista especializada,Las App y su posible solución a la crisis de la salud en Colombia,Colombia,Revista Colombiana de Contabilidad,2619-6263,2020,8,,141 - 160,,JORGE EDUARDO OROZCO ALVAREZ
00000000015758,True,Publicado en revista especializada,Dilemas éticos en América Latina,Colombia,Revista Colombiana de Contabilidad,2619-6263,2020,8,,119 - 139,,JORGE EDUARDO OROZCO ALVAREZ
00000000015758,True,Publicado en revista especializada,Relevancia de los procesos organizativos de los productores orgánicos en América Latina,Colombia,Revista Kavilando,2027-2391,2018,10,,295 - 303,,MABEL IRENE FIGUEROA PAZ
00000000008153,True,Publicado en revista especializada,Significantly enhancement of sunlight photocatalytic performance of ZnO by doping with transition metal oxides,No Aplica,Scientific Reports,2045-2322,2021,11,,2804 - 2820,10.1038/s41598-020-78568-9,ALFONSO ENRIQUE RAMIREZ SANABRIA
00000000008153,True,Publicado en revista especializada,Exploring the impact of zeolite porous voids in liquid phase reactions: The case of glycerol etherification by tert-butyl alcohol,Estados Unidos,Journal of Catalysis,0021-9517,2018,365,,249 - 260,10.1016/j.jcat.2018.07.009,"CRISTIAN DAVID MIRANDA MUNOZ, ALFONSO ENRIQUE RAMIREZ SANABRIA, YANNICK POUILLOUX"
00000000008153,True,Publicado en revista especializada,Olefin Purification and Selective Hydrogenation of Alkynes with Low Loaded Pd Nanoparticle Catalysts,No Aplica,Industrial & Engineering Chemistry Research,1520-5045,2019,58,,17182 - 17194,10.1021/acs.iecr.9b02081,MISAEL CORDOBA ARROYO
00000000008153,True,Publicado en revista especializada,Catalizando aprendizajes: estrategias metodológicas basadas en las propuestas CTS y ESPC para la enseñanza de la catálisis,No Aplica,"Tecné, Episteme y Didaxis",0121-3814,2019,45,,213 - 221,10.17227/ted.num45-9848,ALFONSO ENRIQUE RAMIREZ SANABRIA
00000000008153,True,Publicado en revista especializada,Sulfonated graphenes: Efficient solid acid catalyst for the glycerol valorization,Países Bajos,Applied Catalysis A: General,0926-860X,2019,580,,167 - 177,10.1016/j.apcata.2019.04.010,CRISTIAN DAVID MIRANDA MUNOZ
00000000008153,True,Publicado en revista especializada,Effect of the synthesis parameters on the structural and magnetic properties of strontium hexaferrite synthesized via the Pechini method,No Aplica,International Journal of Materials Research,1862-5282,2020,111,9,753 - 760,10.3139/146.111932,ALFONSO ENRIQUE RAMIREZ SANABRIA
00000000008153,True,Publicado en revista especializada,Optimization of the Transesterification Process of Palm Oil using Ultrasound-based Technique,No Aplica,Ciencia En Desarrollo,0121-7488,2020,11,2,147 - 153,10.19053/01217488.v11.n2.2020.11142,ALFONSO ENRIQUE RAMIREZ SANABRIA
00000000008153,True,Publicado en revista especializada,"Hybrid material by anchoring a ruthenium(ii) imine complex to SiO2: preparation, characterization and DFT studies",No Aplica,RSC Advances,2046-2069,2021,11,11,6221 - 6233,10.1039/D0RA09282G,ALFONSO ENRIQUE RAMIREZ SANABRIA
00000000015758,True,Publicado en revista especializada,CRITICAL PERSPECTIVE OF ASSETS INTANGIBLE WITHIN THE FRAMEWORK OF THE INTERNATIONAL ACCOUNTING STANDARDS,No Aplica,International Journal Of Business Economics And Management Research,2229-4848,2017,8,1,22 - 39,,FRANCISCO JAVIER ORTEGA
00000000008153,True,Publicado en revista especializada,Quality indicators in lactose hydrolyzed milks and soy beverages from Colombia,No Aplica,International Journal of Food Science and Technology,1365-2621,2021,1,,1 - 8,10.1007/s13197-021-05055-y,ALFONSO ENRIQUE RAMIREZ SANABRIA
00000000008153,True,Publicado en revista especializada,Role of the support and chloride during the purification of 1‐pentene in alkyne/alkene streams over Pd catalysts,No Aplica,Journal of Chemical Technology and Biotechnology,0268-2575,2021,4,,1 - 11,10.1002/jctb.6755,ALFONSO ENRIQUE RAMIREZ SANABRIA
00000000008153,True,Publicado en revista especializada,Activity and sulfur resistance of co-impregnated bimetallic PdNi/γ-Al2O3 catalysts during hydrogenation of styrene,Brasil,Brazilian Journal Of Chemical Engineering,0104-6632,2021,38,,315 - 326,10.1007/s43153-021-00101-w,MISAEL CORDOBA ARROYO
00000000008153,True,Publicado en revista especializada,Ru0·Run+/Al2O3 as a Versatile Catalyst in the Isomerization of Allyl Alcohol,Suiza,Frontiers in Chemistry,2296-2646,2021,9,,1 - 12,10.3389/fchem.2021.671980,CRISTIAN DAVID MIRANDA MUNOZ
00000000008153,True,Publicado en revista especializada,Ru0.Run+/Al2O3 a versatil catalyst in the isomerization of allyl alcohol,No Aplica,Frontiers in Chemistry,2296-2646,2021,5,,1 - 12,10.3389/fchem.2021.671980,ALFONSO ENRIQUE RAMIREZ SANABRIA
00000000008153,True,Publicado en revista especializada,Transesterificación de aceite de palma (Elaeis guineensis x Elaeis oleífera) empleando catalizadores ácidos heterogéneos y agitación ultrasónica,Colombia,Ingeniería Y Competitividad,2027-8284,2021,23,,1 - 15,10.25100/iyc.23i2.11287,CRISTIAN DAVID MIRANDA MUNOZ
00000000015758,True,Publicado en revista especializada,Propuesta metodológica para la identificación del grado de desarrollo de los intangibles para organizaciones empresariales,México,Contaduria y Administracion,0186-1042,2015,XX,,30 - 57,,FRANCISCO JAVIER ORTEGA
00000000015758,True,Publicado en revista especializada,Perspetivas teóricas para el análisis social de los fenómenos juveniles,Colombia,Perspectivas,0101-3459,2015,7,,51 - 56,,FRANCISCO JAVIER ORTEGA
00000000015758,True,Publicado en revista especializada,Análisis comparativo de los mercados bursátiles que integran el MILA,Colombia,Contexto,2339-3084,2016,5,,53 - 62,10.18634/ctxj.5v.0i.382,JORGE EDUARDO OROZCO ALVAREZ
00000000008153,True,Publicado en revista especializada,Mechanical Properties of Poly(N-isopropyl-acrylamide-co-itaconic acid) hydrogels,Afganistán,Journal of Applied Polymer Science,0021-8995,2002,85,12,2540 - 2545,10.1002/app.10852,"ISSA ANTONIO KATIME AMASHTA, JOSE RAMON QUINTANA, NORA ELENA VALDERRUTEN POSSO"
00000000008153,True,Publicado en revista especializada,Release kinetics of several drugs from polymeric hydrogels,Colombia,"Current Trends In Polymer Science, (Curr. Trends Polym. Sci.)",0972-446X,2002,7,,173 - 183,,"NORA ELENA VALDERRUTEN POSSO, JOSE RAMON QUINTANA, ISSA ANTONIO KATIME AMASHTA, VIRGINIA SAEZ, ESTIBALIZ HERNAEZ"
00000000008153,True,Publicado en revista especializada,"A mechanistic study of the ammonolysis of alkyl acetoacetates in water. Formation of 1,5-dimethyl-2,6,9-triaza-bicyclo[3.3.1] nonane -3,7-dione as the main product",Estados Unidos,Tetrahedron,0040-4020,2002,58,1,55 - 60,,"ALFONSO ENRIQUE RAMIREZ SANABRIA, RODRIGO PAREDES CONSTAIN, RODRIGO ABONIA GONZALEZ, ANGELINA DEL SOCORRO HORMAZA ANAGUANO, ALONSO ELIAS JARAMILLO AGUIRRE, RODOLFO MORENO FUQUEN"
00000000008153,True,Publicado en revista especializada,Controlled release of aminophylline from poly(n-isopropylacrylamide-co-itaconic acid) hydrogels,Afganistán,Polymer International,0959-8103,2001,50,8,869 - 879,10.1002/pi.707,"NORA ELENA VALDERRUTEN POSSO, ISSA ANTONIO KATIME AMASHTA, JOSE RAMON QUINTANA"
00000000002192,True,Publicado en revista especializada,"Espacios de circulación, territorios en disputa en el pacífico nariñense",Colombia,"Antropacifico, Facultad De Ciencias Humanas Y Sociales, Universidad Del Cauca, Popayán",1692-8377,2004,2,,87 - 94,,BERNARDO JAVIER TOBAR QUITIAQUEZ
00000000002192,True,Publicado en revista especializada,"Aconteceres globales, desenlaces locales",Colombia,Porik An,0124-0528,2005,9,9,305 - 326,,BERNARDO JAVIER TOBAR QUITIAQUEZ
00000000002192,True,Publicado en revista especializada,De la Planeación Estratégica a la Planeación Tecnológica,Colombia,El Hombre Y La Máquina,0121-0777,2005,24,1,34 - 45,,"DEYCY JANETH SANCHEZ PRECIADO, RICARDO WILMAR ALVAREZ SANDOVAL"
00000000002192,True,Publicado en revista especializada,Palabras y Resistencias del Mujeres del Putumayo en el contexto del conflicto armado Colombiano,Colombia,Convergencia,1405-1435,2005,12,37,85 - 114,,ALEJANDRA MILLER RESTREPO
00000000002192,True,Publicado en revista especializada,"Migración laboral Internacional, Remesas y Crecimiento Económico",Colombia,Estudios Gerenciales,0123-5923,2005,97,Oct-dic,83 - 100,,MONICA MARIA SINISTERRA RODRIGUEZ
00000000002192,True,Publicado en revista especializada,"Cauca, Región de Conocimiento: Un Proceso de Construcción Participativa en un Territorio Rural, Plurietnico, Multicultural y Biodiverso",Colombia,Revista Javeriana: El Pensamiento Cristiano En Diálogo Con El Mundo. Medio Ambiente Universal Y Desarrollo Sostenible.,0120-3088,2006,724,74,78 - 81,,"DEYCY JANETH SANCHEZ PRECIADO, ADOLFO PLAZAS, LUZ STELLA PEMBERTHY GALLO"
00000000002192,True,Publicado en revista especializada,Agenda Caucana de Ciencia y Tecnología - CAUCACYT,Colombia,Boletin De La Vicerrectoria De Investigaciones - Universidad Del Cauca,1657-3951,2006,7,15,2 - 4,,"DEYCY JANETH SANCHEZ PRECIADO, ADOLFO PLAZAS, LUZ STELLA PEMBERTHY GALLO"
00000000002192,True,Publicado en revista especializada,DESARROLLO DE UN MAPA DE CONOCIMIENTO COMO APORTE A LA CONSOLIDACIÓN DEL SISTEMA REGIONAL DE INNOVACIÓN DEL CAUCA,Colombia,Boletin De La Vicerrectoria De Investigaciones - Universidad Del Cauca,1657-3951,2006,7,15,39 - 41,,"DEYCY JANETH SANCHEZ PRECIADO, ADOLFO PLAZAS, LUZ STELLA PEMBERTHY GALLO"
00000000002192,True,Publicado en revista especializada,La meseta de Popayán: un escenario para exteriorizar la cutura cafetera de Popayán,Estados Unidos,Global Conferences On Business And Finance Proceedings,1931-0285,2006,2,1,255 - 264,,BERNARDO JAVIER TOBAR QUITIAQUEZ
00000000002192,True,Publicado en revista especializada,La biotecnologìa y su comercio,Colombia,Revista Biotecnología En El Sector Agropecuario Y Agroindustrial,1692-3561,2006,IV,,126 - 133,,"CARLOS ALBERTO GONZALEZ CALLEJAS, JORGE CARRERA, JUAN MIGUEL VILLA"
00000000002192,True,Corto (Resumen),características y perfiles de personalidad del personal de internos de la Penitenciaria Nacional San isidro,Colombia,Boletin Electrónico De Psicologia Jurídica,1692-0759,2006,1,,22 - 35,,"ZAMANDA CORREA CORREA, FRANKLIN FAJARDO SANDOVAL, ALEXANDER MONTOYA"
00000000002192,True,Publicado en revista especializada,globalización: estrategias de la imagen y el sentimiento,Colombia,Porik An,0124-0528,2006,7,,140 - 155,,JAVIER ARTURO ARTEAGA PASOS
00000000002192,True,Publicado en revista especializada,El potencial empresarial de la biotecnologìa,Colombia,Revista Biotecnología En El Sector Agropecuario Y Agroindustrial,1692-3561,2007,V No.2,,112 - 120,,"CARLOS ALBERTO GONZALEZ CALLEJAS, JUAN MIGUEL VILLA, JESUS EDUARDO BRAVO"
00000000002192,True,Publicado en revista especializada,Biotecnologìa: desde el punto de vista de los negocios,Colombia,Revista Biotecnología En El Sector Agropecuario Y Agroindustrial,1692-3561,2007,"V, No1",,36 - 41,,"CARLOS ALBERTO GONZALEZ CALLEJAS, JUAN MIGUEL VILLA, REINALDO VELASCO"
00000000002192,True,Publicado en revista especializada,La Transición Demográfica y la Transformación Urbana en Popayán: Entelequia o realidad del desarrollo local (1985 ¿ 2005),Colombia,"Informe De Coyuntura Económica Regional Departamento Del Cauca, Banco De La República",1794-3582,2007,5,,72 - 96,,RONALD ALEJANDRO MACUACE OTERO
00000000002192,True,Publicado en revista especializada,De las galerías y las tiendas,Colombia,Peródico De Pensamiento Universitario Para La Sociedad. Universidad Del Cauca.,1909-3195,2007,1,,8 - 10,,"OLGA LUCIA CADENA DURAN, JORGE PRUDENCIO LOZANO BOTACHE"
00000000002192,True,Publicado en revista especializada,El trueque: alcances y limitaciones en el intercambio sobre las experiencias del saber y el hacer,Colombia,Revista Estudios Sociales Comparativos - Resc,1909-6496,2008,2,1,88 - 121,,OLGA LUCIA CADENA DURAN
00000000002192,True,Publicado en revista especializada,"la investigación en ciencias contables,economicas y administrativas de la universidad del Cauca: una perspectiva de la facultad",Colombia,Cuadernos de Administracion,0120-4645,2008,39,,109 - 125,,REINALDO ERAZO RODRIGUEZ
00000000002192,True,Publicado en revista especializada,Estrategias para incursionar en el mercado biotecnològico,Colombia,Revista Biotecnología En El Sector Agropecuario Y Agroindustrial,1692-3561,2008,6,1,87 - 92,,"CARLOS ALBERTO GONZALEZ CALLEJAS, JESUS EDUARDO BRAVO, JUAN MIGUEL VILLA"
00000000002192,True,Publicado en revista especializada,Modelo de Redes Empresariales Turísticas con enfoque de gestion de conocimiento,Costa Rica,Global Conferences On Business And Finance Proceedings,1941-9589,2008,3,,556 - 561,,"DEYCY JANETH SANCHEZ PRECIADO, WILFRED FABIAN RIVERA MARTINEZ, ADRIANA PAOLA SANCHEZ RICO"
00000000002192,True,Publicado en revista especializada,Narrativas y metafísicas del biopoder en el pacifico sur,Colombia,Mopa Mopa / Universidad De Nariño,0123-2045,2008,18,1,197 - 215,,BERNARDO JAVIER TOBAR QUITIAQUEZ
00000000002192,True,Publicado en revista especializada,¿Vive o sobrevive la población en situación de desplazamiento en la ciudad de Popayán? Del Conflicto Armado al Conflicto Urbano,Colombia,Porik An,0124-0528,2008,13,,149 - 176,,RONALD ALEJANDRO MACUACE OTERO
00000000002192,True,Publicado en revista especializada,Modelo De Gestión De Conocimiento Para La Agenda Caucana De Ciencia Y Tecnología ¿Caucacyt¿,Colombia,Porik An,0124-0528,2004,6,9,243 - 267,,"DEYCY JANETH SANCHEZ PRECIADO, LUZ STELLA PEMBERTHY GALLO"
