idgruplac,verificado,tipo,nombre,lugar,revista,issn,fecha,volumen,fasciculo,paginas,autores
00000000004806,True,Revista de divulgación,"Estrategia de aprendizaje mediante el uso de una herramienta web 2.0, para el aprendizaje de las matemáticas en estudiantes universitarios de primer semestre de la Institución Universitaria Tecnológica de Comfacauca",Colombia,Revista De Educación Y Desarrollo,1665-3572,2013,27,27,75 - 82,MAURICIO ANDRES MOSQUERA RIOS
00000000004806,True,Revista de divulgación,Modelo de gestión y gobierno de Tecnologías de Información en Instituciones de Educación Superior,España,Campus Virtuales,2255-1514,2014,3,2,96 - 107,"ALEX ARMANDO TORRES BERMUDEZ, HUGO FERNANDO ARBOLEDA JIMENEZ, WALTER LUCUMI SANCHEZ"
00000000004806,True,Revista de divulgación,"La influencia de las TIC, en la Seguridad Informatica",Colombia,"I+T+C Investigación, Tecnología Y Ciencia",1909-5775,2016,10,,51 - 56,"CLARA LUCIA BURBANO GONZALEZ, KATERINE MARCELES VILLALBA, DIANA CAROLINA BURBANO GONZALEZ"
00000000004806,True,Revista de divulgación,"Definición de mecanismos para evaluar, monitorear y mejorar el proceso de aprendizaje colaborativo",México,Tecnología Educativa Revista CONAIC,2395-9061,2016,3,3,1 - 15,VANESSA AGREDO DELGADO
00000000004806,True,Revista de divulgación,Modelo integral de gestión y promoción de la investigación en Instituciones de Educación Superior,,Teknos,2539-2190,2018,18,,30 - 39,ALEX ARMANDO TORRES BERMUDEZ
00000000004806,True,Periódico de noticias,Afectación de la jugabilidad en simuladores de realidad virtual para entrenamiento de cirugía laparoscópica asociado a dispositivos Gamepad,Colombia,Teknos,2539-2190,2019,19,2,41 - 48,HELDER YESID CASTRILLON COBO
00000000000095,True,Revista de divulgación,El resumen y las palabras clave en la literatura médica,Colombia,Revista De La Facultad Ciencias De La Salud,0124-308X,2006,8,1,7 - 11,MARIO FRANCISCO DELGADO NOGUERA
00000000002936,True,Revista de divulgación,ESTADO AUDITIVO DE ESTUDIANTES DE PRIMER GRADO SEGUN DOCENTES Y PRUEBAS AUDIOLOGICAS,Colombia,Areté,1909-616X,2012,12,1,16 - 23,MARIA CONSUELO CHAVES PENARANDA
00000000008152,True,Revista de divulgación,Chemical Characterizaction Sacha Inchi (Plukenetia Volubilis) Seed: Oleaginosa Promising From the Colombian Amazon,,International Journal of Current Science Research and Review,2581-8341,2018,1,,11 - 22,"RICARDO BENITEZ BENITEZ, JAIME MARTIN FRANCO, DIANA CAROLINA CORONELL TOVAR"
00000000000095,True,Revista de divulgación,HIPERLIPIDEMIA FAMILIAR: CASO CLÍNICO Y ENFOQUE TERAPEÚTICO DESDE LA MEDICINA BASADA EN LA EVIDENCIA,Colombia,Revista De La Facultad Ciencias De La Salud,0124-308X,2011,13,1,21 - 30,"MARIO FRANCISCO DELGADO NOGUERA, EDISON ALEXANDER BENAVIDES HERNANDEZ, ALVARO IVAN NARVAEZ GOMEZ"
00000000000095,True,Revista de divulgación,Oportunidad de reflexión,Colombia,Revista De La Facultad Ciencias De La Salud,0124-308X,2011,13,2,8 - 9,MARIO FRANCISCO DELGADO NOGUERA
00000000000095,True,Revista de divulgación,Histiocitosis de células de langerhans con manifestaciones multisistémicas en periodo neonatal,Colombia,Revista De La Facultad Ciencias De La Salud,0124-308X,2011,13,2,15 - 19,ROSALBA DIAZ CASTRO
00000000000095,True,Revista de divulgación,TOXOPLASMOSIS CONGÉNITA: CASO CLÍNICO E INDICACIÓN DEL TRATAMIENTO CON CORTICOESTEROIDES,Colombia,Revista De La Facultad Ciencias De La Salud,0124-308X,2011,13,4,16 - 20,"MARIO FRANCISCO DELGADO NOGUERA, DIANA MARCELA MUNOZ MANQUILLO"
00000000008152,True,Revista de divulgación,Evaluación de la capacidad antioxidante y metabolitos secundarios de extractos de dieciséis plantas medicinales,Ecuador,Revista Ciencia Unemi,1390-4272,2016,9,20,29 - 35,RICARDO BENITEZ BENITEZ
00000000000095,True,Periódico de noticias,Factores asociados a anomalías congénitas en neonatos del Cauca,Colombia,Pediatria,0120-4912,2012,45,1,47 - 58,ROSALBA DIAZ CASTRO
00000000000095,True,Revista de divulgación,Los ácidos grasos poliinsaturados de cadena larga en el temprano desarrollo cerebral humano,Colombia,Revista De La Facultad Ciencias De La Salud,0124-308X,2012,14,,25 - 30,MARIO FRANCISCO DELGADO NOGUERA
00000000003212,True,Revista de divulgación,"PARTICIPACIÓN COMUNITARIA, PRÁCTICAS Y SABERES PEDAGÓGICOS EN MAESTROS INDÍGENAS",Colombia,Revista De La Facultad De Ciencias Humanas Y Sociales De La Universidad Del Cauca,0123-4218,2005,9,,189 - 218,"LILIA TRIVINO GARZON, ELIZABETH CASTILLO GUZMAN, PATRICIA CERON"
00000000001014,True,Revista de divulgación,El Estado de la Investigación en la Enseñanza de la Lectura y la Escritura en la Universidad Colombiana,Ecuador,Revista Eídos,1390-499X,2012,5,,47 - 52,MARY EDITH MURILLO FERNANDEZ
00000000002726,True,Periódico de noticias,Una década sin el detective salvaje,Colombia,Diario El Liberal,0121-9022,2013,24129,,14 - 15,JUAN CARLOS PINO CORREA
00000000015675,True,Revista de divulgación,Fortalecimiento de las Competencias de Aprendizaje de Geometría mediante B-Learning,,Revista Ingeniería E Innovación,2346-0466,2020,7,,1 - 8,"FABINTON SOTELO GOMEZ, MARIO FERNANDO SOLARTE, WILSON JORDAN, JERSON DAVID ERAZO BELTRAN"
00000000008159,True,Revista de divulgación,Eurolalt-is,Colombia,Boletin De La Vicerrectoria De Investigaciones - Universidad Del Cauca,1657-3951,2001,2,,40 - 46,"APOLINAR FIGUEROA CASAS, CARLOS ARTURO LEON ROA, ANDRES JOSE CASTRILLON MUNOZ"
00000000008159,True,Periódico de noticias,Adaptación y análisis de conflictos socioambientales,Colombia,Peródico De Pensamiento Universitario Para La Sociedad. Universidad Del Cauca.,1909-3195,2009,19,,3 - 4,SAMIR CARLOS JOAQUI DAZA
00000000008159,True,Revista de divulgación,"El mecanismo de desarrollo limpio, aportes a la conservación de escosistemas y desarrollo regional",Colombia,Revista Ambiente Y Sostenibilidad,2339-3122,2011,2,,73 - 79,MARIA CRISTINA ORDONEZ DIAZ
00000000008159,True,Periódico de noticias,"GESTIÓN AMBIENTAL PARA SISTEMAS PRODUCTIVOS PISCÍCOLAS, EN ECOSISTEMAS ALTOANDINOS EN EL CONTEXTO DE LA PRODUCCIÓN MÁS LIMPIA",Colombia,Revista Ambiente Y Sostenibilidad,2339-3122,2011,1,1,18 - 24,SAMIR CARLOS JOAQUI DAZA
00000000008159,True,Revista de divulgación,El desarrollo rural sostenible desde procesos de educación ambiental,Colombia,Revista Ambiente Y Sostenibilidad,2339-3122,2011,1,,12 - 17,NILSA LORENA ALVEAR NARVAEZ
00000000008159,True,Revista de divulgación,Caracterización tecnológica para la sostenibilidad ambiental en procesos productivos de papa en zonas altoandinas caucanas,Colombia,Revista Ambiente Y Sostenibilidad,2339-3122,2012,2,,29 - 37,JUAN PABLO MARTINEZ IDROBO
00000000008159,True,Periódico de noticias,Aportes Conceptuales en el Desarrollo de Estrategias Metodológicas para el Establecimiento del Control Fiscal Ambiental Aplicando el Principio de Valoración de los Costes Ambientales,Colombia,Sinderesis Revista De La Auditoria General De La República,0124-471X,2013,16,,11 - 26,"JORDI MORATO, JUAN PABLO MARTINEZ IDROBO, SAMIR CARLOS JOAQUI DAZA, APOLINAR FIGUEROA CASAS, BRENT VILLANUEVA, ANGEL GALLEGOS, JORGE IGNACIO MONTOYA RESTREPO"
00000000008159,True,Revista de divulgación,"Resultados de la indagación sobre la dimensión ambiental y la educación ambiental en la Universidad del Cauca, Colombia",México,Didac,0185-3872,2018,71,,28 - 34,"MARIA LAURA BARCIA RIVERA, NILSA LORENA ALVEAR NARVAEZ, LUZ ADRIANA RENGIFO GALLEGO, MERCY LORENA URBANO PARDO"
00000000002726,True,Revista de divulgación,Un lugar incierto,Colombia,Revista De Poesía Ophelia,0122-5995,2002,20,,3 - 11,JUAN CARLOS PINO CORREA
00000000002726,True,Periódico de noticias,"Leonardo Valencia: apertura de fronteras, libro progresivo y escritura flotante",Colombia,Diario El Liberal,0121-9022,2009,22723,,2B - 2B,JUAN CARLOS PINO CORREA
00000000002726,True,Revista de divulgación,El cielo de sus ojos,Colombia,La Mandrágora,1794-0362,2009,7,,13 - 15,JUAN CARLOS PINO CORREA
00000000002726,True,Periódico de noticias,Saramago: ética y compromiso sin intermitencias,Colombia,Diario El Liberal,0121-9022,2010,23116,,8A - 8A,JUAN CARLOS PINO CORREA
00000000002726,True,Periódico de noticias,Goles y autogoles: escenas del fútbol en sociedad,Colombia,Peródico De Pensamiento Universitario Para La Sociedad. Universidad Del Cauca.,1909-3195,2010,21,,3 - 5,JUAN CARLOS PINO CORREA
00000000002726,True,Periódico de noticias,"Jóvenes tatuados, cronistas y arquitectos de la piel",Colombia,Comarca,2216-1759,2011,3,,8 - 9,JUAN CARLOS PINO CORREA
00000000002726,True,Periódico de noticias,Carlos Fuentes: un legado de tiempos y de territorios,Colombia,Diario El Liberal,0121-9022,2012,23812,,2A - 2A,JUAN CARLOS PINO CORREA
00000000000668,True,Periódico de noticias,Mineria y conflicto en el Pacifico Colombiano,Colombia,"Antropacifico, Facultad De Ciencias Humanas Y Sociales, Universidad Del Cauca, Popayán",1692-8377,2011,9,,87 - 128,ELIZABETH TABARES TRUJILLO
00000000000668,True,Revista de divulgación,La medicina tradicional entre los afrocolombianos Lopez de Micay. Departamento del Cauca,Colombia,"Antropacifico, Facultad De Ciencias Humanas Y Sociales, Universidad Del Cauca, Popayán",1692-8377,2011,9,,129 - 139,PAOLA ANDREA TOVAR TOVAR
00000000000668,True,Revista de divulgación,Ciudades y conflictos en el Pacifico Colombiano,Colombia,Utopias,0122-2899,2013,38,,7 - 26,ELIZABETH TABARES TRUJILLO
00000000000668,True,Periódico de noticias,"los jóvenes y el manejo de la sexualidad en Belalcazar, Silvia y Guapi",Colombia,"Antropacifico, Facultad De Ciencias Humanas Y Sociales, Universidad Del Cauca, Popayán",1692-8377,2014,10,11,3 - 14,PAOLA ANDREA TOVAR TOVAR
00000000000668,True,Periódico de noticias,El Papel de la mujer afrocolombiana en la transmisión del conocimiento tradicional en el Pacífico,Colombia,"Antropacifico, Facultad De Ciencias Humanas Y Sociales, Universidad Del Cauca, Popayán",1692-8377,2014,"10,11 y 12",,101 - 109,ELIZABETH TABARES TRUJILLO
00000000000668,True,Revista de divulgación,Violencias en el cuerpo sobre las diversas poblaciones del departamento del Cauca durante los últimos 20 años del conflicto armado colombiano,Colombia,"Antropacifico, Facultad De Ciencias Humanas Y Sociales, Universidad Del Cauca, Popayán",1692-8377,2017,15,,99 - 109,ELIZABETH TABARES TRUJILLO
00000000000668,True,Revista de divulgación,Reconstruyendo la memoria del conflicto armado en el suroccidente de Colombia: Pensando nuevas perspectivas en las investigaciones sobre conflicto al interior del Grupo de Investigación,Colombia,"Antropacifico, Facultad De Ciencias Humanas Y Sociales, Universidad Del Cauca, Popayán",1692-8377,2017,15,,8 - 16,ELIZABETH TABARES TRUJILLO
00000000000668,True,Revista de divulgación,"¿Diversas miradas teóricas en torno a la problemática de los territorios indígenas y su lucha por la tierra, en Colombia y en el Cauca.¿ Su texto es una mirada teórica sobre la historia de la lucha por la tierra de los indígenas de América y de manera particular, el caso de los Nasa.",Colombia,"Antropacifico, Facultad De Ciencias Humanas Y Sociales, Universidad Del Cauca, Popayán",1692-8377,2018,15,10,36 - 57,PAOLA ANDREA TOVAR TOVAR
00000000000668,True,Revista de divulgación,Diversas miradas teóricas en torno a la problemática de los territorios indigenas y su lucha por la tierra en Colombia y en el Cauca.,Colombia,"Antropacifico, Facultad De Ciencias Humanas Y Sociales, Universidad Del Cauca, Popayán",1692-8377,2018,13,10,36 - 45,PAOLA ANDREA TOVAR TOVAR
00000000008159,True,Revista de divulgación,Jardín Botánico Álvaro José Negret,Colombia,Boletin De La Vicerrectoria De Investigaciones - Universidad Del Cauca,1657-3951,2001,10,,7 - 11,LUZ STELLA PEMBERTHY GALLO
00000000002175,True,Periódico de noticias,Sobre las tiendas y las galerías en Popayán,Colombia,Diario El Liberal,0121-9022,2007,22218,,3 - 6,"JORGE PRUDENCIO LOZANO BOTACHE, OLGA LUCIA CADENA DURAN"
00000000008160,True,Revista de divulgación,Plataforma de acuerdos de nivel de servicio basada en Minería de Datos y Servicios Web,Colombia,Rct On Line,1692-1585,2005,14,,10,"JUAN CARLOS CORRALES MUNOZ, JAVIER MESA DURANGO, OSCAR MAURICIO CAICEDO, EDWIN ARIEL PINO"
00000000002175,True,Revista de divulgación,La resistencia de los Conocimientos Tradicionales a la Geopolítica de las Semillas,,Boletín Geocrítica Latinoamericana,2665-4016,2020,,4,68 - 75,JORGE ALBERTO LOPEZ GUZMAN
00000000002175,True,Revista de divulgación,"Los Hitos de despojo, usurpación y saqueo de las semillas: La Entelequia del Desarrollo y las Revoluciones Verdes",,Boletín Geocrítica Latinoamericana,2665-4016,2020,,5,205 - 214,JORGE ALBERTO LOPEZ GUZMAN
00000000002175,True,Revista de divulgación,Entre los hitos del quehacer antropológico y el oficio de los antropólogos: el caso de la Universidad del Cauca,Colombia,Revista De Estudiantes De Antropología De La Universidad De Antioquia Kogoró,2256-361X,2020,,10,136 - 150,JORGE ALBERTO LOPEZ GUZMAN
00000000008516,True,Revista de divulgación,Tareas del Docente en la Educación virtual,Colombia,Almenara,1900-7981,2008,4,,28 - 32,"DAYNER ORDONEZ LOPEZ, ALBERTO BRAVO BUCHELY"
00000000002175,True,Revista de divulgación,Transnacionales: sacrilegio y geopolítica,Ecuador,PACHA Revista de Estudios Contemporáneos,2697-3677,2020,1,2,108 - 119,JORGE ALBERTO LOPEZ GUZMAN
00000000008516,True,Revista de divulgación,Evaluación en la Educación Virtual,Colombia,Almenara,1900-7981,2008,5,,15 - 17,"DAYNER ORDONEZ LOPEZ, ALBERTO BRAVO BUCHELY"
00000000002175,True,Revista de divulgación,Convulsiones Idílicas - Placer,Colombia,Revista Digital Cultural Alternativa Rugidos Disidentes,2619-5569,2020,1,,1 - 2,JORGE ALBERTO LOPEZ GUZMAN
00000000008516,True,Revista de divulgación,Introducción al Modelo Pedagógico mediado por TIC´s en la Institución Universitaria Colegio Mayor del Cauca Parte II,Colombia,Almenara,1900-7981,2009,7,,7 - 11,"DAYNER ORDONEZ LOPEZ, ALBERTO BRAVO BUCHELY"
00000000002175,True,Revista de divulgación,Catarsis de un investigador: notas para quien desea investigar,México,Revista Latinoamericana de Educación y Estudios Interculturales,2448-8801,2020,4,3,73 - 83,JORGE ALBERTO LOPEZ GUZMAN
00000000002175,True,Revista de divulgación,Retratos de una noche,México,Revista Cultural Mexicana Engarce,2448-5438,2020,5,4,58 - 59,JORGE ALBERTO LOPEZ GUZMAN
00000000008516,True,Revista de divulgación,ESTRATEGIAS PEDAGÓGICAS VIRTUALES PARA DISMINUIR EL ÍNDICE DE DESERCIÓN EN ESTUDIANTES MATRICULADOS EN LA MATERIA DE CÁLCULO DIFERENCIAL,Colombia,Libro de Conferencias y Reumenes,2393-705X,2018,4,,62 - 65,"DAYNER ORDONEZ LOPEZ, ALBERTO BRAVO BUCHELY"
00000000002175,True,Periódico de noticias,"De pandemias, crisis y lecciones",Colombia,Diario El Liberal,0121-9022,2020,82,26210,8 - 9,JAIRO TOCANCIPA FALLA
00000000002175,True,Periódico de noticias,Soñar en tiempos de miseria: un ensayo para los inconformes,México,Revista Cultural Mexicana Engarce,2448-5438,2020,6,2,155 - 156,JORGE ALBERTO LOPEZ GUZMAN
00000000008160,True,Revista de divulgación,Composición semántica de servicios web,Colombia,Rct On Line,1692-1585,2005,14,,20,"JUAN CARLOS CORRALES MUNOZ, JOSE ARMANDO ORDONEZ, JAVIER ERNESTO BURBANO, JAIME ANDRES CUBILLOS"
00000000002175,True,Revista de divulgación,El sancocho de gallina desde una mirada filosófica: ¿la suma de las partes es igual o diferente al todo?,México,Revista Cultural Mexicana Engarce,2448-5438,2020,6,1,34 - 35,JORGE ALBERTO LOPEZ GUZMAN
00000000007827,True,Revista de divulgación,ALEDO Algoritmo Para La Detección De Objetos,México,Tecnología Educativa Revista CONAIC,2395-9061,2019,6,1,68 - 73,"LUIS FREDDY MUNOZ SANABRIA, LEYDI MERCEDES VARGAS ORDONEZ"
00000000007827,True,Revista de divulgación,EDUMAT: herramienta web gamificada para la enseñanza de operaciones elementales,España,Campus Virtuales,2255-1514,2019,8,2,9 - 17,"LUIS FREDDY MUNOZ SANABRIA, LEYDI MERCEDES VARGAS ORDONEZ"
00000000006693,True,Revista de divulgación,Acceso a los servicios de salud en zonas de posconflicto. Departamento del Cauca (Colombia),,Enfermeria Comunitaria Revista Digital,1699-0641,2019,15,,1 - 6,"YANETH MARCELA MUNOZ ANGEL, ENID ESPERANZA GARZON MANQUILLO, ALEJANDRA ARIAS GORDILLO"
00000000002175,True,Revista de divulgación,Daniel Caicedo y el viento seco que trascendió el bipartidismo: Un análisis anacrónico,Colombia,Lexikalia,2346-3481,2019,9,,60 - 61,JORGE ALBERTO LOPEZ GUZMAN
00000000008160,True,Periódico de noticias,Sistema de Información del Departamento de Conmutación (Telemática),Colombia,Revista Pulsos,0124-4736,2001,1,,10 - 12,"JUAN CARLOS CORRALES MUNOZ, DIEGO MAURICIO LOPEZ"
00000000002175,True,Revista de divulgación,De la Geopolítica de la Biodiversidad a la Geopolítica de las Semillas,,Boletín Geocrítica Latinoamericana,2665-4016,2019,,3,52 - 63,JORGE ALBERTO LOPEZ GUZMAN
00000000002175,True,Revista de divulgación,Anthropology in Colombia and the Dynamics of the Labor Market,Estados Unidos,Global Journal of Archaeology & Anthropology,2575-8608,2019,8,5,1 - 7,JORGE ALBERTO LOPEZ GUZMAN
00000000002175,True,Revista de divulgación,"IDENTIDADES ¿TRANSICIONALES¿ Un acercamiento al reconocimiento y la representación simbólica de los jóvenes a través de la estética y la música rock en el ¿Rincón Payanés¿, Colombia",Chile,Revista Planeo,0719-2932,2017,47,,1 - 15,JAIRO TOCANCIPA FALLA
00000000002175,True,Revista de divulgación,"""Cuerpos quirúrgicos"" Análisis sobre tecnologías e imaginarios corporales",México,Pacarina Del Sur. Revista De Pensamiento Crítico Latinoamericano,2007-2309,2011,7,,[1],JANETH ALEXANDRA CABRERA BRAVO
00000000008160,True,Revista de divulgación,Plataforma de interoperabilidad basada en el esquema mediador ¿ Wrapper y Servicios Web para la gestión integrada de información ambiental,Colombia,Rct On Line,1692-1585,2005,14,,1,"JUAN CARLOS CORRALES MUNOZ, ALVARO RENDON GALLON, JOSE ARMANDO ORDONEZ"
00000000021496,True,Revista de divulgación,La innovación social en un ecosistema de economía social y solidaria,Colombia,Revista Idelcoop,0327-1919,2020,1,,71 - 94,"ELIZABETH TORO CHALA, SAUL JESUS PULIDO, DULIMA MOSQUERA"
00000000006505,True,Revista de divulgación,Sistema software para el análisis del estrés mental en test de usuarios,España,Campus Virtuales,2255-1514,2018,7,2,105 - 114,"WILMAR YESID CAMPO MUNOZ, GABRIEL ELIAS CHANCHI GOLONDRINO"
00000000015675,True,Revista de divulgación,M-Learning para Servicios Formativos en Soluciones Contables: Una Revisión,Colombia,Revista Ingeniería E Innovación,2346-0466,2020,8,,1 - 4,"ELIANA FERNANDEZ RENGIFO, FABINTON SOTELO GOMEZ"
00000000008431,True,Revista de divulgación,Organización y realización de eventos,Colombia,Almenara,1900-7981,2009,7,,38 - 40,LUIS GUILLERMO CESPEDES SOLANO
00000000008431,True,Revista de divulgación,LOS SEMILLEROS DE INVESTIGACIÓN,Colombia,Almenara,1900-7981,2011,4,,3 - 42,MARIA EUGENIA SALDARRIAGA SALAZAR
00000000008431,True,Revista de divulgación,Emprendimiento: Ideas y Cultura de empresa,Colombia,Almenara,1900-7981,2014,13,,10 - 13,MARIA EUGENIA SALDARRIAGA SALAZAR
00000000015570,True,Revista de divulgación,Aproximación a los fundamentos económicos de la práctica alimentaria y la gastronomía,Colombia,Criterios,0121-8670,2018,25,1,105 - 122,"ALEJANDRA MARIA RODRIGUEZ GUARIN, SALOMON RODRIGUEZ GUARIN, SANDRA FAISULER POTOSI RODRIGUEZ"
00000000002153,True,Revista de divulgación,Red Piloto de Teleasistencia Sanitaria,Colombia,Telecomunicaciones & Sociedad,1794-7197,2004,2,,6 - 27,"VIRGINIA SOLARTE MUNOZ, EDGARD CASTILLO E"
00000000002153,True,Revista de divulgación,Proceso de Negociación de Calidad de Servicio en una arquitectura NGN,Colombia,Ingenium,1692-0899,2012,6,12,25 - 36,"JENNIFER NATHALY MUNOZ, IDALITH KATHERINE QUICENO, OSCAR JOSUE CALDERON CORTES"
00000000002153,True,Revista de divulgación,EVALUACIÓN DEL DESEMPEÑO DEL PROTOCOLO BGP CON ATRIBUTOS DE INGENIERÍA DE TRÁFICO,Colombia,"Revista Rutic, Revista Universitaria En Telecomunicaciones, Informática Y Control De La Universidad Del Cauca",2227-3735,2012,1,2,36 - 48,"JAIRO ANDRES CASTANO R JOHN EDWAR ROJAS, OSCAR JOSUE CALDERON CORTES"
00000000002153,True,Revista de divulgación,Estudio de factibilidad técnico - económico para la implementación de una red FTTH/GPON en el contexto colombiano para servicios Triple Play,Perú,Perspectiv@s,1996-1952,2018,15,,50 - 63,"GUSTAVO ADOLFO GOMEZ AGREDO, ALEJANDRO TOLEDO TOVAR"
00000000002153,True,Revista de divulgación,Formato de modulación rz-dqpsk para mitigar la pmd en redes DWDM a 40 Gb/s,Perú,Perspectiv@s,1996-1952,2018,15,,34 - 41,ALEJANDRO TOLEDO TOVAR
00000000005833,True,Revista de divulgación,Diagramas UML como elemento básico del modelo de integración empresarial Actor de Empresa,Colombia,"I+T+C Investigación, Tecnología Y Ciencia",1909-5775,2018,12,,23 - 34,DIANA JIMENA LOPEZ MESA
00000000005833,True,Revista de divulgación,E-EYE PARA EVALUAR EL COLOR DEL CAFÉ TOSTADO,Colombia,Libro memorias CIIMA-CIM 2019,2665-5934,2019,1,,37 - 37,"CARLOS ALBERTO GAVIRIA LOPEZ, DIEGO ANDRES CAMPO CEBALLOS, DAVID ARMANDO REVELO LUNA"
00000000005833,True,Revista de divulgación,Impresión 3D: la nueva revolución industrial,,"I+T+C Investigación, Tecnología Y Ciencia",1909-5775,2019,13,,60 - 71,DAVID ARMANDO REVELO LUNA
00000000005833,True,Revista de divulgación,"Optimización de las condiciones de tiempo y temperatura en el proceso de tostado de café del Cauca, teniendo en cuenta la percepción del consumidor",Colombia,ACOFI,2665-5918,2019,1,1,348 - 349,"CARLOS ALBERTO GAVIRIA LOPEZ, DIEGO ANDRES CAMPO CEBALLOS"
00000000015570,True,Revista de divulgación,"Entramado cultural en la practica culinaria: entre las tradiciones, los gustos y los sabores.",Colombia,Perspectivas,2011-7345,2017,9,,37 - 43,"SANDRA FAISULER POTOSI RODRIGUEZ, ALEJANDRA MARIA RODRIGUEZ GUARIN"
00000000015570,True,Revista de divulgación,"Estrategias metodológicas de aprendizaje sobre buenas prácticas de manufactura dirigidas a las manipuladoras de alimentos de los restaurantes escolares del municipio de Popayán, Cauca",Colombia,Conciencia Revista Multidisciplinaria,2256-1625,2014,3,,140 - 152,"ALEJANDRA MARIA RODRIGUEZ GUARIN, JISEL GABRIELA SOLARTE VARGAS"
00000000003965,True,Periódico de noticias,Harán bolsas plásticas con yuca,Colombia,El Pais,0124-891X,2006,8,,12 - 13,HECTOR SAMUEL VILLADA CASTILLO
00000000003965,True,Revista de divulgación,Patente para plástico de almidón de yuca,Colombia,Universia Business Review,1698-5117,2006,6,,8 - 10,HECTOR SAMUEL VILLADA CASTILLO
00000000015570,True,Periódico de noticias,"Transformación e industrialización de la quinua en el sector agroalimentario de Ecuador, Colombia, Peru y Bolivia",Colombia,Conciencia Revista Multidisciplinaria,2256-1625,2014,3,,152 - 164,"ALEJANDRA MARIA RODRIGUEZ GUARIN, MARIO GERMAN ENRIQUE COLLAZOS, CLAUDIA LORENA CERON FERNANDEZ"
00000000011867,True,Revista de divulgación,Vulnerabilidad de los estudiantes de comunicación social. Un estudio de caso.,Perú,Correspondencias & Análisis,2304-2265,2019,9,,171 - 188,PIEDAD RUIZ ECHEVERRY
00000000003965,True,Periódico de noticias,Morfología Superficial de Almidones Termoplásticos Agrio de Yuca y Nativo de Papa por Microscopía Óptica y de Fuerza Atómica,Colombia,Universia Business Review,1698-5117,2007,4,,8 - 12,HECTOR SAMUEL VILLADA CASTILLO
00000000003965,True,Revista de divulgación,Usos de cartas de control para el análisis de calidad en manufactura de sacos de polipropileno,Chile,Actualidad Iberoamericana,0717-3636,2007,10,,17,"SILVIO ANDRES MOSQUERA SANCHEZ, JENNY FLOR CABRERA, JHON JAIRO NARVAEZ"
00000000003965,True,Revista de divulgación,Variables que afectan la calidad de la panela procesada en el Departamento del Cauca.,Chile,Actualidad Iberoamericana,0717-3636,2007,10,,16,"SILVIO ANDRES MOSQUERA SANCHEZ, HECTOR SAMUEL VILLADA, JORGE ELIECER CARRERA"
00000000003965,True,Periódico de noticias,Evaluación de las propiedades mecánicas de harina de amaranto termoformadas (Amaranthus caudatus) con polvillo de fique,Colombia,Revista Biotecnología En El Sector Agropecuario Y Agroindustrial,1909-9959,2008,6,,61 - 65,"SILVIO ANDRES MOSQUERA SANCHEZ, HECTOR SAMUEL VILLADA, JUAN PABLO CASTANEDA"
00000000003965,True,Revista de divulgación,"Obtencion de Biopeliculas Termoplasticas de Almdion de Achira, Cidra Papa y Yuca para Cobertura en Productos Carnicos",Colombia,Boletin De La Vicerrectoria De Investigaciones - Universidad Del Cauca,1657-3951,2009,18,,16 - 21,HECTOR SAMUEL VILLADA CASTILLO
00000000003965,True,Revista de divulgación,"Innovación social en comunidades rurales: experiencia en aprovechamiento de residuos sólidos (Cauca, Colombia)",España,Revista de Estudios sobre Despoblación y Desarrollo Rural,2340-4655,2021,30,,75 - 108,"AMANDA LUCIA FERNANDEZ PEREZ, CLARA MILENA CONCHA LOZADA, DAYSE DELGADO ERASO"
00000000011867,True,Revista de divulgación,El sentido de la comunicación en la construcción de lo público,Colombia,Revista Facultad De Derecho Y Ciencias Politicas Y Sociales De La Universidad Del Cauca,0122-8382,2016,14,,101 - 118,OLGA PATRICIA SOLIS VALENCIA
00000000008431,True,Revista de divulgación,ORANIZACIÓN Y REALIZACIÓN DE EVENTOS,Colombia,Almenara,1900-7981,2009,7,,38 - 40,"MARIA EUGENIA SALDARRIAGA SALAZAR, LUIS GUILLERMO CESPEDES SOLANO, MARIA FERNANDA GUZMAN GONZALEZ, NESTOR ANDRES REYES BRAVO"
00000000002153,True,Periódico de noticias,Programa de Investigación y Desarrollo en Redes de Acceso Universal para la Teleeducación y la Telemedicina,Colombia,Telecomunicaciones & Sociedad,1794-7197,2004,2,,28 - 34,"VIRGINIA SOLARTE MUNOZ, EDGARD CASTLLO E"
00000000008431,True,Revista de divulgación,INVESTIGACION EN EL AULA,Colombia,Almenara,1900-7981,2006,1,,19 - 22,MARIA EUGENIA SALDARRIAGA SALAZAR
00000000008431,True,Revista de divulgación,Contextualización de la política y política públicas,Colombia,Almenara,1900-7981,2009,6,,21 - 23,LUIS GUILLERMO CESPEDES SOLANO
00000000007399,True,Revista de divulgación,Diseño e implementación de un prototipo de monitoreo de bajo costo para estaciones de radiodifusion sonora en frecuencia modulada,México,Pistas educativas,2448-847X,2020,42,136,453 - 470,"VICTOR FABIAN MIRAMA PEREZ, CLAUDIA MILENA HERNANDEZ BONILLA, VICTOR MANUEL QUINTERO FLOREZ"
00000000008431,True,Revista de divulgación,Las Competencias y el curriculo,Colombia,Almenara,1900-7981,2006,1,,10 - 14,LUIS GUILLERMO CESPEDES SOLANO
