idgruplac,verificado,tipo,nombre,lugar,revista,issn,fecha,volumen,fasciculo,paginas,autores
00000000002157,True,Revista de divulgación,"Revisión sistemática acerca de la implementación de metodologías ágiles y otros modelos en micro, pequeñas y medianas empresas de software",,Revista Tecnológica Espol,1390-3659,2015,28,,464 - 479,"CESAR JESUS PARDO CALVACHE, JUAN DAVID YEPES GONZALEZ"
00000000005361,True,Revista de divulgación,Private higher education in Colombia. Problems and achievements,Estados Unidos,International Higher Education,1084-0613,2010,58,Winter,13 - 16,LINA URIBE
00000000005361,True,Revista de divulgación,El papel del colonialismo en la visión eurocéntrica del desarrollo en America Latina,Colombia,Porik An,0124-0528,2014,15,18,237 - 257,SALOMON RODRIGUEZ GUARIN
00000000005361,True,Revista de divulgación,Alianza universidad-Empresa en la identificación de competencias para la formación de Tecnólogos en el Cauca,Colombia,Perspectivas,2011-7345,2015,7,,131 - 138,ISABEL RAMIREZ MEJIA
00000000005361,True,Revista de divulgación,Aproximación a los fundamentos económicos de la práctica alimentaria y la gastronomía,Colombia,Criterios,0121-8670,2018,25,1,105 - 122,"ALEJANDRA RODRIGUEZ GUARIN, SALOMON RODRIGUEZ GUARIN, SANDRA FAISULER POTOSI RODRIGUEZ"
00000000005361,True,Revista de divulgación,Aprendizaje de las Leyes de Newton en la Educación Superior a través de la gamificación,,Revista Ingeniería E Innovación,2346-0474,2019,7,,19 - 22,"SANDRA JULIANA VIVAS IDROBO, VICTOR RENE OLAVE PORTILLA, ARY FABIAN VOLVERAS ESPINOSA, OSCAR FERNANDO HOYOS CARVAJAL"
00000000005361,True,Revista de divulgación,Herramienta Didáctica Gamificada para el aprendizaje de las integrales Indefinidas en la Educación Superior,Colombia,IF Ingeniería y tecnología,2711-4554,2020,1,1,27 - 32,"ARY FABIAN VOLVERAS ESPINOSA, SANDRA JULIANA VIVAS IDROBO"
00000000003792,True,Revista de divulgación,Aplicación y ajuste en la práctica del nuevo proceso de mejora para procesos de software Agile SPI Process: Caso de estudio real en una PyME.,Colombia,Gerencia Tecnologica Informatica - Gti,1657-8236,2006,5,,21 - 29,"CESAR JESUS PARDO CALVACHE, LUIS EDUARDO FERNANDEZ BAHOS, JULIO ARIEL HURTADO ALEGRIA, JUAN CARLOS VIDAL ROJAS"
00000000007601,True,Revista de divulgación,"la primera infancia, una mirada institucional y pedagogica",Colombia,Tiempos Nuevos: Revista Institucional Del Cesmag,0123-1359,2018,25,,59 - 62,FRANCISCO JAVIER PORTILLA GUERRERO
00000000007601,True,Revista de divulgación,Competencias Gerenciales de los Administradores de Empresas en Bucaramanga y su Área metropolitana (Colombia).,Colombia,Ensayos,2171-9098,2017,32,,1 - 15,ORLANDO GONZALEZ BONILLA
00000000003792,True,Revista de divulgación,Experiencias en la especificación colaborativa de métodos de evaluación de usabilidad,España,Revista Faz,0718-526X,2014,7,,175 - 188,"ANDRES SOLANO, CESAR ALBERTO COLLAZOS ORDONEZ, TONI GRANOLLERS, JOSE ARCINIEGAS"
00000000003792,True,Revista de divulgación,Sección especial en Interacción Persona Ordenador y Educación,España,Vaep-Rita,2255-5706,2015,3,,12 - 13,"CARINA GONZALEZ, CESAR ALBERTO COLLAZOS ORDONEZ"
00000000003792,True,Revista de divulgación,"Sistema recomendador de usuarios en base al conocimiento, disponibilidad y reputación obtenida de interacciones en foros",España,Vaep-Rita,2255-5706,2015,3,,21 - 26,"SILVANA ACIAR, CESAR ALBERTO COLLAZOS ORDONEZ, CARINA GONZALEZ"
00000000003792,True,Periódico de noticias,Modelo Productor-Consumidor de un Libro de Texto para la Comunidad de Interacción Humano- Computadora en Latinoamérica,España,Vaep-Rita,2255-5706,2015,3,,27 - 35,"JAIME MUNOZ, CESAR ALBERTO COLLAZOS ORDONEZ"
00000000003792,True,Revista de divulgación,Una Propuesta de Visualización e Interacción Humano Computador en el Contexto de Información de la Pronunciación,España,Vaep-Rita,2255-5706,2015,3,1,14 - 20,"SANDRA CANO MAZUERA, CESAR COLLAZOS"
00000000010829,True,Revista de divulgación,"FISICOQUÍMICA, PERIFÍTON Y MACRO INVERTEBRADOS BENTÓNICOS DEL RÍO TAMBITO, RESERVA TAMBITO MUNICIPIO DE EL TAMBO DEPARTAMENTO DEL CAUCA, COLOMBIA",Colombia,Conciencia Revista Multidisciplinaria,2256-1625,2012,2,,95 - 106,JORGE LUIS MONTEALEGRE TORRES
00000000012079,True,Revista de divulgación,Evaluación de la eficiencia de remoción de un sistema de tratamiento con humedal construido de flujo subsuperficial horizontal para la depuración de aguas residuales del beneficio húmedo del café,Colombia,REVISTA LASIRC,2711-1814,2020,1,,43 - 46,"JUAN CARLOS CASAS ZAPATA, ANGELA SOFIA GOMEZ LOPEZ"
00000000012079,True,Periódico de noticias,"Análisis de parámetros locales del terreno a partir del DEM-SRTM3"" en el departamento del Cauca",Colombia,Ingeniería Hoy,0121-392X,2013,33,,61 - 72,NIXON ALEXANDER CORREA MUNOZ
00000000006175,True,Revista de divulgación,"Efecto de la Temperatura sobre el Crecimiento de Tilapia (Oreochromis sp) en Mamá Lombriz, Vereda Rio Blanco, Popayán, Colombia",Colombia,Teknos,2539-2190,2018,18,1,24 - 30,"ALVARO RENAN CAJAS BURBANO, BIBIANA PATRICIA MONTOYA BONILLA, BLANCA LILIA BONILLA"
00000000006505,True,Revista de divulgación,Recomendaciones de usabilidad para el diseño de sitios web dirigidos a la población infantil,Colombia,MEMORIAS CIMTED,2500-5987,2018,15,,128 - 141,GABRIEL ELIAS CHANCHI GOLONDRINO
00000000006505,True,Revista de divulgación,"IDENTIFICACIÓN DE PATRONES DE RENDIMIENTO ACADÉMICO EN LAS PRUEBAS SABER PRO ENTRE 2012-2014, EN LAS COMPETENCIAS LECTURA CRÍTICA Y COMUNICACIÓN ESCRITA CON TÉCNICAS PREDICTIVAS DE MINERÍA DE DATOS-",Colombia,Revista Activa Tecnológico De Antioquia,2027-8101,2019,11,,51 - 66,"SILVIO RICARDO TIMARAN PEREIRA, FREDY ALONSO VIDAL ALEGRIA"
00000000006505,True,Revista de divulgación,ANÁLISIS DE RESULTADOS EN PRUEBAS SABER PRO: CASO INSTITUCIÓN UNIVERSITARIA COLEGIO MAYOR DEL CAUCA,Colombia,Ventana Informática,0123-9678,2019,38,,57 - 84,"SILVIO RICARDO TIMARAN PEREIRA, FREDY ALONSO VIDAL ALEGRIA"
00000000006505,True,Revista de divulgación,Analítica de datos aplicado al contexto Universitario: Caso de estudio Pruebas Saber Pro,Colombia,Revista Activa Tecnológico De Antioquia,2027-8101,2019,12,,103 - 117,"JOSE SEBASTIAN RENGIFO COLLAZOS, FREDY ALONSO VIDAL ALEGRIA"
00000000006505,True,Revista de divulgación,Inteligencia de Negocios para las citas médicas del hospital nuestra señora de Lourdes en Argelia Cauca,Ecuador,Sathiri,2631-2905,2020,38,,237 - 248,"LUIS ALFONSO VEJARANO SANCHEZ, MARIA ALEJANDRA VARONA TABORDA, DANIELA IBOTH GUTIERREZ IDROBO, EDWIN MAURICIO REALPE GRIJALBA"
00000000006505,True,Revista de divulgación,Experimentos de usabilidad en IUnimayor,Colombia,Almenara,1900-7981,2015,14,,4 - 7,"GABRIEL ELIAS CHANCHI GOLONDRINO, CLAUDIA PATRICIA MUNOZ GUERRERO, MARTA CECILIA CAMACHO OJEDA"
00000000007952,True,Periódico de noticias,New Constructions of Sonar Sequences,India,International Journal Of Basic & Applied Sciences,2077-1223,2014,14,1,12 - 16,"CARLOS ALBERTO TRUJILLO SOLARTE, DIEGO FERNANDO RUIZ SOLARTE, NIDIA YADIRA CAICEDO BRAVO"
00000000007952,True,Revista de divulgación,New Constructions of Sonar Sequences,Pakistán,Ijbas: International Journal Of Basic & Applied Sciences,2227-2720,2014,14,1,12 - 16,DIEGO FERNANDO RUIZ SOLARTE
00000000006175,True,Revista de divulgación,"Caracterización del estado actual de la microcuencua del rio Quilichao en su parte media y baja, municipio de Santander de Quilichao - Cauca",Colombia,Communitad Sinergia,2346-4682,2015,3,,31 - 45,EVER GREGORIO MARTINEZ ROMERO
00000000006175,True,Revista de divulgación,Bactérias anaeróbias nativas do solo na biodegradação de compostos orgânicos voláteis,Colombia,"I+T+C Investigación, Tecnología Y Ciencia",1909-5775,2017,11,,43 - 48,LEIDY ROCIO NINO CAMACHO
00000000006175,True,Revista de divulgación,"Determinación de los Principales aspectos e impactos ambientales en la Corporación Universitaria ¿ UNICOMFACAUCA, Sede Santander de Quilichao.",Colombia,Revista Virtual UNID,2463-2260,2017,3,,5 - 13,"LIZETH VIVIANA QUINTERO RODRIGUEZ, EVER GREGORIO MARTINEZ ROMERO"
00000000006175,True,Revista de divulgación,"Análisis Multitemporal de la afectación histórica en la extensión de la Laguna de Sonso, ubicada en el Valle del Cauca, utilizando imágenes Landsat y herramientas SIG",Colombia,Revista Virtual UNID,2463-2260,2017,3,,13 - 23,"ADRIANA MARTINEZ ARIAS, DAVID ALEJANDRO MUNOZ"
00000000006175,True,Revista de divulgación,Interacciones entre Plantas y Bacterias Promotoras de Crecimiento Vegetal,Colombia,"Citecsa - Ciencia, Tecnología, Sociedad, Ambiente",2027-6745,2018,10,15,23 - 31,"BLANCA LILIA BONILLA PAZ, EFREN VENANCIO RAMOS CABRERA"
00000000012079,True,Revista de divulgación,Corrección del bandeamiento de una imagen de satélite LANDSAT ETM+. Caso de estudio: Zona aledaña a la ciudad de Popayán,Colombia,Ingeniería Hoy,0121-392X,2013,33,,52 - 60,NIXON ALEXANDER CORREA MUNOZ
00000000006175,True,Revista de divulgación,El turismo de naturaleza una estrategia para el desarrollo comunitario del municipio de Sotará - Departamento del Cauca - Colombia,Ecuador,Tierra Infinita,2602-8131,2019,5,1,7 - 14,BLANCA LILIA BONILLA PAZ
00000000006175,True,Periódico de noticias,HUERTAS COMUNITARIAS AGROECOLÓGICAS PARA EL FORTALECIMIENTO DE LA SEGURIDAD ALIMENTARIA Y LA REHABILITACIÓN SICO-SOCIAL EN TIEMPOS DEL COVID-19,Colombia,REVISTA LASIRC,2711-1814,2020,1,,215 - 224,CHRISTIAN ARIEL VIAFARA VERGARA
00000000002174,True,Revista de divulgación,Formación profesiional en turismo,Colombia,Región,1909-7697,2007,1,,10 - 11,ANDRES JOSE CASTRILLON MUNOZ
00000000001995,True,Revista de divulgación,FLEXIBILIDAD Y SALUD EN ESTUDIANTES DEL EQUIPO REHABILITADOR,Colombia,Revista De La Facultad Ciencias De La Salud,0124-308X,2010,12,2,21 - 27,PAOLA VERNAZA PINZON
00000000001995,True,Revista de divulgación,programa de acondicionamiento físico en Musicos,España,Revista Iberoamericana de Ciencias de la Actividad Física y el Deporte,2255-0461,2015,5,2,16 - 30,PAOLA VERNAZA PINZON
00000000001995,True,Periódico de noticias,"Efectos de un programa de prevención de lesiones sobre la flexibilidad, la estabilidad del Core y el equilibrio dinámico",Cuba,Revista Cubana De Medicina Deportiva Y Cultura Fisica,1728-922X,2019,14,1,1 - 13,ANDRES FELIPE VILLAQUIRAN HURTADO
00000000001995,True,Periódico de noticias,Postura y huella plantar en deportistas de combate (taekwondo y karate),Colombia,Revista de Investigacion e Innovacion en Ciencias de la Salud,2665-2056,2019,1,1,41 - 50,ANDRES FELIPE VILLAQUIRAN HURTADO
00000000001995,True,Revista de divulgación,Cuidado respiratorio en COVID-19,,Acta Colombiana de Cuidado Intensivo,0122-7262,2020,20,,108 - 117,LUIS ALEXANDER PENA LOPEZ
00000000002142,True,Revista de divulgación,"Epidendrum totoroense J.S. Moreno, Hágsater, E. Santiago & Erazo",México,"Icones Orchidacearum, Fascicle 4, The Genus Epidendrum, Part 3, A Third Century Of New Species In Epidendrum.",0188-4018,2016,,15,1598 - 1598,"ASTRID LUCERO ERAZO ERAZO, JUAN SEBASTIAN MORENO SILVA"
00000000017266,True,Revista de divulgación,Protocolos de obtención de Fibrina Rica en Plaquetas de uso odontológico,Colombia,Innovacion_Odontologia,2539-3618,2016,1,1,18 - 22,"DAVID ALEXANDER GUTIERREZ RAMIREZ, ANA ISABEL RESTREPO DORADO, ANA LUISA MUNOZ RAMIREZ"
00000000017266,True,Revista de divulgación,EVALUACIÓN DEL IMPACTO DE LA ESTÉTICA PERIODONTAL Y LA SENSIBILIDAD DENTAL EN EL MANEJO DE RECESIONES GINGIVALES CON CIRUGÍA DE COLGAJO DESPLAZADO CORONALMENTE CON FIBRINA RICA EN PLAQUETAS.,México,Impacto Odontologico,2448-7864,2017,2,3,13 - 15,DAVID ALEXANDER GUTIERREZ RAMIREZ
00000000003792,True,Revista de divulgación,Construyendo una guía para la evaluación de la usabilidad en EVAs,España,Campus Virtuales,2255-1514,2018,7,2,93 - 101,VANESSA AGREDO DELGADO
00000000003792,True,Periódico de noticias,GraphTQL: A visual query system for graph databases,,Journal of Computer Languages,2590-1184,2019,51,,97 - 111,"MARIA CONSTANZA PABON BURBANO, MARTA LUCIA MILLAN ANIBAL, CESAR ALBERTO COLLAZOS ORDONEZ"
00000000004672,True,Periódico de noticias,Sobre las tiendas y las galerías en Popayán,Colombia,Diario El Liberal,0121-9022,2007,22218,,3 - 6,"JORGE PRUDENCIO LOZANO BOTACHE, OLGA LUCIA CADENA DURAN"
00000000015901,True,Revista de divulgación,Experiencias exitosas de asociatividad: un caso de empoderamiento de las mujeres rurales y equidad de género en cadenas de valor agrícola,Colombia,Novedades Colombianas,2145-5236,2020,15,,71 - 96,"CLARA MILENA CONCHA LOZADA, JUAN DIEGO OTERO SARMIENTO, CARLOS ANDRES DURAN ENRIQUEZ"
00000000010553,True,Revista de divulgación,Gestión del Conocimiento y Liderazgo. Su relación con la Autogestión en la Organización.,Colombia,REVISTA VALORES,2590-5910,2017,01,,91 - 98,PAOLA ANDREA UMANA AEDO
00000000010553,True,Revista de divulgación,Elementos para la estrategia de marketing digital en empresas agroindustriales en el departamento del Cauca,Colombia,Administración & Desarrollo,0120-3754,2017,47,No. 2,184 - 193,ADRIANA DIAGO ORTIZ
00000000010553,True,Revista de divulgación,Estudio comparativo de estrategias promocionales de marketing tradicional y digital en restaurantes de ACODRES en Popayán,Colombia,REVISTA VALORES,2590-5910,2017,1,,125 - 137,ADRIANA DIAGO ORTIZ
00000000010553,True,Revista de divulgación,Una Mirada a la Economía Colombiana,Colombia,REVISTA VALORES,2590-5910,2017,1,,138 - 144,HECTOR SANCHEZ COLLAZOS
00000000010553,True,Revista de divulgación,La gestión del conocimiento y la innovación en las organizaciones.,Colombia,REVISTA VALORES,2590-5910,2018,1,,99 - 109,DIANA ALEXANDRA PACHECO TORRES
00000000010553,True,Periódico de noticias,Una mirada a la Federación Campesina del Cauca desde el desarrollo a escala humana,Colombia,REVISTA VALORES,2590-5910,2018,2,,7 - 17,ROCIO DEL PILAR GARCIA TOSSE
00000000010553,True,Revista de divulgación,"FUNDAMENTO TEÓRICO PARA EL ANÁLISIS DE IMPACTO DE LA LEY PÁEZ EN EL NORTE DEL DEPARTAMENTO DEL CAUCA, COMO ESTUDIO DE CASO DE INNOVACIÓN TERRITORIAL Y DESARROLLO LOCAL",Ecuador,Sathiri,1390-6925,2018,13,,140 - 151,FRANCISCO JAVIER AGUILAR ERAZO
00000000010553,True,Revista de divulgación,El mal servicio también vende,Venezuela,Orbis. Revista Científica Ciencias Humanas,1856-1594,2020,16,47,5 - 19,ADRIANA DIAGO ORTIZ
00000000010553,True,Revista de divulgación,Asociaciones de recicladores de oficio: perspectiva organizacional en la ciudad de Popayán,Estados Unidos,REVISTA DE SOSTENIBILIDAD,2642-2700,2021,3,1,35 - 51,RAFAEL MAURICIO PADILLA MORENO
00000000010553,True,Revista de divulgación,Asociaciones de recicladores de oficio: perspectiva organizacional en la ciudad de Popayán,Estados Unidos,"Revista Internacional De Sostenibilidad, Tecnología Y Humanismo",1988-0928,2021,3,1,35 - 51,"RAFAEL MAURICIO PADILLA MORENO, DIANA ALEXANDRA PACHECO TORRES"
00000000015142,True,Revista de divulgación,Análisis De La Remoción De Cargas Contaminantes A Través De Un Filtro Biológico Para Tratar Efluentes Proveniente De Procesos Productivos Agropecuarios,España,Revista Internacional de Investigación y Docencia (RIID),2445-1711,2016,1,,40 - 49,"MAURICIO FERNANDO ORTIZ SARRIA, CARLOS ARTURO GRANADA TORRES, JHENNY KATHERINE HUETIO PASSOS"
00000000015901,True,Revista de divulgación,El índice oceánico de El Niño y la variabilidad de los casos de dengue en el departamento del Cauca (Colombia),Colombia,Salud Y Sociedad,2389-8038,2016,2,1,29 - 29,ADRIANA LORENA SANCHEZ VERGARA
00000000015901,True,Revista de divulgación,Biosensores Fotónicos Electro-Activos para la Detección de Patógenos Virales,Colombia,"Revista Digital ""Egresados Unicauca""",2711-1113,2020,5,,1 - 56,MONICA ALEJANDRA MORENO RUANO
00000000016879,True,Periódico de noticias,M-Learning para Servicios Formativos en Soluciones Contables: Una Revisión,,Revista Ingeniería E Innovación,2346-0466,2020,8,,1 - 13,ELIANA FERNANDEZ RENGIFO
00000000010553,True,Revista de divulgación,Importancia de los Intangibles en los Procesos Organizaciones,Colombia,"Valores, Finanzas Y Administración",2248-731X,2011,001,,35 - 38,PAOLA ANDREA UMANA AEDO
00000000016879,True,Revista de divulgación,Revisión literaria sobre factores que intervienen en el empoderamiento económico-social de las mujeres rurales emprendedoras en zonas de posacuerdo del departamento del Cauca - Colombia,Perú,LA JUNTA - REVISTA DE INNOVACIÓN E INVESTIGACIÓN CONTABLE,2709-4979,2020,5,,1 - 15,ELIANA FERNANDEZ RENGIFO
00000000015873,True,Revista de divulgación,Mulheres Ticuna: gênero e política na Amazônia,,Amazônica Revista de Antropologia,2176-0675,2016,1,,90 - 117,ELIZABETH RUANO IBARRA
00000000008489,True,Revista de divulgación,La Apreciación Significativa del Diseño en la Artesanía,Colombia,Almenara,1900-7981,2007,02,,52 - 53,ANGELA MARIA GUZMAN DONSEL
00000000008489,True,Revista de divulgación,La Artesanía: Un patrimonio de todos,Colombia,Almenara,1900-7981,2007,03,,7 - 8,ANGELA MARIA GUZMAN DONSEL
00000000008489,True,Revista de divulgación,Los Conversatorios: Espacios para la reflexión y el intercambio de experiencias,Colombia,Almenara,1900-7981,2009,4,,14 - 16,ANGELA MARIA GUZMAN DONSEL
00000000008489,True,Revista de divulgación,"Comentarios a resultados parciales del proyecto de investigación: ""Estado del arte de la artesanía en el Municipio de El Tambo, Cauca""",Colombia,Almenara,1900-7981,2009,4,,17 - 23,ANGELA MARIA GUZMAN DONSEL
00000000008489,True,Revista de divulgación,"Utilizando la realidad aumentada y los juegos serios para la apropiación del patrimonio, un caso en la Ciudad de Popayán / Using the augmented reality and serious gaming for the appropriation of heritage, a case in Popayán City",México,Tecnología Educativa Revista CONAIC,2395-9061,2016,3,3,6 - 17,"VICTOR HUGO AGREDO ECHAVARRIA, MARIA ISABEL VIDAL CAICEDO, MARTA CECILIA CAMACHO OJEDA"
00000000008489,True,Revista de divulgación,"La comunicación audiovisual como herramienta para la apropiación social de la ciencia y temas urbanos: un estudio de caso en la ciudad de Popayán, Colombia",España,RUTA Comunicación,2462-4888,2016,7,,24 - 57,"ANDRES ALEJANDRO CORDOBA CALVO, ANCISAR JAVIER MUNOZ HOYOS"
00000000008489,True,Revista de divulgación,Ciudades andinas y cambio climático el caso de Popayán,Colombia,Papeles De Coyuntura,1900-0324,2019,46,,64 - 90,MARIA ISABEL MAZORRA ARGOTE
00000000008489,True,Revista de divulgación,"Metodologia de diseño participativo de paisajes seguros. Estudio de caso Popayan, Cauca.",Colombia,Papeles De Coyuntura,1900-0324,2020,46,,124 - 152,"SANDRA PATRICIA ARTUNDUAGA LOMBO, GARY FERNANDO POLANCO ANGEL, LINA FERNANDA SAMBONI BOLANOS"
00000000004257,True,Revista de divulgación,La matriz extracelular: un ecosistema influyente en la forma y comportamiento de las células,Colombia,Morfolia,2011-9860,2015,7,1,12 - 35,LUISA FERNANDA ZUNIGA CERON
00000000015873,True,Revista de divulgación,Una visión de la terminación de los conflictos armados centrada en la justicia transicional = A vision of the end of armed conflict focused on transitional justice,Colombia,"Universitas, Revista De Filosofía, Derecho Y Política",1698-7950,2016,24,,165 - 194,ANGELICA MARIA ANICHIARICO GONZALEZ
00000000010553,True,Revista de divulgación,Estado del Arte de las Finanzas,Colombia,"Valores, Finanzas Y Administración",2248-731X,2011,001,001,20 - 24,PAOLA ANDREA UMANA AEDO
00000000004672,True,Revista de divulgación,"Valor, precio y ganancia en un contexto antimarxista",Colombia,Revista Ensayos De Economía,0121-4063,2009,19,35,87 - 108,AUGUSTO VELASQUEZ FORERO
00000000015873,True,Revista de divulgación,Participação-autoria e coordenaçãoliderança feminina nas reuniões anuais da Associação Nacional de Pós-Graduação e Pesquisa em Ciências Sociais (Anpocs),Argentina,Millcayac. Revista Digital De Ciencias Sociales,2362-616X,2019,6,,31 - 62,"JULIA ARAUJO AVILAR AMANCIO, ELIZABETH RUANO IBARRA"
00000000004672,True,Revista de divulgación,El fútbol como mercancía simbólica,Colombia,Revista Ensayos De Economía,0121-4063,2010,20,37,45 - 65,AUGUSTO VELASQUEZ FORERO
00000000004672,True,Revista de divulgación,Estudo de Caso Sobre a Satisfação dos usuários do Restaurante Universitário-RU,Brasil,Revista De Estudos Sociais,2358-7024,2013,15,30,33 - 42,"DANIEL SNEYDER CAMPO ZAMBRANO, RENATA FREITAS SIQUEIRA, ANDRE COVARI HARTER, CLAUDIO SIBERT"
00000000004672,True,Revista de divulgación,Transformaciones del territorio a partir del cambio agrícola en la caficultura: el caso del distrito cafetero de Cuatro Esquinas,Colombia,Porik An,0124-0528,2013,17,,127 - 156,DANIEL SNEYDER CAMPO ZAMBRANO
00000000004672,True,Revista de divulgación,La minga y el Ya tul: elementos de economía propia para la pervivencia del pueblo Misak,Colombia,Porik An,0124-0528,2013,17,,51 - 70,CARLOS CORREDOR JIMENEZ
00000000004672,True,Revista de divulgación,EMPRESA E ESTADO NA DINÂMICA DA FRONTEIRA AGRÍCOLA BRASILEIRA: SAPEZAL EM MATO GROSSO NA DÉCADA DE 1980,Brasil,Documento Monumento,2176-5804,2016,19,,266 - 275,"FERNANDO TADEU DE MIRANDA BORGES, DANIEL SNEYDER CAMPO ZAMBRANO"
00000000004672,True,Revista de divulgación,Análisis bibliométrico de las luchas urbanas y étnicas en la geografía humana (1990-2016): ¿nuevos paradigmas o continuidad de la tradición?,Colombia,Ar@Cne : Revista Electrónica De Recursos En Internet Sobre Geografía Y Ciencias Sociales,1578-0007,2017,207,,1 - 23,YILVER ARNULFO MOSQUERA VALLEJO
00000000004672,True,Revista de divulgación,Escalas geográficas e identidades territoriales: trayectoria desde las comunidades negras del Valle del Patía,,Geographia Meridionalis,2446-9165,2019,4,,126 - 144,YILVER ARNULFO MOSQUERA VALLEJO
00000000004672,True,Revista de divulgación,Elementos de economía solidaria a las fincas - escuelas Agroecológicas: Estrategias innovadoras de transferencia y apropiación social de conocimientos locales,Colombia,Escópica - Comunicación/Imagen/Cultura,2346-2280,2019,1,,24 - 26,"CARLOS CORREDOR JIMENEZ, MALEN YUDELI SOLIS MONTENEGRO"
00000000015873,True,Revista de divulgación,Balance de la producción académica sobre participación política de las mujeres en colombia 2000-2019,Colombia,Revista lumen gentium,2539-0678,2020,4,1,09 - 27,WILLIAM DARIO CHARA ORDONEZ
00000000015873,True,Revista de divulgación,PRODUCCIÓN ACADÉMICA ALREDEDOR DE LOS ESTUDIOS SOBRE CULTIVOS DE USO ILÍCITO EN COLOMBIA 2000-2019,Colombia,Cultura Y Droga,0122-8455,2019,24,28,135 - 158,"WILLIAM DARIO CHARA ORDONEZ, JULIANA RODRIGUEZ ARANGO"
00000000015873,True,Revista de divulgación,Editorial,Brasil,Interethnic@ Revista De Estudos Em Relações Interétnicas,2318-9401,2019,21,,1 - 2,"ELIZABETH RUANO IBARRA, JOAO FRANCISCO KLEBA LISBOA"
00000000015873,True,Revista de divulgación,Eventos acadêmicos indígenas na UnB sob a perspctiva da interculturalidade crítica,Brasil,Interethnic@ Revista De Estudos Em Relações Interétnicas,2318-9401,2019,21,,177 - 202,"ELIZABETH RUANO IBARRA, VICTORIA GAMA MIRANDA, GABRIEL RIBEIRO BIZERRIL"
00000000015873,True,Revista de divulgación,"Propuesta de intervención de actividad física y estimulación intrauterina para promoción de la salud en mujeres gestantes, Cauca- Colombia.",Colombia,Revista de Investigacion e Innovacion en Ciencias de la Salud,2665-2056,2019,1,,62 - 73,LUZ MARINA CHALAPUD NARVAEZ
00000000015873,True,Revista de divulgación,Nota editorial,Brasil,Interethnic@ Revista De Estudos Em Relações Interétnicas,2318-9401,2018,21,,1 - 2,ELIZABETH RUANO IBARRA
00000000010553,True,Revista de divulgación,"Reflexiones sobre JESUS en el campo administrativo, financiero, mercadeo y habilidades personales",Colombia,Almenara,1900-7981,2009,6,,41 - 44,RICARDO RIOMALO RIVERA
00000000015873,True,Revista de divulgación,Surviving by the grace of god: perception of the older adult,Estados Unidos,Gerontology & Geriatrics,2574-8130,2018,3,,128 - 130,"NANCY JANNETH MOLANO TOBAR, LUZ MARINA CHALAPUD NARVAEZ"
00000000002145,True,Revista de divulgación,Bladderworts (Review Invited),Colombia,Functional Plant Sci Biotechnology,1749-0472,2007,1,1,58 - 68,CAMILO ERNESTO ANDRADE SOSSA
00000000015873,True,Revista de divulgación,"Percepción ciudadana, gestión pública e intervención institucional de la movilidad urbana",Colombia,Summa Luris,2339-4536,2017,5,2,356 - 356,"WILLIAM DARIO CHARA ORDONEZ, MARIA ANDREA PALTA LIMAS"
00000000002145,True,Periódico de noticias,. Dinámica de la comunidad de macroinvertebrados en la quebrada Potrerillos (Colombia): Respuesta a los cambios estacionales de caudal. Limnética,España,Limnetica,0213-8409,2010,29,2,195 - 210,HILLDIER ZAMORA GONZALEZ
00000000015873,True,Revista de divulgación,Los estudiantes: protagonistas de la democracia en Venezuela,Colombia,Razon Publica,1657-1002,2017,,,1 - 5,"SERGIO ANGEL BAQUERO, SCARLETTE NASTASSJA ROJAS SILVA"
00000000002145,True,Periódico de noticias,"Importancia de los Macroinvertebrados Acuáticos Epicontinentales, en la dieta natural de tres especies ícticas nativas del río Patía, Departamento del Cauca.",Colombia,Unicauca Ciencia,0122-6037,2010,13,,65 - 75,HILLDIER ZAMORA GONZALEZ
00000000002145,True,Revista de divulgación,Chrysogorgiidae (Octocorallia) recolectados durante las expediciones macrofauna I y II en el Caribe colombiano.,Colombia,Boletin de Investigaciones Marinas y Costeras,0122-9761,2010,39,2,427 - 445,CAMILO ERNESTO ANDRADE SOSSA
00000000015873,True,Revista de divulgación,Politicas Colombianas de Competitividade e Empreendedorismo: aproximação comparativa,Colombia,Revista De Estudos E Pesquisas Sobre As Américas,1984-1639,2017,11,,156 - 177,ELIZABETH RUANO IBARRA
00000000015873,True,Revista de divulgación,Vozes de mulheres migrantes não apenas em 8 de março,Brasil,Travessia Revista Do Migrante,0103-5576,2016,29,1,155 - 170,ELIZABETH RUANO IBARRA
00000000002145,True,Revista de divulgación,Efecto de la actividad antrópica sobre la composición y diversidad de macroinvertebrados acuáticos en el río Cofre (sistema lótico andino colombiano),Colombia,Revista Biodiversidad Neotropical,2256-5426,2014,4,2,113 - 123,CAMILO ERNESTO ANDRADE SOSSA
00000000015873,True,Revista de divulgación,Protesto indigena na Colômbia: a Minga em questão,Brasil,Revista Ciencias Sociais Unisinos,2177-6229,2016,52,,263 - 273,ELIZABETH RUANO IBARRA
00000000015873,True,Revista de divulgación,¿Qué hacer con la marca país en el posconflicto?,Colombia,Razon Publica,1657-1002,2016,,,1 - 5,"SERGIO ANGEL BAQUERO, SCARLETTE NASTASSJA ROJAS SILVA"
00000000010553,True,Revista de divulgación,A propósito de la globalización,Colombia,Almenara,1900-7981,2007,1,,26 - 27,RICARDO RIOMALO RIVERA
