idcvlac,nombre,activa
0000029491,·	Plan de manejo del parque nacional natural Puracé. Componente de Recursos Hidrobiológicos. 1988. Fundación Universitaria de Popayán - INDERENA,No
0000029491,"·	Estudios de impacto ambiental. Proyecto Hidroeléctrico ""Arrieros del Micay"". Litoral Pacífico Caucano. Fundación Universitaria de Popayán, CRC, AMBIOTEC. Componente: ictiofauna de la cuenca hidrográfica del río Micay. 1988",No
0000160636,Ecología General,Si
0000160636,Limnología,Si
0000160636,Macroinvertabrados acuáticos epicontinentales,Si
0000160636,Biota acuática epicontinental,Si
0000160636,Impacto ambiental,Si
0000160636,Gestión ambiental,Si
0000160636,Impacto ambiental,No
0000160636,Estudios ecosistémicos de humedales,No
0000160636,Ecología general,No
0000160636,Genética de biota acuática,No
0000160636,Macroinvertebrados acuáticos epicontinentales,No
0000160636,Zoocría,No
0000604658,RECURSOS HIDROBIOLOGICOS,Si
0000604658,INNOVACION Y DESARROLLO TECNOLÓGICO,Si
0000604658,ENERGIAS ALTERNATIVAS,Si
0001394281,Ecología y Recursos Hidrobiológicos,Si
0001394281,Limnología,Si
0001394281,Grupos funcionales,Si
0001394281,Ecología y Taxonomía,Si
0001394281,Deriva de Macroinvertebrados,No
0001394281,Comunidades Icticas,No
0001394281,Investigación formativa,Si
0000774642,Desarrollo software ecohidráulico RHABSIM,No
0000774642,Optimización modelación hidráulica en estudios de caudales ecológicos,No
0001538616,ecología acuatica,Si
0001538616,microbiología,Si
0001538616,biotecnologia,Si
0000348139,Recursos Hidrobiologicos Continentales,Si
0000348619,Ecología de macroinvertebrados acuáticos,Si
0000348619,Recursos Hidrobiológicos,No
0000348619,Limnología,No
0000348619,Bioindicación,Si
0000348619,Ecología de ríos insulares,Si
0000348619,Ecología de ríos estacionales,Si
0000348619,Ecología del paisaje fluvial,Si
0000377937,Biodiversidad y conservación de Insectos,Si
0000377937,Bioindicadores de calidad del agua,Si
0000011495,Ecología de Poblaciones de Fauna Silvestre,Si
0000011495,Métodos para el Muestreo de Poblaciones de Fauna Silvestre,Si
0000011495,Uso y Manejo de Fauna Silvestre,Si
0000011495,"Taxonomía, Diversidad,  Distribución y Conservación de Aves",Si
0000011495,Fragmentación del Bosque,No
0000011495,Conservación de la Diversidad Biológica,No
0000011495,Ecología de Fauna Silvestre,No
0000011495,Ecología y Etología del Cóndor Andino,No
0000011495,Conservación del Ecosistema de Páramo,No
0000011495,Educación Ambiental,No
0000011614,Insectos,No
0000011614,Conservación,Si
0000011614,Sistemática y Ecología de invertebrados,Si
0000011614,Invertebrados terrestres,Si
0001306537,Ecología,Si
0001306537,Zoología,Si
0000240354,Ecología de comunidades,Si
0000240354,Vegetación,No
0000240354,Ecología Funcional,Si
0000240362,Botánica,No
0000240362,Sistemas de Información Geográfico,No
0000240362,Ecologia,No
0000240362,Botanica,No
0000240362,Vegetación,No
0000240362,Ecologìa de regeneraciòn natural de àrboles en àreas abiertas,No
0000240362,Restauración de Bosques,Si
0001069942,Ornitología,Si
0001069942,Herpetología,Si
0001069942,Gestión Ambiental,No
0001069942,Entomología,No
0001069942,filogenética,Si
0001069942,Filogeografía,Si
0001069942,Biología molecular,Si
0001069942,Mastozoología,Si
0000469700,biodiversidad y conservacion,Si
0000036102,Ornitología,Si
0000036102,Ecología,Si
0001453629,Taxonomía,Si
0001453629,Ecología,Si
0001453629,Entomología,Si
0000881040,Conservación de la biodiversidad-Corredores Biologicos,No
0000881040,Conservación de especies amenazadas,No
0000881040,Biología de la conservación,Si
0000881040,Turismo Rural-Ecoturismo,Si
0001343067,Ecología de artrópodos,Si
0001343067,Carpología,Si
0001343067,Ecología vegetal,Si
0001343067,Interacciones planta - animal,Si
0001343067,Ecología de dosel,Si
0000895008,Metabarcoding and eDNA,Si
0000895008,"Sistematica, Taxonomia y Ecologia de Oomycetes",Si
0000895008,Ecología de microorganismos,Si
0000350460,Ornitología,Si
0000350460,CARACTERIZACION DE FAUNA,No
0000350460,TAXIDERMIA,No
0000350460,MASTOZOOLOGIA,No
0000350460,CONSERVACION DE FAUNA,No
0000350460,TAXIDERMIA AREA DE ICTIOLOGIA,No
0000350460,RESERVA NATURAL TAMBITO,No
0000350460,CARACTERIZACION DE LA AVIFAUNA,No
0000350460,Mejoramiento de Aguas Residuales en la planta de tratamiento de agua,No
0000350460,CARACTERIZACION DE AVIFAUNA,No
0000350460,ANILLAMIENTO,No
0000350460,SERRANIA DEL PERIJA,No
0000350460,MASTOFAUNA,No
0000350460,CARACTERIZACION,No
0000350460,Anillamiento Colibries,No
0001399781,Ecología,Si
0001399781,entomología,Si
0001399781,Zoología,Si
0000093538,Conservación de la biodiversidad,Si
0001471443,Ecología,Si
0001471443,Limnología,Si
0001038850,Evolución,Si
0001038850,Taxonomía de Aves,No
0001038850,Taxidermia,No
0001038850,Ecología,Si
0001038850,Conservación de Especies Animales,Si
0001038850,Ornitología,Si
0000143294,Amenazas Geológicas,No
0000143294,Vulcanología,No
0000143294,Cartografía Regional,No
0001392662,Conservación,Si
0001392662,ecología,No
0001392662,QUIROPTEROS,Si
0001392662,Ornitología,No
0001392662,Zoología,Si
0001392662,Botánica y Restauración Ecológica,Si
0001392662,Mastozoología,Si
0000894877,Ecología,Si
0000894877,Interacciónes Planta - Animal,Si
0000894877,Redes mutualistas de interacción,Si
0000894877,Conservación Biológica,Si
0001496129,Ornitología,Si
0001496129,Manejo de Epifitas Vasculares y No vasculares,Si
0001496129,Gestión ambiental,Si
0001496129,Fauna Silvestre,Si
0000011398,Epigenetica,Si
0000011398,Epidemiología molecular,Si
0000011398,Monitoreo genético de poblaciones expuestas a mutágenos ambientales,Si
0000011398,Toxicología genética,Si
0000011398,Citogenetica,Si
0000011401,Epidemiologia Molecular,Si
0000011401,Toxicologia Genetica y Citogenetica,Si
0000011401,Genética,Si
0000011401,Biomonitoreo de poblaciones humanas,No
0000011401,Citogenetica,Si
0000011401,Cancer,No
0000533580,Monitoreo Genético en Poblacion Ocupacionalmente Expuesta a Combustibles,No
0000533580,Toxicologia Genetica y Citogenetica,Si
0000533580,Ambiental y sanitaria,Si
0001602157,Salud Ambiental,No
0001602157,Toxicología Genética y Citogenética,Si
0001234277,Epigenetica,Si
0001234277,Toxicología Genética y citogenética,Si
0000451061,EPIGENÉTICA,No
0000451061,TOXICOLOGÍA GENÉTICA Y CITOGENÉTICA,Si
0000451061,EPIDEMIOLOGIA MOLECULAR,Si
0000451061,BIOMONITOREO EN POBLACIONES HUMANAS,Si
0000451061,SALUD AMBIENTAL Y OCUPACIONAL,Si
0000451061,Enseñanza de las ciencias básicas mediadas por las TIC,Si
0000451061,GENÉTICA HUMANA Y GENÓMICA,Si
0001475268,Toxicología Genética y Citogenética,Si
0001474276,Toxicología genética y citogenética,Si
0001474276,Biomonitoreo humano,Si
0001474276,Mutagénesis,Si
0000533394,toxicología genética,Si
0000533394,Mutagenesis y carcinogenesis,Si
0000533394,citogenética,Si
0000533394,epidemiologia molecular,Si
0001602062,Mutagenesis ambiental,Si
0001602062,Biomonitoreo Genético ambiental/ocupacional,Si
0001602062,Susceptibilidad Genética,Si
0001472822,"Análisis de citotóxicas, mutagénicas y recombinogenic de productos naturales en los organismos procariotas y eucariotas",Si
0001472822,Reparación del ADN y mutagénesis en Saccharomyces cerevisiae,Si
0001472822,Análisis del potencial genotóxico y antioxidante de los compuestos naturales y sintéticos,Si
0001472822,Evaluación de la actividad mutagénica en muestras ambientales,Si
0001472822,La producción de PHA a partir de caña de azúcar y sus derivados,Si
0001472822,La biodegradación de efluentes industriales: la biología microbiológica y molecular de los genes implicados en este proceso,Si
0001472822,Toxicología Genética,Si
0001472822,El biomonitoreo de la contaminación ambiental por la toxicidad y genotoxicidad en las planarias,Si
0001472822,Absorción y utilización de los iones metálicos en la levadura Saccharomyces cerevisiae: transporte dependientes e independientes de las reacciones de glutatión y la desintoxicación,Si
0001472822,Preclínica Neurociencia,Si
0000013317,Nanotóxicologia,Si
0000013317,Genética,Si
0000013317,Epidemiología molecular,Si
0000013317,Monitoreo genético de poblaciones expuestas a mutágenos ambientales,Si
0000013317,Toxicología genética,Si
0000013317,Citogenetica,Si
0000773026,Mejoramiento Genético Vegetal,Si
0001103300,Mutagénesis Ambiental,Si
0000455059,Movimiento corporal humano y campo laboral,Si
0000455059,salud y Movimiento Corporal Humano,Si
0000455059,Toxicologìa Genetica y citogenètica,Si
0000455059,Ciclo celular,Si
0000455059,Ciclo Celular,No
0000455059,Biologia celular y moleular,Si
0000455059,Salud Pública,Si
0000455059,Emprendimiento y gestión de la salud,Si
0001236628,Molecular epidemiology and biological monitoring,Si
0001236628,Development of immunologic methods to monitor human exposure to chemical carcinogens utilizing monoclonal antibodies to carcinogens and carcinogen-DNA  and protein adducts,Si
0001236628,Immunohistochemical techniques for adduct localization,Si
0001236628,Genetic susceptibility related to polymorphisms,Si
0001236628,Epigenetics in cancer susceptibility,Si
0000011428,Toxicología Genética y Citogenética,Si
0000011428,Epidemiología Molecular,Si
0000011428,Monitoreo Genético de Poblaciones Expuestas,Si
0001473262,Epidemiologia Molecular,Si
0001473262,Epidemiología Ambiental y Ocupacional,Si
0001473262,Epidemiología y Estadística Médica,Si
0001424737,Biotecnología Vegetal,Si
0001424737,Toxicología Genética,Si
0001424737,Mutagenésis,Si
0000161828,Seguridad y Salud en el Trabajo,No
0001495630,Gestión de Organizaciones,Si
0001592974,Desarrollo humano y social,Si
0001625368,psicosocial,Si
0001625368,"estudios interdisciplinares, aplicaciones tecnológicas y evaluaciones psicológicas",Si
0000187488,Psicologia y Nuevas Tecnologias,Si
0000187488,Masculinidad y violencia de género,Si
0000187488,violencia politica y desplazamiento,Si
0000187488,"Desarrollo Humano, social, Empresarial e Industrial",No
0000187488,"La Política, El Estado y Lo Público",Si
0000187488,enseñanza de la medicina veterinaria y zootecnia,No
0000187488,Piscología de la Pobreza,No
0000187488,Problemáticas de los Jóvenes en Barrancabemrja,Si
0000187488,Acción HUmanitaria y Derechos de las victimas,Si
0000221180,"Psicologia de la educacion
psicologia clinicoeducativa",Si
0001150774,"Subjetividad, Cultura y Construcción de Paz",Si
0001109421,Psicologia Educativa,No
0001109421,Psicologia Clinica,No
0001109421,Psicologia Organizacional,Si
0001109421,Psicologia Educatica,Si
0001109421,Psicologia Clinica,Si
0001740594,Sexualidad Humana y Género,Si
0001502918,"INTERDISCIPLINARIA
CLÍNICA-SOCIAL",No
0001502918,INTERDISCIPLINARIO: SOCIAL Y CLÍNICA,No
0001502918,SOCIAL COMUNITARIA,Si
0001502918,ORGANIZACIONAL,No
0001502918,Estudios transdisciplinarios  de la educación,Si
0001502918,"NEUROCIENCIAS COGNITIVAS Y
EDUCATIVA",Si
0001101749,gestion del talento umano,Si
0000463655,Gobierno y asuntos públicos,Si
0000463655,gestión desarrollo territorial y local,Si
0000463655,"ASUNTOS PUBLICOS, DESARROLLO Y TERRITORIO",Si
0000463655,modelos de desarrollo,Si
0001625371,"Estudios interdisciplinarios, aplicaciones tecnológicas y evaluación en psicología",Si
0000429660,"SALUD MENTAL Y EDUCACIÓN , ESTADO Y CIUDADANIA",Si
0000150797,Homicidio serial de niños,Si
0000150797,Violencia Familiar,No
0000150797,"Legislación Penal, Violencia y Segiridad Ciiudadana",Si
0000150797,Derechos Humanos,Si
0000401595,Educacion,Si
0000401595,Construccion lineas de investigacion para psicologia y publicidad,No
0001026003,educación,Si
0001415294,Psicologia clinica y de la salud,Si
0001665453,"Salud mental, Estado y Ciudadanía",Si
0001495444,"Sujeto, Violencias y Lazo Social",Si
0001495444,"Salud mental,Educación,Estado y Ciudadanía",Si
0001375612,"Investigaciones en imaginación, cognición y conducta humana compleja",Si
0001375612,Neurociencias y psicología,Si
0000018983,Educación,Si
0000018983,Tecnologías de la información y comunicaciones,Si
0000018983,Energías renovables,Si
0000018983,Redes y telecomunicaciones,Si
0000018983,Aseguramiento de Calidad de Software,Si
0000018983,Ingenieria de Software,Si
0001525408,"Estudios Interdisciplinares, aplicaciones tecnológicas y aplicacion de tecnicas psicologias",Si
0001519937,Administracion y gestion del cambio educativo,Si
0001519937,Gestion de organizaciones,Si
0001519937,"Sujeto, violencias y lazo social",Si
0001358676,"ESTUDIOS INTERDISCIPLINARES, APLICACIONES TECNOLÓGICAS Y EVALUACION EN PSICOLOGIA",Si
0001396204,"LÍNEA DE ESTUDIOS INTERDISCIPLINARIOS, APLICACIONES TECNOLÓGICAS Y EVALUACIÓN PSICOLÓGICA",Si
0001591413,Salud mental estado y ciudadanía,Si
0001436146,Gestión de Organizaciones,Si
0001436146,"GESTIÓN CIUDADANA Y DEL ESTADO EN EL DESARROLLO ORGANIZACIONAL, SOCIAL Y COMUNITARIO",Si
0000232793,biologia del sistema colinergico. Ligada a los aportes que puede hacer el conocimiento del sistema en la etiología del mal de Alzhimer,Si
0001072684,psicología de la educación,Si
0001072684,psicología cognitiva,Si
0001072684,Cognición y aprendizaje en contextos,Si
0000553042,Enseñanza e historia,Si
0000553042,Violencia política y desplazamiento,No
0000553042,Problematica de los jovenes en Barrancabermjea,Si
0000553042,Luchas sociales y sindicalismo en Barrancabermeja,Si
0001514871,"Sujeto, Desarrollo Social y Cultura",Si
0001514871,Psicoanálisis y estética,Si
0001514871,"Sociedad, Cultura y Diversidad",Si
0001359609,Psiedu,Si
0000054650,derecho privado,Si
0000054650,Derecho de Empresas,Si
0000409456,Estado Social de Derecho,Si
0001397132,Pobreza,No
0001397132,Mercado Laboral,Si
0001397132,Economía regional,No
0001397132,Economía feminista,Si
0000866113,Derecho Publico,No
0000866113,Derecho Animal y Ambiental,Si
0001565656,Dogmatica Penal en el Sistema Acusatorio,Si
0000230928,Economía solidaria,Si
0000929514,DOCENTE MIEMBRO GRUPOS DE INVESTIGACIÓN,Si
0000929514,COORDINADORA SEMILLEROS DE INVESTIGACIÓN,Si
0000540595,Internacionalización del Derecho Privado y Mercatil,Si
0000792276,ADMINISTRACION Y PLANEACION Y DERECHO,Si
0000792276,COMPORTAMIENTO ELECTORAL,No
0000792276,SISTEMA INTERAMERICANO DE DERECHOS HUMANOS Y DERECHOS DE LOS PUEBLOS INDIGENAS,Si
0000792276,GLOBALIZACION Y DERECHOS HUMANOS,Si
0000792276,Estado Social del Derecho,Si
0001428932,La Normativización del Derecho de Daños,Si
0001428932,Derecho Procesal Flexible y gerencia de la justicia,Si
0001428932,"El problema del ser y del deber ser, su relevancia, su vigencia y sus efectos en el acceso al conocimiento del Derecho",Si
0001565139,Derecho Público Estado Poder Político y Justicia,Si
0000043895,Derecho de las víctimas,Si
0000043895,Desarrollo Regional y Gestión Social,Si
0000965472,Estado Social de Derecho,Si
0001019872,Estado Social de Derecho,Si
0001211978,"Problemas jurídicos contemporáneos: poder, justicia, mercado, derechos Humanos y DIH",Si
0001211978,emprendimiento jurídico,Si
0000008160,DERECHO Y GENERO,Si
0000022760,Economía financiera,Si
0000022760,Valoración de empresas,Si
0000022760,Teoría financiera,Si
0001362973,Economía social y solidaria,Si
0001362973,Economía Campesina,Si
0001659505,Estudios de género,Si
0001659505,"Globalización, modernidad y capitalismo",Si
0001659505,Sociología rural,Si
0001659505,Economìa y cultura,Si
0001659505,Acceso al suelo urbano,No
0000040034,Neoliberalismo y Globalización,Si
0000040034,Crecimiento económico,Si
0000040034,Economia social y solidaria,Si
0000040034,Economía de las desigualdades,Si
0000040034,Distribución del ingreso,Si
0001607635,Economía social y solidaria,Si
0001654221,Agroecología Social,Si
0001654221,Manejo social estudios Hídricos,Si
0001654221,Estudios de Impacto Ambiental,Si
0001654221,Metodologías participativas,Si
0001654221,Metodologías de investigación Social,Si
0001362978,Eficiencia económica,Si
0001362978,Innovación social,Si
0001362978,Evaluación económica y social de proyectos,Si
0001362978,Gestión territorial,Si
0001362978,Análisis de datos y metodologías de impacto,Si
0001362978,Tendencias de cambio en Administración pública,Si
0001362978,"Mercado de dinero, sector financiero y microfinanzas",Si
0001362978,Emprendimiento social,Si
0001362978,Desarrollo económico local y procesos de integración comercial,Si
0001362978,"Cultura, comportamiento y negocios",Si
0001362978,"Economía Institucional, capital social y desempeño",Si
0001362978,Sector agropecuario y cadenas de valor rurales,Si
0001362978,"Economía pública, social y solidaria",Si
0001362978,"Economía regional, estructura económica sectorial y mercado laboral",Si
0001362978,Conflicto y cultura de paz,Si
0001362978,Gestión de organizaciones y proyectos,Si
0000005096,Estudio antropológico sobre formas de apropiación colectiva del territorio,Si
0000005096,Estudio histórico y socio cultural de Uso y Tenencia de la Tierra,Si
0000007778,Estudios de desarrollo,Si
0000007778,Luchas por la tierra,Si
0001549076,Educación Rural Intercultural,Si
0000037303,Economía Social y cultura de Paz,Si
0000037303,Agroecología,No
0000037303,Economia Solidaria,Si
0000037303,Desarrollo rural,Si
0001362966,Estrategias de Diversificación del ingreso en economías rurales,No
0001362966,Diseño Asociativo Rural,Si
0001362966,Economía Social y Solidaria,Si
0001362966,Educación y Economía,No
0001362966,Economía y Café,Si
0001362966,Metodologías Cuantitativas y Cualitativas de Análisis Regional,Si
0000094342,Economia Social y Solidaria,Si
0000094342,Formulación y evaluación de proyectos,Si
0001442622,"Sociedad, espacio, naturaleza",Si
0001442622,Gestión de Riesgos Ambientales,Si
0001442622,Producción del Espacio en Comunidades Negras,Si
0000748285,Globalización y Neoliberalismo,Si
0000748285,Pensamiento económico crítico:Marxismo vs. Neomarxismo,Si
0000748285,Economía Política del siglo XXI,Si
0000748285,Economía de las desigualdades,Si
0000223352,Desarrollo de Materiales de construción,No
0000223352,Potencialidad del uso de residuos industriales en la elaboración de materiales,No
0000223352,Ecomateriales,Si
0000223352,Tratamiento de Aguas Residuales y Manejo de Residuos Sólidos,Si
0000223352,Modelación y Simulación de Procesos (Modelación Ambiental),Si
0000223352,"Control, Diagnóstico y Gestión Ambiental",Si
0000213110,Control de contaminación piscícola,Si
0000213110,Tratamiento de aguas residuales y manejo de residuos sólidos,Si
0000213110,Calidad y Potabilizacion de Aguas,Si
0000213110,Tratamiento de Aguas Residuales y Residuos Sólidos,Si
0000213110,Agua Potable,Si
0000832782,Procesos de Oxidacion Avanzada POAs,Si
0000832782,Residuos Sólidos Urbanos,Si
0000832782,RESIDUOS PELIGROSOS,Si
0000772690,Aprovechamiento de la biomasa,No
0000772690,Calidad y tratamiento de agua,Si
0001174860,Tratamiento de aguas residuales domésticas,Si
0001174860,Tratamiento de efluentes piscícolas,Si
0001174860,Tratamiento de efluentes industriales,Si
0001677891,Salud Ambiental,Si
0001677891,Calidad y Tratamiento de Agua,Si
0001048465,Tratamiento de Aguas Residuales y Manejo de Resíduos Sólidos,Si
0000013358,oleoquimica,Si
0000796514,Tratamiento de aguas residuales,Si
0000796514,Gestión ambiental,Si
0000796514,Calidad y Potabilización de aguas,Si
0000796514,Gestión de Residuos sólidos,Si
0001359966,Gestion Integral del recurso HIdrico,Si
0001359966,Tratamiento de aguas residuales-Efluentes piscicolas,Si
0001359966,Gestion integral de residuos peligrosos,No
0000223506,Gestión de la Calidad del Aire,Si
0000223506,Contaminación Atmosférica Inventarios de Emisiones y Fuentes Móviles,Si
0000223506,Desarrollo de procesos,No
0000223506,Gestión del riesgo asociada a las sustancias químicas,Si
0000223506,Gestión del Riesgo de Desastres,Si
0001622095,Sostenibilidad Hidrica,Si
0001622095,"Ciencia, Tecnología e Innovación en Ambiente, Biodiversidad y Hábitat",Si
0000310840,Filtros adaptativos,Si
0000144126,"Gestión Integrada de redes, servicios y arquitecturas de telecomunicaciones",Si
0000144126,Sistemas de comunicaciones por fibra óptica,Si
0000416509,Sistemas y Computación,Si
0000416509,Gestión,Si
0000416509,Telemática,Si
0000416509,Electrónica y Telecomunicaciones,Si
0001340277,QoS en Redes Móviles 4G,Si
0001340277,Gestión de Redes de Telecomunicaciones,No
0001424148,Grupo de Radio en Inalambricas,No
0000274852,Procesado digital de señales,Si
0000274852,Comunicaciones de tercera generación,Si
0000274852,Comunicaciones digitales,Si
0000012416,"Gestion Integrada de Redes, Servicios y Arquitectura de Telecomunicaciones",No
0000012416,Telecomunicaciones Rurales,No
0000012416,Telecomunicaciones Digitales,No
0000012416,Comunicaciones de Datos,No
0000012416,Red Digital de Servicios Integrados,No
0000012416,Telecomunicaciones,Si
0000012416,Telemedicina,Si
0000012416,Tecnologías de la Información y Comunicaciones,Si
0000012416,Satélites,Si
0000012432,"Gestión Integrada de Redes, Servicios y Arquitecturas de Telecomunicaciones",Si
0001692626,Redes Ópticas Cognitivas,Si
0001692626,Sistemas de Telecomunicaciones Ópticos,Si
0001692626,Teoria de la Informacion,Si
0001692626,Formatos de Modulación Ópticos Avanzados,Si
0000147630,Radiocomunicaciones,Si
0000147630,Procesamiento de Señales,Si
0001113470,Telecomunicaciones,Si
0001405019,Optimización del procesamiento de señales,Si
0001405019,Procesamiento de Señales,Si
0001405019,Wavelet,Si
0001405019,Teoria de la Informacion,Si
0001405019,Análisis de datos de grandes dimensiones,Si
0001380095,Procesamiento digital de señales,Si
0001380095,Tratamiento de señales,Si
0001380095,"Gestion Integrada de Redes, Servicios y Arquitecturas de Telecomunicaciones",Si
0000138733,Procesamiento de señales,Si
0000144657,Radiocomunicaciones,Si
0000144657,Tecnología satelital,Si
0000388564,Lectura y Escritura,Si
0000388564,Periodismo,Si
0000388564,Comprensión y producción discursiva,Si
0000388564,Didáctica de la lectura y la escritura,Si
0000316318,Comprensión y producción discursiva,Si
0000316318,Nuevas tecnologías y procesos lectores y escritores,Si
0000316318,Pensamiento y lenguaje,Si
0000316318,pedagogia y escritura,Si
0000316318,Didáctica de la lectura y la escritura,Si
0001472823,"Didactica del Inglés
Formación y Desarrollo de Docentes de Lenguas Extranjeras",Si
0001472823,Lectura y Escritura,Si
0000317314,Investigación en Lectura y Escritura,No
0000317314,Didáctica de la Lectura y la Escritura,Si
0000317314,Nuevas Tecnologías y Procesos Lectores y Escritores,Si
0000012033,investigación educativa en el área del lenguaje,Si
0000012033,comprensión y producción de textos,Si
0000012033,Lectura y escritura en la universidad,Si
0000012033,análisis del discurso,Si
0000012033,Animación y promoción de la lectura y la escritura,Si
0000012033,formación de docentes,Si
0000012033,Docencia universitaria en posgrado en educación,Si
0000012033,Práctica Pedagógica Investigativa,No
0000317535,Literatura,No
0000317225,Lenguajes y prácticas culturales,Si
0000317225,Producción de medios audiovisuales,Si
0000317225,Culturas juveniles,Si
0000317225,Análisis del Discurso,Si
0000317225,Pedagogía de la Lectura y la Escritura,Si
0000317225,Investigador Programa Nacional Computadores para Educar,No
0000516740,Estudios Sobre Educación y Currículo,Si
0000317276,Lectura y Escritura en Educación Superior,Si
0000317276,Estrategias cognitivas y metacognitivas,No
0000253391,Narrativas colombianas,Si
0000387320,Género y Educación,Si
0000387320,Concepciones y roles de género en la universidad,Si
0000387320,Liderazgo juvenil con enfoque de género,Si
0000387320,Estado del arte de la pedagogía de la lectura y la escritura en la universidad,Si
0000387320,Género e impacto Lingüístico,No
0000387320,Etnicidad y género,No
0000068715,Patrimonio Histórico,Si
0000632350,MEDIO AMBIENTE Y HABITAT,Si
0000632350,PATRIMONIO,Si
0000632350,GESTIÓN DEL RIESGO DE DESASTRES Y DESARROLLO SOSTENIBLE,Si
0001903241,Desarrollo urbano sostenible,Si
0001903241,Nuevos  conceptos sobre tecnologías sostenibles,Si
0001614365,arquitectura,Si
0000039766,Urbanismo táctico,Si
0000039766,Ordenamiento territorial y desarrollo sostenible,Si
0000039766,Pedagogía en arquitectura,Si
0001549642,Medio Ambiente y Hábitat,Si
0001549642,Patrimonio,Si
0000067062,POLITICAS PUBLICAS,Si
0000067062,MEDIO AMBIENTE Y ORDENAMIENTO TERRITORIAL,Si
0000067062,MODELOS DE AUTOEVALUACION EDUCATIVA,Si
0000067062,GOBIERNO Y POLITICAS PUBLICAS,Si
0000874493,MEDIO AMBIENTE Y HABITAT,Si
0001548397,Medio Ambiente y Hábitat,Si
0001548397,Tecnología,Si
0001548397,Patrimonio,Si
0000019645,Medio Ambiente y Habitat,Si
0000874825,PATRIMONIO,Si
0001430710,Medio ambiente y Habitat,Si
0001414879,Medio Ambiente y Habitat,Si
0000019641,Medio Ambiente y Habitat,Si
0001677341,Medio Ambiente y Habitat,Si
0001677341,Tecnologia,Si
0001677341,Patrimonio,Si
0001496435,Tecnología,Si
0001663241,Medio ambiente y hábitat,Si
0000019643,Medio Ambiente y Habitat,Si
0001425085,Medio Ambiente y Habitat,Si
0001425085,Patrimonio,Si
0000002832,MEDIO AMBIENTE Y HABITAT,Si
0000002832,PATRIMONIO,Si
0001428378,Medio Ambiente y Habitat,Si
0000340936,Tecnologías Socialmente Apropiadas,No
0000340936,"Innovación en hábitat, patrimonio y diseño",Si
0000340936,Desarrollo Regional Sostenible y Solidario,No
0000340936,Biocultura,No
0000340936,Hábitat Popular,No
0000340936,Mapificación de Conflictos,Si
0000340936,Diseño y Gestión del Hábitat,Si
0000340936,Diseño de Espacios,Si
0000340936,Hábitat Sustentable,Si
0000043400,Teoría de la Arquitectura,Si
0000043400,Urbanismo y ciudad,Si
0000043400,Estetica,Si
0000043400,Tecnología en Arquitectura,Si
0000043400,Filosofía Contemporanea,Si
0000043400,Filosofía de las Tecnicas,Si
0001548936,Patrimonio,Si
0001548936,Tecnología,Si
0001548936,Medio Ambiente y Hábitat,Si
0001545638,"Física, Química y Bioquímica de Aimentos",Si
0001545638,Desarrollo de nuevos productos,Si
0000747378,Biotecnología,Si
0000747378,COMUNICACIÓN PARA LA CIUDADANÍA,Si
0000747378,MIEMBRO COMITE EDITORIAL REVISTA BIOTECNOLOGÍA EN EL SECTOR AGROPECUARIO Y AGROINDUSTRIAL,Si
0001475344,Fotónica,Si
0001475344,Metamateriales,Si
0000433349,Currículo y competencias,Si
0000433349,Administración y politicas de educación superior,Si
0001595462,Contexto operacional y memoria histórica,No
0001595462,Derecho Constitucional y administrativo,Si
0001595462,Derecho Procesal,Si
0000066659,COMUNICACION EN LAS ORGANIZACIONES,Si
0000066659,CREACIÓN AUDIOVISUAL Y NARRATIVAS SOCIALES,Si
0001350638,Política Pública y Análisis Económico,Si
0001350638,Estrategias Enseñanza/Aprendizaje de las Ciencias Básicas,Si
0001350638,Economía de la Salud,Si
0001350638,Oceanografía Física,Si
0000145449,Administración Pública y derechos de los administrados,Si
0001391034,Estrategias Enseñanza/Aprendizaje de las Ciencias Básicas,Si
0001440928,Oncología Comparada,Si
0000958549,Salud Ocupacional,Si
0000215341,Biologia Celular y Molecular,Si
0000215341,Leucemias,No
0000215341,Exómica del cáncer mamario,Si
0000215341,Análisis multifractal de Genomas Humanos en poblaciones humanas,Si
0000215341,Micobacterium leprae,No
0000215341,Clonacion Molecular,No
0000215341,Amplificacion de Genes,No
0000215341,Construccion de genotecas,No
0000215341,Diagnostico Molecular de Toxoplasmosis,No
0000215341,Análisis de genes de Cyanobacterias,No
0000215341,Análisis molecular del cromosoma 8 humano,Si
0000215341,Fundamentos de bioinformática,Si
0000215341,Cyanobacterias: genes de la fotosíntesis,No
0000215341,Análisis del brazo largo del cromsoma 8 del genoma humano,No
0000756474,METAGENÓMICA,Si
0000756474,BIOLOGÍA MOLECULAR,Si
0000756474,BIOINFORMÁTICA,Si
0001430742,Biofertilizantes,Si
0001430742,Nanotecnología para tratamiento de Cancer de Seno,No
0001430742,Microplásticos,Si
0001430742,Gestión Ambiental Empresarial,Si
0001430742,Metales pesados,Si
0001430742,Biotecnologia ambiental,Si
0000510475,Microbiología Suelos,Si
0000510475,Microbiología Alimentos,Si
0000510475,Calidad de aguas para piscicultura,Si
0000510475,Fertilidad de Suelos,Si
0000510475,Establecimiento bancos germoplasma,No
0000510475,Aplicación de Técnicas de Biología Molecular,No
0000344770,Human Genomics,No
0000344770,Influenza Genomics,No
0000344770,Human Genomic,No
0000688258,Mineria de Datos,Si
