idcvlac,nombre,fecha
0001212117,"Segundo puesto a mejor exposición: modalidad póster. II Encuentro Científico Revista MED,UNIVERSIDAD MILITAR NUEVA GRANADA",2018
0001212117,"Aporte a la Formación médica,Asociación Nacional de Internos y Residentes-Regional Centro",2016
0001212117,"Excelencia Docente,CRUZ ROJA COLOMBIANA SECCIONAL CUNDINAMARCA Y BOGOTA D.C",2008
0001212117,"Moneda Nueva Granada,UNIVERSIDAD MILITAR NUEVA GRANADA",2021
0001446912,"Mención Honorífica por Trabajo de Grado,UNIVERSIDAD DEL CAUCA",2014
0001446912,"Ganador del Segundo Concurso Nacional de Investigación en Fisiología, en el VII Congreso Colombiano de Fisiología",2019
0001444864,"Premio BIOS 2012 - Biólogo Investigador, Orgullo y Saber por su desempeño en el componente disciplinar zoologia,UNIVERSIDAD DEL CAUCA",2012
0001444864,"Premio BIOS 2013 - Biólogo Investigador, Orgullo y Saber por su desempeño en el componente disciplinar Biología Celular y Molecular",2013
0000109512,"Trabajo de Grado con Mención de Honor. Determinación del Efecto Cardiotóxico sobre Rattus norvegicus Cepa Wistar Causado por el Veneno de Lachesis acrochorda (SERPENTES: VIPERIDAE),UNIVERSIDAD DEL CAUCA",2016
0000130685,"Tercer lugar, modalidad Poster experimental con el trabajo de Investigación ¿Método de evaluación del psicópata a través de su conducta en la relación de pareja¿ ,UNIVERSIDAD AUTONOMA DE DURANGO - MEXICO",2017
0000130685,"Segundo lugar, modalidad Poster bibliográfico con el trabajo de Investigación ¿Tratamiento con base a Camellia Sinesis en pacientes con Alzheimer¿,Universidad Autónoma de Zacatecas",2017
0000130685,"Reconocimiento por haber obtenido el mejor promedio de la generación en el año 2014 en el programa de Doctorado en Ciencias en la especialidad en Farmacología Médica y Molecular,Universidad Autónoma de Zacatecas",2014
0000130685,"Mención honorifica por ¿Efecto de Rosmarinus officinalis L. sobre el estrés oxidativo, la expresión del gen Rbp1 y metilación de su promotor en cirrosis alcohólica experimental¿ ,Universidad Autónoma de Zacatecas",2014
0000130685,"Semifinalista de la ponencia ¿Efecto de Rosmarinus officinalis en cambios epigenéticos, oxidativos y expresión de citoqueratinas en cirrosis alcohólica experimental, evitando transición a cáncer hepatocelular¿, XXXVI Congreso Nacional de Farmacología, rea,Instituto Politécnico Nacional",2014
0000130685,"Coordinadora del Primer Seminario de Investigación en Ciencias Biomédicas escuela de Medicina,Universidad Autónoma de Durango",2017
0000130685,"Coordinadora del Curso ¿Modelado Farmacológico¿, Escuela de Medicina,Universidad Autónoma de Durango",2017
0000130685,"Coordinadora del Curso ¿Fortalecimiento de la Investigación en Zacatecas: Incorporación Nacional de Investigadores y Cátedras CONACYT,Universidad Autónoma de Durango",2017
0000130685,"Coordinador de mesa de la sección III de trabajos libres modalidad Oral, en las XXVI Jornadas Médicas,Universidad Autónoma de Zacatecas",2014
0000130685,"Participación activa en el Comité Científico de las XXVI Jornadas Médicas,Universidad Autónoma de Zacatecas",2014
0001613479,"Tesis Sobresaliente ,UNIVERSIDAD TECNOLÓGICA DE PEREIRA",2022
0000217441,"Moción de Felicitación,UNIVERSIDAD DEL CAUCA",2001
0000217441,"Compromiso, profesionalismo y dedicación,UNIVERSIDAD DEL CAUCA",2019
0001452001,Mención de honor,2011
0001528153,"Mención Honorífica a un Trabajo de Grado,UNIVERSIDAD DEL CAUCA",2014
0001528153,"Beca para estudios de Maestría,Colfuturo",2016
0001528153,"Mención de honor en Tesis de Maestría,PONTIFICIA UNIVERSIDAD JAVERIANA",2019
0001471424,"Premio BIOS,UNIVERSIDAD DEL CAUCA",2012
0001471424,"Mejor ponencia de trabajo de investigación modalidad oral presentada en el VI congreso Colombiano de fisiología ,UNIVERSIDAD DE ANTIOQUIA",2017
0001122398,"Incubadora de talentos I+D+i,INNOVACCIÓN CAUCA",2018
0001122398,"Mención honorífica,UNIVERSIDAD DEL CAUCA",2019
0001122398,"Segundo lugar póster Encuentro Interno de Semilleros de Investigación UNICAUCA 2018,UNIVERSIDAD DEL CAUCA",2018
0001122398,"RECONOCIMIENTOS Y DISTINCIONES PONENCIAS DESTACADAS,Fundacion Red Colombiana de Semilleros de Investigacion RedColsi - Nodo Bogota",2020
0001341358,"Beca Maestría Conacyt-Zacatecas (FOMIX-ZAC)-México,Universidad Autónoma de Zacatecas",2011
0001341358,Becas de Excelencia Doctoral del Bicentenario,2021
0000037411,"EGRESADO ILUSTRE,UNIVERSIDAD DEL CAUCA",2018
0000037411,"RECONOCIMIENTO  POR SU DESTACADA PARTICIPACIÓN COMO PONENTE, PONENCIA EN LA CONFERENCIA DE ""PLANEACION FINANCIERA"". IMPARTIDA A LA CARRERA INGENIERÍA INDUSTRIAL.,TECNOLÓGICO SUPERIOR ZACATECAS OCCIDENTE",2022
0000037411,"RECONOCIMIENTO POR SU DESTACADA PARTICIPACIÓN COMO PONENTE EN LA CONFERENCIA ""LA ADMINISTRACIÓN Y LOS NEGOCIOS INTERNACIONALES"", IMPARTIDA A LA CARRERA LICENCIATURA EN ADMINISTRACIÓN.,TECNOLÓGICO SUPERIOR ZACATECAS OCCIDENTE",2022
0000037411,"RECONOCIMIENTO POR SU VALIOSO APOYO IMPARTIENDO EL TEMA: ""PANORAMA GENERAL DE INVESTIGACIÓN"" EN LA CARRERA GESTIÓN EMPRESARIAL.,TECNOLÓGICO SUPERIOR ZACATECAS OCCIDENTE",2022
0000037411,"RECONOCIMIENTO POR SU DESTACADA PARTICIPACIÓN COMO PONENTE EN LA CONFERENCIA ""LAS CIENCIAS ECONÓMICO ADMINISTRATIVAS"". IMPARTIDA A LA CARRERA DE LICENCIATURA EN ADMINISTRACIÓN.,TECNOLÓGICO SUPERIOR ZACATECAS OCCIDENTE",2022
0000037411,"Egresado destacado, modalidad docente universitario.,UNIVERSIDAD DEL CAUCA",2022
0001495829,"Docente destacado por fomento a la investigación institucional ,FUNDACION UNIVERSITARIA DE POPAYAN",2019
0001495829,"Reconocimiento a la excelencia investigativa,FUNDACION UNIVERSITARIA DE POPAYAN",2020
0001495829,"Una de las mejores ponencias: ""Identificación de la situación económica actual de los comerciantes desalojados del Centro Comercial Anarkos como resultado de los impactos de las actuaciones de los involucrados. Un caso de RSE"",ASCOLFA",2022
0001623196,"Reconocimiento a la excelencia investigativa ,FUNDACION UNIVERSITARIA DE POPAYAN",2020
0001623196,"Reconocimiento a la innovación,FUNDACION UNIVERSITARIA DE POPAYAN",2020
0001623196,"Reconocimiento por destacada participación como ponente en la conferencia:Los resultados de la investigación denominada ""Modelos de Gestión para Redes de Emprendimiento con Enfoque de Género"" ,Universidad autónoma de tlaxcala",2022
0001623196,"Reconocimiento por conferencia Aportes de las pequeñas y medianas empresas a la competitividad territorial,Universidad autónoma de tlaxcala",2022
0000382027,"Reconocimiento a la excelencia investigativa,FUNDACION UNIVERSITARIA DE POPAYAN",2020
0000082313,"Premio a la excelencia académica - Beca trabajo,UNIVERSIDAD DEL CAUCA",2004
0000082313,"Una de las mejores ponencias: ""Identificación de la situación económica actual de los comerciantes desalojados del Centro Comercial Anarkos como resultado de los impactos de las actuaciones de los involucrados. Un caso de RSE"",ASCOLFA",2022
0000533980,"Reconocimiento como Par Evaluador ,Fundacion Red Colombiana de Semilleros de Investigacion RedColsi -  Nodo Bucaramanga",2005
0000533980,"Matrícula de Honor,UNIVERSIDAD DE NARIÑO",1991
0000533980,"Matrícula de Honor,UNIVERSIDAD DE NARIÑO",1993
0000533980,"Matrícula de Honor,UNIVERSIDAD DE NARIÑO",1994
0000533980,"Matrícula de Honor,UNIVERSIDAD DE NARIÑO",1995
0000533980,"Matrícula de Honor,UNIVERSIDAD DE NARIÑO",1996
0000533980,"Reconocimiento como Par evaluador,RedColSI - Nodo Nariño",2007
0000533980,"Mención de honor en la III Feria Cultural,Instituto Nacional De Educación Media Diversificada Santiago Pérez - Inem - Sede Bogotá",1989
0000533980,"Reconocimiento como Par evaluador ,RedColSI - Nodo Nariño",2008
0000971324,"Tesis Cum Laude,Universidad de La Salle",2020
0000103547,"Buen desempeño en investigación en el cead POpayán,UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA",2021
0001342899,"CONCURSO DE CUENTO-USTA. BUCARAMANGA,UNIVERSIDAD SANTO TOMÁS, SECCIONAL BUCARAMANGA",2008
0001342899,"CONCURSO DE CUENTO,UNIVERSIDAD SANTO TOMÁS, SECCIONAL BUCARAMANGA",2009
0001342899,"PREMIO AL MODELO PEDAGOGICO DE LA COMPOSICION,Red Iberoamericana de Pedagogía",2011
0001342899,"RECONOCIMIENTO INSTITUCIONAL POR LA INDEXACIÓN EN PUBLINDEX - CATEGORÍA C,UNIVERSIDAD SANTO TOMÁS, SECCIONAL BUCARAMANGA",2009
0001342899,"Reconocimiento público al Grupo de Investigación en Desarrollo Humano, por sus destacados resultados investigativos con los que ha logrado la clasificación en la Categoría B ante Colciencias,UNIVERSIDAD SANTO TOMAS",2015
0001342899,"RECONOCIMIENTO COMO INVESTIGADOR TOMASINO 2015,UNIVERSIDAD SANTO TOMÁS, SECCIONAL BUCARAMANGA",2015
0001342899,"RECONOCIMIENTO COMO INVESTIGADOR  JUNIOR UNAD,UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA",2016
0001342899,"PREMIO SAN ALBERTO MAGNO DOCENTE INVESTIGADOR,UNIVERSIDAD SANTO TOMÁS, SECCIONAL BUCARAMANGA",2019
0001342899,"RECONOCIMIENTO COMO INVESTIGADOR ASOCIADO MINCIENCIAS,UNIVERSIDAD SANTO TOMAS",2020
0001342899,"RECONOCIMIENTO GRUPO DE INVESTIGACION EN DESARROLLO HUMANO MINCIENCIAS CATEGORIA A,Universidad Santo Tomás Bucaramanga",2022
0001168061,"Premio Mejor Ponencia de Sesión ,Corporación Instituto Antioqueño de Investigación",2018
0001409787,"Matricula de honor,CORPORACIÓN UNIVERSITARIA MINUTO DE DIOS - UNIMINUTO",1997
0001405129,"GANADOR I PUESTO IMPLEMENTACIÓN DE INVESTIGACIÓN.,DIRECCIÓN NACIONAL DE ESCUELAS",2013
0001405129,"RECONOCIMIENTO MEJOR EGRESADO DESTACADO,UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA",2014
0001405129,"RECONOCIMIENTO PERSONAJE DEL MES DE OCTUBRE 2015 ESCER.,Escuela de Policía Carlos Eugenio Restrepo - ESCER -",2015
0001405129,"RECONOCIMIENTO PERSONAJE DEL MES DE ENERO 2016 ESCER.,Escuela de Policía Carlos Eugenio Restrepo - ESCER -",2016
0001405129,"RECONOCIMIENTO EQUIPO DE ALTO RENDIMIENTO FEBRERO 2016,Escuela de Policía Carlos Eugenio Restrepo - ESCER -",2016
0001405129,"CONDECORACIÓN I MENCIÓN HONORÍFICA,Dirección de Educación Policial - Policía Nacional De Colombia",2000
0001405129,"CONDECORACIÓN II MENCIÓN HONORÍFICA,DIRECCIÓN NACIONAL DE ESCUELAS",2003
0001405129,"CONDECORACIÓN III MENCIÓN HONORÍFICA,DIRECCIÓN NACIONAL DE ESCUELAS",2006
0001405129,"CONDECORACIÓN IV MENCIÓN HONORIFICA,DIRECCIÓN NACIONAL DE ESCUELAS",2009
0001405129,"CONDECORACIÓN V MENCIÓN HONORÍFICA,DIRECCIÓN NACIONAL DE ESCUELAS",2012
0001405129,"CONDECORACIÓN VI MENCIÓN HONORÍFICA,DIRECCIÓN NACIONAL DE ESCUELAS",2015
0001405129,"CONDECORACIÓN MEDALLA DE LOS 15 AÑOS DE SERVICIO,DIRECCIÓN NACIONAL DE ESCUELAS",2012
0001405129,"CONDECORACIÓN MUNICIPIO DE ITAGUI POR APORTES A LA INNOVACIÓN,Alcaldía de Itagí",2010
0001405129,"CONDECORACIÓN MUNICIPIO DE SABANETA POR APORTES A LA INVESTIGACIÓN. ,Alcadia de Sabaneta",2014
0001405129,"RECONOCIMIENTO PERSONAJE DEL MES DE OCTUBRE 2010 ESCER.,DIRECCIÓN NACIONAL DE ESCUELAS",2010
0001405129,"RECONOCIMIENTO PERSONAJE DEL MES DE OCTUBRE DE 2011 ESCER.,Escuela de Policía Carlos Eugenio Restrepo - ESCER -",2011
0001405129,"RECONOCIMIENTO MEJOR EQUIPO DE TRABAJO DICIEMBRE 2011 ESCER.,Escuela de Policía Carlos Eugenio Restrepo - ESCER -",2011
0001405129,"RECONOCIMIENTO A LA REDCOLSI POR COMPETENCIAS CIENTÍFICAS Y LA FORMACIÓN EN INVESTIGACIÓN,Fundacion Red Colombiana de Semilleros de Investigacion RedColsi -  Nodo Bucaramanga",2014
0001405129,"RECONOCIMIENTO POR PROMOVER LA INVESTIGACIÓN COMO PUNTO DE PARTIDA PARA EL DESARROLLO EMPRESARIAL,UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA",2012
0001405129,"CONDECORACIÓN ""FARIDE HERRERA"" PROMOCIÓN DE LOS DERECHOS HUMANOS,DIRECCIÓN NACIONAL DE ESCUELAS",2011
0001405129,"RECONOCIMIENTO FELICITACIÓN ESPECIAL NOCHE DE LA EXCELENCIA POLICIAL,DIRECCIÓN NACIONAL DE ESCUELAS",2016
0001405129,"CONDECORACIÓN AL MÉRITO CIUDADANO MUNICIPIO DE LA ESTRELLA,ALCALDÍA DE LA ESTRELLA ANTIOQUIA",2016
0001405129,"CONDECORACIÓN DISTINTIVO DE LA DIRECCIÓN NACIONAL DE ESCUELAS,DIRECCIÓN NACIONAL DE ESCUELAS",2016
0001405129,"CONDECORACIÓN DISTINTIVO CITACIÓN PRESIDENCIAL DE LA VICTORIA MILITAR Y POLICIAL,Presidencia De La República De Colombia",2016
0001405129,"CONDECORACIÓN ORDEN AL MÉRITO DOCENTE GABRIEL GONZÁLEZ LÓPEZ,DIRECCIÓN NACIONAL DE ESCUELAS",2017
0001405129,"CONDECORACIÓN DISTINTIVO ESCUELA DE POLICÍA CARLOS EUGENIO RESTREPO,Escuela de Policía Carlos Eugenio Restrepo - ESCER -",2017
0001405129,"RECONOCIMIENTO PROYECTO SOBRESALIENTE,Fundacion Red Colombiana de Semilleros de Investigacion RedColsi -  Nodo Bucaramanga",2016
0001405129,"RECONOCIMIENTO GANADOR TERCER PUESTO EN EL III ENCUENTRO DE DIRECCIONES Y OFICINAS ASESORAS EN INVESTIGACIÓN, CIENCIA, TECNOLOGÍA E INNOVACIÓN Y XXIX ENCUENTRO NACIONAL DE INVESTIGACIÓN - ESCUELAS DE POLICÍA 2017. ,DIRECCIÓN NACIONAL DE ESCUELAS",2017
0001405129,"CONDECORACIÓN MUNICIPIO DE ENVIGADO POR APORTES A LA CIENCIA. ,MUNICIPIO DE ENVIGADO",2017
0001405129,"RECONOCIMIENTO PERSONAJE DEL MES DE MAYO DE 2013 ESCER.,Escuela de Policía Carlos Eugenio Restrepo - ESCER -",2013
0001405129,"RECONOCIMIENTO 6 GANADOR DEL ""XV VERSIÓN DEL CONCURSO ANUAL DE ENSAYO CRÍTICO 2017"".,Policía Nacional de Colombia",2017
0001405129,"CONDECORACIÓN VII MENCIÓN HONORÍFICA,Policía Nacional de Colombia",2018
0001405129,"RECONOCIMIENTO MEJOR EQUIPO DE TRABAJO MARZO DE 2018.,Escuela de Policía Carlos Eugenio Restrepo - ESCER -",2018
0001405129,"RECONOCIMIENTO MEJOR DOCENTE DEL PROGRAMA ""TÉCNICO PROFESIONAL EN SERVICIO DE POLICÍA 2017"".,Escuela de Policía Carlos Eugenio Restrepo - ESCER -",2018
0001405129,"RECONOCIMIENTO POR PROFESIONALISMO, COMPROMISO Y ACTITUD EN LOS PROCESOS DE FORMACIÓN DE AUXILIARES BACHILLERES DE POLICÍA.,Policía Nacional de Colombia",2010
0001405129,"RECONOCIMIENTO INTERNACIONAL PROYECTO INL EMBAJADA DE LOS ESTADOS UNIDOS POR LA ACADEMIA NACIONAL DE SEGURIDAD PÚBLICA ANSP EL SALVADOR ,Academia Nacional de Seguridad Pública",2017
0001405129,"MATRÍCULA DE HONOR MEJOR PROMEDIO A NIVEL PAÍS PROGRAMA DE SOCIOLOGÍA UNAD. RESOL. 008207--,UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA",2018
0001405129,"PUBLICACIÓN ARTÍCULO EN REVISTA INDEXADA (RATIO JURIS) DE LA UNIVERSIDAD AUTÓNOMA LATINOAMERICANA,Universidad Autónoma Latinoamericana - Unaula",2018
0001405129,"DOCUMENTAL ""Con Olor a Región - ""Héctor, un policía que fomenta la construcción de Paz"".,UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA",2018
0001405129,"RECONOCIMIENTO MEJOR EQUIPO DE ALTO RENDIMIENTO MES DE SEPTIEMBRE DE 2018,Escuela de Policía Carlos Eugenio Restrepo - ESCER -",2018
0001405129,"CONDECORACIÓN AL MÉRITO DOCENTE DOCTOR GABRIEL GONZÁLEZ LÓPEZ. CATEGORÍA SEGUNDA VEZ.  ,DIRECCIÓN NACIONAL DE ESCUELAS",2018
0001405129,"RECONOCIMIENTO SEGUNDO PUESTO A NIVEL NACIONAL ""CASO EMBLEMÁTICO"".,Dirección de Educación Policial - Policía Nacional De Colombia",2018
0001405129,"RECONOCIMIENTO EQUIPO DE ALTO RENDIMIENTO DICIEMBRE DE 2018,Escuela de Policía Carlos Eugenio Restrepo",2018
0001405129,"PUBLICACIÓN REVISTA INDEXADA LOGOS, CIENCIA & TECNOLOGÍA.,Dirección de Educación Policial - Policía Nacional De Colombia",2019
0001405129,"BECA DE MATRÍCULA DE HONOR MEJOR PROMEDIO PROGRAMA DE SOCIOLOGÍA UNAD.,UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA",2019
0001405129,"GANADOR SEGUNDO PUESTO ""XVI VERSIÓN CONCURSO ANUAL DE ENSAYO CRÍTICO 2018"".,Dirección de Educación Policial - Policía Nacional De Colombia",2019
0001405129,"RECONOCIMIENTO POR ACOMPAÑAMIENTO PROCESO DE ACREDITACIÓN INSTITUCIONAL UNAD,UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA",2020
0001405129,"DERECHOS DE AUTOR OBRA LITERARIA INÉDITA POESÍA HABITAS EN MI MENTE,Dirección Nacional de Derechos de Autor",2019
0001405129,"PUBLICACIÓN REVISTA DE DIVULGACIÓN ARTÍCULO REFLEXIONES SOBRE CINE Y CONFLICTO ARMADO,UNIVERSIDAD SERGIO ARBOLEDA",2021
0001405129,"SELECCIÓN PONENCIA INTERNACIONAL ""XI JORNADAS DE INVESTIGACIÓN EN LA FACULTAD DE FILOSOFÍA Y LETRAS UNIVERSIDAD DE ALICANTE.,Universidad De Alicante",2021
0001405129,"ESTÍMULO A ESTUDIANTE DESTACADO DE DOCTORADO EN FILOSOFÍA Y LETRAS DE LA UNIVERSIDAD DE ALICANTE-ESPAÑA. ,Universidad De Alicante",2021
0001405129,"PUBLICACIÓN EN REVISTA INDEXADA ENCUENTROS DE LA UNIVERSIDAD AUTÓNOMA DEL CARIBE,UNIVERSIDAD AUTONOMA DEL CARIBE",2021
0001405129,"PUBLICACIÓN EN LA REVISTA KAMINU DE LA UNIVERSIDAD SERGIO ARBOLEDA,UNIVERSIDAD SERGIO ARBOLEDA",2021
0001405129,"Publicación en Revista Indexada Análisis de la universidad Santo Tomás,UNIVERSIDAD SANTO TOMAS",2021
0001405129,"RECONOCIMIENTO UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD. PARES ACADÉMICOS.,UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA",2020
0001405129,"MATRÍCULA DE HONOR MEJOR PROMEDIO A NIVEL PAÍS PROGRAMA DE SOCIOLOGÍA UNAD. RESOL. 008834,UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA",2018
0001405129,"RECONOCIMIENTO Y AGRADECIMIENTO INSTITUCIONAL AL DIRECTOR DE INVESTIGACIÓN E INNOVACIÓN DE UNISABANETA,Escuela de Policía Carlos Eugenio Restrepo",2021
0001405129,"Agradecimiento por vinculación EN la Expedición Investigar para Transformar en el municipio de Sabaneta. CTA y Programa Ondas Minciencias.,CORPORACIÓN CENTRO DE CIENCIA Y TECNOLOGÍA DE ANTIOQUIA",2021
0001405129,"CERTIFICADO COMO MIEMBRO DEL COMITÉ CURRICULAR DEL PROGRAMA DE SOCIOLOGÍA UNAD,UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA",2021
0001405129,"RECONOCIMIENTO POR LIDERAZGO EN GRUPO DE INVESTIGACIÓN POLICÍA Y SOCIEDAD ESCUELA DE POLICÍA CARLOS EUGENIO RESTREPO.,Escuela de Policía Carlos Eugenio Restrepo",2021
0001405129,"RECONOCIMIENTO POR LOS APORTES AL FORTALECIMIENTO DEL SISTEMA EDUCATIVO POLICIAL EN LA POLÍTICA DE LOS DERECHOS HUMANOS,Escuela de Policía Carlos Eugenio Restrepo",2021
0001405129,"RECONOCIMIENTO Y AGRADECIMIENTO INSTITUCIONAL POLICÍA NACIONAL - ESCER.,Escuela de Policía Carlos Eugenio Restrepo",2021
0001405129,"DISTINCIÓN COMO VETERANO DE LA FUERZA PÚBLICA,Ministerio De Defensa Nacional - Mindefensa",2022
0001405129,"AGRADECIMIENTO POR FORMACIÓN EN INVESTIGACIÓN FORMATIVA,UNIVERSIDAD AUTONOMA DEL CARIBE",2022
0001405129,"CARTA DE RECONOCIMIENTO UNISAL. POR LA CONFORMACIÓN DE LAS MESAS DE LA ¿4ta Edición del Congreso Internacional de Educación e Inclusión desde el Sur¿.,Universidad Salesiana Argentina",2021
0001405129,"RECONOCIMIENTO: Invitación Sesión de Diálogo Minciencias y Vicerrectores de Investigación,Ministerio de Ciencia, Tecnología e Innovación - Minciencias",2022
0001405129,"AGRADECIMIENTO FORMACIÓN EN INVESTIGACIÓN. Evento familiaricémonos con la plataforma institucional CVLAC de Minciencias. Conocimiento, inscripción y desarrollo de la plataforma in situ. ,UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA",2022
0001405129,"RECONOCIMIENTO - AGRADECIMIENTO POR LA REALIZACIÓN DEL ""CONGRESO IBEROAMERICANO: LA EDUCACIÓN Y LA CONSTRUCCIÓN DE PAZ"".,UNIVERSIDAD DE CALDAS",2022
0001405129,"AGRADECIMIENTO APOYO A LA GESTIÓN DEL SNIES UNISABANETA,Corporación Universitaria de Sabaneta",2022
0001405129,"RECONOCIMIENTO COMO INVESTIGADOR JUNIOR MINCIENCIAS,Ministerio de Ciencia, Tecnología e Innovación - Minciencias",2022
0001405129,"Publicación Revista de Memorias en el ""II Simposio Internacional Virtual De Filosofía Y Educación"". UNAD. ,UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA",2021
0001405129,"Agradecimiento por su colaboración en la visita de pares académicos del Ministerio de Educación Nacional al Programa de Sociología de la UNAD,UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA",2022
0001405129,"RECONOCIMIENTO -AGRADECIMIENTO DE LA RED COLOMBIANA DE SEMILLEROS DE INVESTIGACIÓN REDCOLSI.,Fundacion red colombiana de semilleros de  Investigacion RedColsi - Nodo Antioquia",2022
0001405129,"RECONOCIMIENTO PUBLICACIÓN REVISTA ENCUENTROS VOL 20 02 DE JULIO - DIC 2022,UNIVERSIDAD AUTONOMA DEL CARIBE",2022
0001343182,MATRICULA DE HONOR MEJOR RENDIMIENTO ACADÉMICO - PROGRAMA DE FILOSOFÍA Y LETRAS - II SEMESTRE (UNIVERSIDAD DE NARIÑO - 1992),1992
0001343182,"TESIS LAUREADA PROGRAMA DE PSICOLOGÍA - TRABAJO DE INVESTIGACIÓN: ""APROXIMACIÓN PSICOANALÍTICA AL CONCEPTO DE CULPA EN LA OBRA ANTIGONA DE SOFOCLES"" (Acuerdo 053 de Mayo 15 de 2001)",2001
0001343182,BECA ACADÉMICA POSTGRADO (ESPECIALIZACIÓN EN GERENCIA Y AUDITORIA DE LA CALIDAD EN SALUD - UNIVERSIDAD DE NARIÑO - ACUERDO 007 DE 2008),2008
0001074571,"Grado de Honor - Lic. en Filosofía y Letras,UNIVERSIDAD DE NARIÑO",1998
0001074571,"Dedicación, motivación y fomento a la investigación de semilleros de Investigación,Universidad Mariana - Unimar",2017
0001074571,"labor docente, investigadora y de interacción social,UNIVERSIDAD DE NARIÑO",2016
0001074571,"Reconocimiento por su valioso trabajo y compromiso en la consecución de la Acreditación Institucional de la Alma Mater,UNIVERSIDAD DE NARIÑO",2017
0001074571,"Moción de reconocimiento por la labor docente, investigadora y de interacción social desarrollada en la facultad de educación,UNIVERSIDAD DE NARIÑO",2016
0001074571,"Reconocimiento por su labor de acompañamiento del grupo semilleros Poiesis,Fundacion Red Colombiana de Semilleros de Investigacion RedColsi - Nodo Bogota",2017
0000397334,"Tercer puesto Profesor Coordinador Concurso Bolsa Millonaria,BOLSA DE VALORES DE COLOMBIA",2003
0000397334,"Primer puesto Concurso sector energético empresas del nordeste ,MINISTERIO DE MINAS",1997
0000397334,"Segundo puesto Concurso sector energético del orden nacional,MINISTERIO DE MINAS",1997
0000397334,"Global credential of Innovation Management. Level 2: Innovation Master,Global Innovation Management Institute",2018
0000397334,"Global credential of Innovation Management. Level 1: Innovation Associate,Global Innovation Management Institute",2018
0000397334,"Global credential of Innovation Management. Level 1: Proficient,Global Innovation Management Institute",2018
0000397334,"Reconocimiento por el programa de Sistemas de innovación empresarial,Ministerio de Ciencia, Tecnología e Innovación",2018
0001354803,MENSIÓN DE HONOR,2008
0001344304,"Labores Académicas ,INSTITUCIÓN UNIVERSITARIA ANTONIO JOSÉ CAMACHO",2017
0001344304,"Labores Académicas ,INSTITUCIÓN UNIVERSITARIA ANTONIO JOSÉ CAMACHO",2022
0001477488,"Nota de Estilo por trabajo en la Gestión en Investigación ,FUNDACION UNIVERSITARIA DE POPAYAN",2014
0001477488,"Mejores de Investigación en Apropiación Social del Conocimiento ,Sapiens Research SAS",2018
0001477488,"Docente destacado por fomento a la Investigación institucional,FUNDACION UNIVERSITARIA DE POPAYAN",2019
0001477488,"https://unividafup.edu.co/repositorio/items/show/311,FUNDACION UNIVERSITARIA DE POPAYAN",2019
0001477488,"Orden del Mérito laboral,FUNDACION UNIVERSITARIA DE POPAYAN",2022
0001477488,"Trabajo Meritorio,FUNDACION UNIVERSITARIA DE POPAYAN",2022
0001477488,"Orden del espíritu FUP: Liderazgo representativo ,FUNDACION UNIVERSITARIA DE POPAYAN",2022
0001477488,"Orden del Mérito Docente de Excelencia ,FUNDACION UNIVERSITARIA DE POPAYAN",2022
0000896314,"nota de estilo al mejor egresado en la línea académica. facultad de psicología,UNIVERSIDAD DE SAN BUENAVENTURA CALI",2012
0000896314,"mención honorífica al protocolo de atención psicológica al paciente quemado y su familia,PSICOLOGÍA HOY COLEGIO COLOMBIANO DE PSICÓLOGOS",2012
0000896314,"Nota de Estilo Participación en Espacios Académicos ,FUNDACION UNIVERSITARIA DE POPAYAN",2016
0000896314,"Nota de Estilo por Gestión en Investigación,FUNDACION UNIVERSITARIA DE POPAYAN",2015
0000896314,"Nota de estilo por participación, compromiso y sentido de pertenencia,UNIVERSIDAD SANTIAGO DE CALI",2016
0000103204,"PONENTE  DE PROYECTO DE INVESTIGACIÓN ,FUNDACION UNIVERSITARIA DE POPAYAN",2018
0001193350,"Tesis meritoria de maestría,UNIVERSIDAD DEL VALLE",2013
0001193350,"Becaria CLACSO - CONACYT,Clacso",2014
0001193350,"Beca Slicher van Bath-de Jong,Centro de Estudios y Documentacion Latinoamericanos",2017
0001193350,"Beca Casa de Velázquez,Casa De Velázquez",2016
0001193350,"Becaria Conacyt,Consejo Nacional De Ciencia Y Tecnología (Conacyt - México)",2014
0001193350,"Beca EEHAR-Fondazione Luigi Einaudi di Torino,Escuela Española de Historia y Arqueología en Roma",2018
