idcvlac,nombre,fecha
0001591161,XXXV Premiación Correo del sur. Designa al Artista Conceptual más destacado en Nariño,2009
0001591161,"Beca de circulación internacional para artistas y demás agentes de las artes visuales ¿ ciclo III,Ministerio De Cultura De Colombia",2018
0001549224,"Docencia Universitaria,FUNDACION UNIVERSITARIA DE POPAYAN",2022
0001767519,"Liderazgo y apoyo en los procesos de formación investigativa,FUNDACION UNIVERSITARIA DE POPAYAN",2021
0001767519,"Mejor investigador,FUNDACION UNIVERSITARIA DE POPAYAN",2023
0000110366,"reconocimiento como egresada destacada por su valioso aporte a la educación en el contexto caucano desde la investigación,FUNDACION UNIVERSITARIA DE POPAYAN",2019
0000110366,"Reconocimiento por su apuesta a la investigación y a la construcción de escenarios de paz, desde la educación, el arte y la cultura,FUNDACION UNIVERSITARIA DE POPAYAN",2018
0000110366,"Reconocimiento a estudiante destacado acadèmicamente año 2017,FUNDACION UNIVERSITARIA DE POPAYAN",2017
0000110366,"reconocimiento por su apuesta a la investigación desde el proyecto de joven investigadora del programa de Licenciatura en educación Artística y Cultural,FUNDACION UNIVERSITARIA DE POPAYAN",2021
0000110366,"Docente Innovador,FUNDACION UNIVERSITARIA DE POPAYAN",2022
0000110366,"Destacado desempeño académico en la evaluación docente del periodo 2021-2,FUNDACION UNIVERSITARIA DE POPAYAN",2022
0000110366,"Reconocimiento por su labor como gestor cultural en la primera feria de artes y oficios,FUNDACION UNIVERSITARIA DE POPAYAN",2022
0001539869,"Mención especial concurso de fotografía vida cotidiana en la universidad del cauca, modalidad color,UNIVERSIDAD DEL CAUCA",1996
0001539869,"Reconocimiento   en la dirección  de la primera muestra artística del taller integrado para niños de la facultad de artes,UNIVERSIDAD DEL CAUCA",1999
0000124877,"INTEGRANTE DEL BALLET FOLCLÓRICO DE LA FUP QUIEN SE DESTACO POR SU EXCELENTE PARTICIPACION, REPRESENTANDO A NUESTRA INSTITUCIÓN Y A COLOMBIA EN EL ""IV INTERCAMBIO CULTURAL INTERNACIONAL DE DANZAS FOLCLÓRICAS 2013 - QUINTERO UNE FRONTERAS""",2013
0000124877,"DESTACADA REPRESENTACIÓN ARTÍSTICA Y CULTURAL EN EL 3 CIRCUITO INTERNACIONAL DE DANZA FOLCLÓRICA EN PAREJA FESTICULTURAS, CAPITULO TOLIMA, REALIZADA EN LOS MUNICIPIOS DE: IBAGUÉ, ARMERO, MARIQUITA, VENADILLO, ALVARADO, AMBALEMA Y CHICORAL",2014
0000124877,"POR SU INESTIMABLE CONTRIBUCIÓN A NUESTRA CULTURA Y PROCESOS ARTÍSTICOS, COMPARTIENDO SABERES, USOS Y COSTUMBRES CON NUESTRA COMUNIDAD PANIQUITEÑA",2015
0000124877,"POR SU PARTICIPACIÓN COMO PONENTE EN EL CONVERSATORIO PEDAGÓGICO, CULTURAL Y ARTÍSTICO SOBRE LA DANZA BAMBUCO PATIANO, ""EH MOZO, DEL PATIA SOY Y A RITMO DE BAMBUCO PATÍANO VOY""",2015
0000124877,POR SU PARTICIPACION EN EL VII FESTIVAL DE BAILE POR PAREJA MARÍA GORETTI REALIZADO EN SAN JUAN DE PASTO,2016
0000124877,"POR SU APORTE CULTURAL EN EL PROYECTO ""CUALIFIQUEMOS Y DANCEMOS EL SOTAREÑO"", APORTANDO AL FORTALECIMIENTO DE LA IDENTIDAD CULTURAL DE LOS CAUCANOS PRINCIPALMENTE DE LOS MUNICIPIOS DE SOTARÁ Y POPAYÁN",2017
0001421148,"Mención de honor por trabajo de grado.,UNIVERSIDAD DEL CAUCA",1992
0000162040,"Por la elaboración de la cartilla:  "" Educación inclusiva en el contexto universitario de la Fundación Universitaria de Popayán.,FUNDACION UNIVERSITARIA DE POPAYAN",2019
0000810126,"Proyecto de Aula: Rondas que rondan en la Educación Musical Caucana,FUNDACION UNIVERSITARIA DE POPAYAN",2017
0000810126,"Desempeño académico en la evaluación Docente,FUNDACION UNIVERSITARIA DE POPAYAN",2022
0001763419,"ESTUDIANTE DISTINGUIDO, MEJOR PROMEDIO LICENCIATURA EN EDUCACIÓN ARTÍSTICA Y CULTURAL,FUNDACION UNIVERSITARIA DE POPAYAN",2019
0001763419,"Reconocimiento a Estudiante Distinguida por publicación de Artículo en la revista Taller de Forja de la Licenciatura en Educación Artística y cultural,FUNDACION UNIVERSITARIA DE POPAYAN",2019
0001763419,"Reconocimiento a Estudiante Distinguida, por la cartilla elaborada en ""Contextos y Aproximación a la Práctica Pedagógica Investigativa"",FUNDACION UNIVERSITARIA DE POPAYAN",2019
0001763419,"Orden del mérito Académico: Mejor estudiantes Investigador,FUNDACION UNIVERSITARIA DE POPAYAN",2021
0001763419,"Matrícula de Honor,FUNDACION UNIVERSITARIA DE POPAYAN",2021
0001763419,"Tesis Meritoria,FUNDACION UNIVERSITARIA DE POPAYAN",2022
0000243540,"mención de honor a los trabajos de posgrado en patrimonio cultural ,minesterio de cultura",2013
0000243540,"GANADOR CAUCA DE-MUESTRA,CorporaciÃ³n Cine Corto",2017
0000243540,"Premio de ciencias sociales y humanas mención de honor 2002,Fundación Alejandro Ángel Escobar",2002
0000243540,"Tesis laureada,UNIVERSIDAD DEL CAUCA",1998
0000243540,"Mención de honor por la tesis Sociología de las ausencias y las presencias en el proceso de reasentamiento de la zona de amenaza alta del volcán galeras, desarrollado durante el año 2008 a 2010,UNIVERSIDAD DEL CAUCA",2015
0001483838,"Miembro Honorario,Federación nacional de Estudiantes de Economía",2014
0001483838,"Mejor ponencia modalidad poster - eje temático territorio y conflictos ambientales,Red Colombiana de Formación Ambiental",2015
0001483838,"Beca completa - Especialización en Gobierno y Políticas Públicas - Mejor Promedio Pregrado,UNIVERSIDAD DEL CAUCA",2014
0000738417,"Tesis Meritoria-Pregrado,UNIVERSIDAD DEL VALLE",2000
0000738417,"Tesis Meritoria-Maestria,UNIVERSIDAD DEL VALLE",2010
0000738417,"Tesis Summa Cum Laude y mención internacional,Universidad de Valencia",2020
0001428651,"""Distinción Andrés Bello"" Categoría Departamental como bachiller que obtuvo en el departamento de Nariño uno de los dos puntajes mas altos en la prueba de filosodía en los examenes de estado para ingreso a la educación superior practicados por el ICFES. ,Ministerio De Educación Nacional - Mineducación",2002
0001428651,"Mención de Honor en consideración a la alta calidad académica del trabajo de grado: Historia de vida de tres mujeres: identidad de género y significados asociados al poder y la Justicia en las Relaciones de los géneros,PONTIFICIA UNIVERSIDAD JAVERIANA",2008
0001428651,Beneficiaria Beca Corporación para los Estudios en Francia durante el año 2009-2010,2009
0001428651,"Seleccionada para participar en L'École de genre de campus Condorcet para doctorantes.,CAMPUS CONDORCET",2012
0001428651,"Beneficiaria programa Crédito Condonable Colciencias para doctorados en el extranjero ,Ministerio de Ciencia, Tecnología e Innovación",2012
0001428651,"Beneficiaria convenio Movilidad Doctoral Francia 2015,Colfuturo",2015
0001339870,"Tesis Meritoria Pregrado Sociología,UNIVERSIDAD DE NARIÑO",2008
0001339870,"Grado con honores ¿Cum Laude¿ Maestría en Estudios Culturales. Pontificia Universidad Javeriana, Bogotá, D.C., 2015.,PONTIFICIA UNIVERSIDAD JAVERIANA",2015
0001522417,"Consejo de la Ordden  a la Mujer y la Democracia ""POLICARPA SALAVARRIETA"",Congreso De La República",2013
0001406332,"Premio Cesar a Mejor sonido,Universidad De Manizales - Umanizales",2010
0001406332,"Premio Cesar a mejor Montaje,Universidad De Manizales - Umanizales",2013
0000332712,"Premio ACOFI 2001,Asociación Colombiana De Facultades De Ingeniería - Acofi",2001
0000332712,"Evaluadora Segunda Fase Premio Colombiano A La Innovación Tecnológica Empresarial Para Las Mipymes Innova 2006,Convenio Interadministrativo Entre Ministerio de Comercio, Industria y Turismo y la Universidad Nal",2006
0000332712,"Best in Session Award - The 2007 Winter Global Conference on Business and Finance,The institute for business and finance reseach",2007
0000332712,"Beneficiaria de la Convocatoria de COLCIENCIAS para Conformar un Banco de Elegibles del Programa de Movilidad Internacional de Investigadores e Innovadores Año 2009 - Modalidad 4,Ministerio de Ciencia, Tecnología e Innovación",2009
0000332712,"Beneficiaria del Programa de Crédito - Beca para Postgrados en el Exterior,Fundación para le Futuro de Colombia",2009
0000332712,"Integrante del Comité Técnico del Comité Universidad Empresa Estado Cauca Nariño,UNIVERSIDAD DEL CAUCA",2010
0000332712,"Beneficiaria del Programa Nacional de Formación de Investigadores ¿GENERACIÓN DEL BICENTENARIO¿ Doctorado Exterior 2011- Convocatoria 529 de 2011 ¿ Convocatoria Nacional para Estudios de Doctorado en el Exterior 2011,Ministerio de Ciencia, Tecnología e Innovación",2011
0000332712,"Beneficiaria de la Convocatoria ¿Faculty of Business & Law¿s International Fellowship Programme ¿ 2012¿, para la movilidad de investigadores a Open University en Reino Unido con el propósito de realizar actividades conjuntas de investigación.,Open University",2012
0001492802,"Beca Maestría en Estudios Interdisciplinarios del  Desarrollo,UNIVERSIDAD DEL CAUCA",2012
0000738433,"Reconocimiento por su activa participación como consultora de preguntas en el proceso de elaboración del Examen de Calidad de la Educación Superior- ECAES- 2004 de Economía,Instituto Colombiano Para El Fomento De La Eduacion Superior",2004
0000738433,"Tesis Meritoria,UNIVERSIDAD DEL CAUCA",2017
0001485477,"Matricula de honor, 2009.2, Otorgado por la Universidad del Cauca para tercer semestre de economía,UNIVERSIDAD DEL CAUCA",2009
0001485477,"Media Matrícula de honor, 2011.1, Otorgado por la Universidad del Cauca para Octavo semestre de economía,UNIVERSIDAD DEL CAUCA",2011
0001485477,"Media matrícula de Honor, 2011.2, Otorgado por la Universidad del Cauca para Décimo semestre de economía,UNIVERSIDAD DEL CAUCA",2011
0001485477,"Tercer puesto en Olimpiadas Nacionales de Economía Santa Marta 2011, Otorgado por Federación Nacional de Estudiantes de Economía (Fenadeco),Federación nacional de Estudiantes de Economía",2011
0001485477,"Mensión de honor, 2007, Otorgado por Colegio Mayor del Cauca para sexto semestre de Inglés adultos,Colegio Mayor Del Cauca - Institución Universitaria",2007
0001485477,"Mensión de honor, 2006, Otorgado por Colegio Mayor del Cauca para quinto semestre de Inglés adultos,Colegio Mayor Del Cauca - Institución Universitaria",2006
0001485477,"Mensión de honor, 2005, Otorgado por Colegio Mayor del Cauca para cuarto semestre de Inglés adultos,Colegio Mayor Del Cauca - Institución Universitaria",2006
0001485477,"Mensión de honor, 2005, Otorgado por Colegio Mayor del Cauca para tercer semestre de Inglés adultos,Colegio Mayor Del Cauca - Institución Universitaria",2005
0001485477,"Mensión de honor, 2004, Otorgado por Colegio Mayor del Cauca para segundo semestre de Inglés adultos,Colegio Mayor Del Cauca - Institución Universitaria",2005
0001485477,"Mensión de honor, 2004, Otorgado por Colegio Mayor del Cauca para Primer semestre de Inglés adultos,Colegio Mayor Del Cauca - Institución Universitaria",2004
0001485477,"Media Matrícula de Honor, 2012.2, Otorgado por la Universidad del Cauca noveno semestre Economía",2012
0001485477,"Media Matrícula de Honor, 2013.1, Otorgado por la Universidad del Cauca décimo semestre Economía",2013
0001492511,"Presidencia de la Asociación Colombiana de Facultades de Administración (ASCOLFA),UNIVERSIDAD DEL CAUCA",1997
0001492511,"Reconocimiento a la  labor académica en la Universidad del Cauca,UNIVERSIDAD DEL CAUCA",1996
0001492511,"Participación en el Consejo Directivo de la Asociación Colombiana de Facultades de Administración   ,LaAsociaciónColombianadeFacultadesdeAdministraciónASCOLFA",2001
0001492511,"Apoyo en la Entidad Promotora de Salud (Salud Coop EPS) como miembro suplente del Consejo de Administración  ,Salud Coop EPS",2005
0001492511,"Servicios prestados como miembro de la Junta de Dirección de la Federación de Cooperativas del Cauca (Confecoop-Cauca)  ,Federación de Cooperativas del Cauca",2009
0001492511,"Representación de profesores ante el Consejo de Cultura y Bienestar ,UNIVERSIDAD DEL CAUCA",2004
0001492511,"Meritoria vida y obra como docente de la Universidad del Cauca ,UNIVERSIDAD DEL CAUCA",1996
0001492511,"Presidente del Consejo Directivo de la Federación de Cooperativas del Cauca   ,UNIVERSIDAD DEL CAUCA",2004
0001492511,"Reconocimiento y gratitud por su presencia y acompañamiento en el Encuentro Nacional de Cooperativas y Fondos de Empleados,La cooperativa de profesores de la Universidad de Antioquia",2008
0000315168,"Resolución de Renovación Registro Calificado Especialización Gerencia de Proyectos,CORPORACIÓN UNIVERSITARIA MINUTO DE DIOS - UNIMINUTO",2018
0001399004,"Jesús Antonio Bejarano,Federación nacional de Estudiantes de Economía",2008
0001399004,"Segundo Lugar Concurso Nacional de Ponencias,Banco De La República - Bogotá",2008
0001399004,"Reconocimiento Universitario,UNIVERSIDAD DEL CAUCA",2008
0001399004,"Magna Cum Laude,Universidad del Rosario",2019
0001409555,"Medalla al Mérito Académico,Universidad Autónoma Metropolitana",2009
0001409555,"Medalla al Mérito Académico,Universidad Autónoma Metropolitana",2010
0001409555,"Beca Uiniversidad Autónoma Metropolitana UAM,Universidad Autónoma Metropolitana",2007
0001409555,"Beca Consejo Nacional de Ciencia y Tecnológía de México CONACYT,Consejo Nacional De Ciencia Y Tecnología (Conacyt - México)",2008
0001409555,"Beca Centro de Estudios Espinosa Yglesias,Beca Centro de Estudios Espinosa Yglesias",2009
0001409555,"Beca Ibero,Universidad Iberoamericana",2012
0001409555,"Beca Centro Nacional de Ciencia y Tecnología CONACYT,Consejo Nacional De Ciencia Y Tecnología (Conacyt - México)",2012
0001409555,"Cinco mejores puntajes del Encuentro Departamental de Semilleros de Investigación,Fundacion Red Colombiana de Semilleros de Investigacion RedColsi - Nodo Bogota",2019
0001409555,"Candidata a investigadora Nacional (SNI) ,Sistema Nacional de Investigadores del Conacyt",2020
0001409555,"Mejores Grupos ASC 2018,Sapiens Research SAS",2018
0001474779,"Estimulo Academico 1 puesto en Tecnologia en Ecologia,UNIVERSIDAD DEL VALLE",2005
0001474779,"Estimulo Academico 3 puesto en Tecnologia en Ecologia,UNIVERSIDAD DEL VALLE",2005
0001474779,"Estimulo Academico 1 puesto en Geografía,UNIVERSIDAD DEL VALLE",2008
0001474779,"Estimulo Academico 4 puesto en Geografía,UNIVERSIDAD DEL VALLE",2010
0001474779,"Estimulo Academico 2 puesto en Geografía,UNIVERSIDAD DEL VALLE",2010
0001474779,"Premio Dra Margarita Urias Hermosillo a la mejor contribución al cambio social - Premio en marco del congreso de Sociología Mexicano,colegio mexicano de sociologia",2017
0001474779,"Beca Maestria en estudios Interdisciplinarios del Desarrollo,UNIVERSIDAD DEL CAUCA",2013
0001474779,"Joven investigador,UNIVERSIDAD DEL VALLE",2012
0001474779,"Reconocimiento en actividades de CTI,FUNDACION UNIVERSITARIA DE POPAYAN",2019
0001474779,"Reconocimiento por aporte a la investigación,FUNDACION UNIVERSITARIA DE POPAYAN",2019
0001474779,"ESTÍMULO PARA DISEÑO Y DESARROLLO DEL LABORATORIO DE ARTES, CIENCIA Y TECNOLOGÍA ¿ LABORATORIOS DE CIUDAD, TERRITORIO CONJUNTO ¿ TENDER EL PUENTE,Alcaldía Municipal De Santiago De Cali",2020
0001474779,"Reconocimiento por trayectoria investigativa, calidad de producción, excelencia científica,FUNDACION UNIVERSITARIA DE POPAYAN",2020
0001474779,"Reconocimiento a los profesores mejor calificados,FUNDACION CATOLICA LUMEN GENTIUM",2021
0001474779,"Reconocimiento a la investigación por parte del Grupo Pretextos,FUNDACION UNIVERSITARIA DE POPAYAN",2022
0001474779,"Reconocimiento Investigadora Junior,Ministerio de Ciencia, Tecnología e Innovación - Minciencias",2022
0000520748,"Reconocimiento a la Labor Docente,UNIVERSIDAD DEL CAUCA",2012
0000520748,"Reconocimiento por preeminente grado académico,UNIVERSIDAD DEL CAUCA",2017
0000520748,"Full scholarship Course on Sufficiency Economy, TICA (Thailand International Cooperation Agency),TICA (Thailand International Cooperation Agency)",2010
0000520748,"Beca Completa para Investigadores en estudios doctorales Concejo Nacional de Ciencia y Tecnología CONACYT ,Consejo Nacional De Ciencia Y Tecnología (Conacyt - México)",2013
0000520748,"Beca Completa para Investigadores en estudios doctorales Concejo Nacional de Ciencia y Tecnología CONACYT,Consejo Nacional De Ciencia Y Tecnología (Conacyt - México)",2014
0000520748,"Beca Completa para Investigadores en estudios doctorales Concejo Nacional de Ciencia y Tecnología CONACYT,Consejo Nacional De Ciencia Y Tecnología (Conacyt - México)",2012
0000520748,"Beca Completa para Investigadores en estudios doctorales Concejo Nacional de Ciencia y Tecnología CONACYT,Consejo Nacional De Ciencia Y Tecnología (Conacyt - México)",2015
0000520748,"Mérito a ala Innovación Educativa,UNIVERSIDAD DEL CAUCA",2018
0000520748,"Tesis de Grado Laureada,UNIVERSIDAD DEL CAUCA",2020
0000268453,"Mención de honor, tesis de grado de Maestría meritoria,PONTIFICIA UNIVERSIDAD JAVERIANA",2005
0000268453,"Calificación del 100% /100 para ingresar al Doctorado de ciencias Ambientales,UNIVERSIDAD DEL CAUCA",2010
0000268453,"Material de clase e doctorado en ciencias Ambientales y en Agroecología,UNIVERSIDAD DEL CAUCA",2015
0000268453,"Líder investigadora principal del Centro de apropiación social e innovación para la caficulutura,Universidad del Cauca-Unicauca",2018
0000268453,"Investigadora Junior ante MINCIENCIAS,UNIVERSIDAD DEL CAUCA",2018
0000268453,"Mención meritoria por tesis de maestría,UNIVERSIDAD DEL CAUCA",2021
0000588547,"TESIS MERITORIA,UNIVERSIDAD NACIONAL DE COLOMBIA SEDE BOGOTA",2001
0000588547,"Tesis Meritoria,UNIVERSIDAD LIBRE DE COLOMBIA",2019
0000588547,"Magna Cum Laude,UNIVERSIDAD LIBRE DE COLOMBIA",2021
0001631512,"Beca Erasmus Mundus- Estudios de Máster,Unión Europea",2019
0001631512,"Culminación de Estudios Superiores,FUNDACION UNIVERSITARIA DE POPAYAN",2023
0001631512,"Mérito Cultural ,INSTITUCIÓN EDUCATIVA GABRIELA MISTRAL",2011
0001631512,"Bachiller 2011,INSTITUCIÓN EDUCATIVA GABRIELA MISTRAL",2011
0000740969,"Medalla Gabino Barreda,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO",1989
0000740969,"Acompañamiento Profesional,ASOCIACIÓN COLOMBIANA DE LAS MICRO PEQUEÑAS Y MEDIANAS EMPRESAS ¿ ACOPI",2010
0000700789,"Tercer puesto Arquitectos del Mercado de Capitales,BOLSA DE VALORES DE COLOMBIA",2012
0000700789,"Seminario de instituciones, gobernanza y desarrollo territorial,Escuela Superior De Administración Pública",2013
0001491883,"XXV Convocatoria de financiamiento de tesis de maestria,Facultad Latinoamericana de Ciencias Sociales FLACSO Ecuador",2017
0000329916,"Ganador de la beca por mérito académico para cursar la Maestría en Estudios Interdisciplinarios del Desarrollo,UNIVERSIDAD DEL CAUCA",2010
0000329916,"Mención de Honor en tesis de maestría: ""(Re)configuración Territorial en el Pacífico caucano"",UNIVERSIDAD DEL CAUCA",2013
0001162721,"Orden Mérito al Servicio Miguel Antonio Ramón Martínez,UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA",2016
0001162721,"Mención Honorífica por el trabajo de grado de la Maestría en estudios interdisciplinarios del desarrollo,UNIVERSIDAD DEL CAUCA",2015
0001162721,"Reconocimiento otorgado por la Revista ¿Correo del Sur¿ en su premiación No. 40,Instituto Departamental De Salud De Nariño",2014
0001522397,"Mención de Honor al trabajo de grado en antropología titulado ""Kamënts̈a biyangbe wáman lware. El lugar sagrado de quienes hablan kamënts̈á. El territorio indígena kamënts̈á en el Valle de Sibundoy -Putumayo"".,UNIVERSIDAD DEL CAUCA",2009
0001522397,"Reconocimiento a mejor ponencia titulada ""Lo ambiental y la educación en la kosmovilidad intercultural según las sabidurías ancestrales"" otorgado por la Mesa Interuniversitaria del Eje Cafetero.,Universidad De Manizales - Umanizales",2020
0001522397,"Mejor representación plástico - sensorial experimental. SEMILLERO BIOLUGARGOGÍA COMO UN ACTO POLÍTICO DESDE LA KOSMOVILIDAD DEL CONOCIMIENTO,UNIVERSIDAD DE NARIÑO",2021
0001389538,"Mejor Ponencia del Simposio,Inst Estudios Avanzados Idea Usach",2010
0001389538,"Beca para cursar Maestría en Estudios Interdisciplinarios del Desarrollo,UNIVERSIDAD DEL CAUCA",2012
0001389538,"Beca Innovacción Cauca Doctorados Nacionales 01-2016  SGR - Sistema General de Regalías,UNIVERSIDAD DEL CAUCA",2016
0001389538,"Por la destacada labor como contador publico, investigador y docente ,FUNDACION UNIVERSITARIA DE POPAYAN",2019
0001389538,"Por su brillante participación como expositor,Colegio de Contadores Públicos de Guadalajara Jalisco",2020
0000482390,"Mención de Honor. Postgrado de Especialización en Marketing,UNIVERSIDAD CATOLICA DEL URUGUAY",1999
0000482390,"Egresada Distinguida. Facultad de Ciencias Contables, Económicas y Administrativas,UNIVERSIDAD DEL CAUCA",2002
0000482390,"Tesis Doctoral  Mención Cum Laude,Universidad de Valencia",2022
0001519574,"Ganadora del Quinto Concurso departamental de cuento ,Departamento del Cauca",2011
0001466598,"Grado de honor,UNIVERSIDAD NACIONAL DE COLOMBIA SEDE BOGOTA",2012
0001466598,Beca Colciencias doctorado en el exranjero,2015
0001466598,"Tesis doctoral summa cum laude,Instituto Universitario de Altos Estudios Internacionales (The Graduate Institute)",2020
0001466598,"SNIS Award for the best PhD thesis in International Studies,Swiss Network for International Studies",2021
0001358471,"Destacada participación y compromiso en el ejercicio de la labor pedagogica y formativa del estudiante de práctica,UNIVERSIDAD COOPERATIVA DE COLOMBIA",2005
0001358471,"Destacada Participación en la Feria de Condiciones Mínimas de Calidad,UNIVERSIDAD COOPERATIVA DE COLOMBIA",2004
0001358471,"Destacada Participación como asesora de prácticas,UNIVERSIDAD COOPERATIVA DE COLOMBIA",2003
0001358471,"Compromiso, entrega y pertenencia con la Institución en la III feria académica,UNIVERSIDAD COOPERATIVA DE COLOMBIA",2002
0001358471,"Dedicación y aporte brindado a los psicologos en formación en la práctica del área clínica,UNIVERSIDAD COOPERATIVA DE COLOMBIA",2001
0001358471,"Reconocimiento por el Diseño, Programación e implementación del Programa de Preparación Integral para el Retiro Laboral,Institudo Del Seguro Social",1998
0001358471,"INVESIGACION,UNIVERSIDAD DEL CAUCA",2013
0001358471,"Evaluaciones Destacadas año 2020,Centro de Información Tecnológica  (CIT) La Serena",2021
0000594881,"Premio Ciudadana Ejemplar,Alcaldia Municipal De Popayan",2011
0000594881,"Premio Millenium de Paz,Fondo de Desarrollo de las Naciones Unidas para la Mujer",2000
0000322741,"PREMIO NACIONAL EN EL AREA DE ECOLOGÍA,Asociación Nacional De Ciencias Biológicas",2004
0000322741,"apoyo al proyecto piloto de excelencia sanitaria en gabado bovino doble propósito en los municipios de Popayán y Puracé (Cauca),EMPRESA COLOMBIANA DE PRODUCTOS  VETERINARIOS",2017
0000322741,"Primer lugar en presentación de poster científico,Asociación Nacional de Internos y Residentes regional Cauca",2018
0000322741,"ganador en el concurso de poster,UNIVERSIDAD DEL CAUCA",2015
0000322741,"primer lugar en el concurso de poster científico,ASOSIACION NACIONAL DE INTERNOS Y RESIDENTES",2017
0000322741,"segundo lugar en el concurso de poster científico,ASOSIACION NACIONAL DE INTERNOS Y RESIDENTES",2017
0000322741,"mejor exposición oral,Universidad Ricardo Palma",2018
0001632192,"Carta de recomendación en el marco de la organización del evento ""I Seminario: enfoque clínico y molecular del VIH/SIDA"" ,Colegio Médico de Cauca, Federación Médica Colombiana",2015
0001632192,"Moción de Felicitación en el marco del evento ""I Seminario: enfoque clínico y molecular del VIH/SIDA"",Consejo de Facultad de Ciencias de la Salud. Unicauca",2015
0001632192,"Carta de recomendación en el marco de la organización del evento ""I Seminario: enfoque clínico y molecular del VIH/SIDA"" ,Presidencia del evento",2015
0001632192,"Certificado de participación y reconocimiento por su activa participación y compromiso con la investigación,Semillero de Investigación Inmunología y Enfermedades Infecciosas. Unicauca",2015
0001632192,"Carta de reconocimiento por su destacada participación en el desarrollo de aportes estudiantiles y revisiones documentales que permiten el crecimiento académico de nuestro país,Universidad Nacional de Colombia, Revista electrónica Morfolia",2015
0001632192,"Carta de reconocimiento en el marco del evento: ¡Muévete! ¡Participa! Siembra tu semilla de investigación,Departamento de Fisioterapia, Unicauca y Del Laboratorio al Campo",2016
0001632192,"Distinción del trabajo: ""Sedentarismo, un factor de riesgo silente para adquirir una enfermedad crónica no transmisible"",X Congreso Colombiano de Morfología, ASCOM",2014
0001632192,"Premio como el mejor trabajo en la modalidad de Póster Junior, Eje Temático de Anatomía Funcional, al trabajo titulado ""Cambios estructurales macro y microscópicos del corazón en el envejecimiento"",XII Congreso Colombiano de Morfología, Asociación Colombiana de Morfología",2016
0001632192,"Moción de felicitación en el marco del XII Congreso Colombiano de Morfología,Consejo de Facultad de Ciencias de la Salud. Universidad del Cauca",2016
0001632192,"Por su constancia, capacidad de liderazgo y compromiso en beneficio de la Academia y de su comunidad estudiantil, en el marco del Foro: Rabia Enfermedad de Impacto en Salud Pública y perspectiva de Investigación,Colegio Médico de Cauca, Federación Médica Colombiana",2016
0001632192,"Certificado de participación y reconocimiento por su activa participación y compromiso con la investigación,Grupo de Investigaciones Inmunología y Enfermedades Infecciosas. Unicauca",2016
0001632192,"Reconocimiento por la labor investigativa y de proyección social, destacándose por su responsabilidad y sentido de pertenencia. En el marco del proyecto de investigación: ""Prevalencia, incidencia y caracterización clínica de la pediculosis capitis"",Hogar Infantil Pequeñines",2017
0001632192,"Reconocimiento de Media Matrícula de Honor,UNIVERSIDAD DEL CAUCA",2015
0001632192,"Moción de felicitación por haber logrado un notable resultado en el evento ¿International Students Research Conference on Health ¿ Mosa Conference 2018¿ ,UNIVERSIDAD DEL CAUCA",2018
0001632192,"Moción de felicitación por su compromiso con el progreso, desarrollo de la Universidad del Cauca y por su responsabilidad en la participación en eventos Nacionales e Internacionales,Consejo de Facultad, Facultad Ciencias de la Salud, Universidad del Cauca,UNIVERSIDAD DEL CAUCA",2018
0001632192,"Certificado de trabajo comunitario: socialización del trabajo de investigación ""Prevalencia, manifestaciones clínicas y variables asociadas a la pediculosis capitis en preescolares de un área de bajos ingresos de Popayán, Colombia"",Instituto Colombiano De Bienestar Familiar",2018
0001632192,"Reconocimiento por la participación en el voluntariado ¿Misión Colombia¿,Clinica la Estancia",2020
0000986976,"Exaltación por contribución con conocimientos y enseñanzas a los estudiantes de la Facultad de Medicina Veterinaria sede Popayán.,Universidad Antonio Nariño, Popayán",2017
0000986976,"Reconocimiento a la Labor Docente,UNIVERSIDAD DEL CAUCA",2018
0000986976,"Reconocimiento al Esfuerzo académico e investigativo,UNIVERSIDAD DEL CAUCA",2013
0000986976,"Moción de Reconocimiento por apoyo a los procesos académicos del programa de Fonoaudiología,UNIVERSIDAD DEL CAUCA",2017
0001632197,"Estímulo Media Matrícula de Honor - Pregrado,UNIVERSIDAD DEL CAUCA",2011
0001632197,"Estímulo Media Matrícula de Honor - Pregrado,UNIVERSIDAD DEL CAUCA",2012
0001632197,"Carta de recomendación en el marco de la organización del evento ""I Seminario: Enfoque Clínico y Molecular del VIH/SIDA"",Colegio Médico de Cauca, Federación Médica Colombiana",2015
0001632197,"Moción de Felicitación en el Marco de la Organización del Evento ""I Seminario: Enfoque Clínico y Molecular del VIH/SIDA"",Consejo de Facultad de Ciencias de la Salud. Unicauca",2015
0001632197,"Reconocimiento al investigador y promotor de investigación, por la organización del evento ""I Seminario: Enfoque Clínico y Molecular del VIH/SIDA"",Presidencia del evento: I Seminario: ECM del VIH/SIDA",2015
0001632197,"Compromiso con la investigación,Semillero de Investigación Inmunología y Enfermedades Infecciosas. Unicauca",2015
0001632197,"Liderazgo y compromiso con la academia y la comunidad estudiantil,Colegio Médico de Cauca y Federación Médica Colombiana",2016
0001632197,"Moción de Felicitación por los logros obtenidos en los campos de la investigación y de la proyección social,Consejo de Facultad, Facultad Ciencias de la Salud, Universidad del Cauca",2016
0001632197,"Excelencia,Colegio Parroquial San Juan Baustista de la Salle",2007
